WKT,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((109672.533309869 205207.275690151,109661.606663066 205211.648622897,109660.682809085 205212.020111672,109659.758951828 205212.391161815,109658.835098105 205212.762650869,109657.911244513 205213.134140057,109656.987013482 205213.505569631,109656.063160152 205213.877059096,109655.13930598 205214.248423341,109654.215450481 205214.619599684,109653.291597544 205214.991089566,109652.367744252 205215.362516907,109651.443891582 205215.734007073,109650.519724803 205216.105499811,109649.595806138 205216.476551971,109648.671953856 205216.848042551,109647.748101219 205217.219470588,109646.8242492 205217.590961442,109645.900396825 205217.96238976,109644.976227914 205218.333507248,109644.052375806 205218.704935835,109643.12852431 205219.076427251,109642.20454725 205219.447919779,109641.28069553 205219.819348786,109640.359638293 205220.202603627,109639.4385846 205220.586297368,109638.517530065 205220.969865884,109637.596787468 205221.353118694,109636.67573418 205221.736812841,109635.754677617 205222.120068365,109634.833624595 205222.503762784,109633.912570734 205222.887331983,109632.991829789 205223.270710835,109632.070776199 205223.654280305,109631.149720797 205224.037599184,109630.228667476 205224.421168927,109629.307615268 205224.804864165,109628.386874019 205225.188118339,109627.465822077 205225.571813847,109626.544769296 205225.955384137,109625.623715195 205226.338766515,109624.702662684 205226.722337074,109623.781859262 205227.105592414,109622.860807512 205227.489225924,109621.939756379 205227.872922251,109621.018701974 205228.256179954,109620.097650143 205228.639751193,109619.176911216 205229.023132087,109618.25585965 205229.4067036,109617.334808705 205229.790337927,109616.413755466 205230.173658989,109615.492704792 205230.557293588,109614.571965566 205230.940549803,109613.650915648 205231.324247354,109612.729864896 205231.707819685,109611.808812814 205232.091204108,109610.887699484 205232.474777197,109609.966963853 205232.858410172,109609.045911202 205233.241669645,109608.124862094 205233.625368014,109607.203809718 205234.008627757,109606.282759905 205234.392201042,109605.361711202 205234.775899821,109604.44097346 205235.159157533,109603.519924544 205235.542793899,109602.598872838 205235.926054325,109601.677761826 205236.309754137,109600.756712829 205236.693328238,109599.835976735 205237.076711988,109598.914927516 205237.46022368,109597.993877457 205237.843610144,109597.072828999 205238.22718479,109596.151781646 205238.61088493,109595.230982404 205238.99414449,109594.309934838 205239.377782225,109593.388886916 205239.761357413,109592.467836693 205240.144619334,109591.546790019 205240.528320154,109590.6260543 205240.911579909,109589.705007404 205241.29521832,109588.783960156 205241.678794193,109587.862848738 205242.062182641,109586.94180176 205242.445758785,109586.02106769 205242.829144577,109585.100020986 205243.212720994,109584.1789749 205243.596360228,109583.257926026 205243.979623509,109582.336755006 205244.363326671,109581.416083484 205244.746587293,109580.495037937 205245.13022707,109579.573866348 205245.513805276,109578.652818148 205245.897069242,109577.731773499 205246.280772105,109576.811105082 205246.664346815,109575.889994931 205247.047674361,109574.968949708 205247.43125227,109574.047840314 205247.814642767,109573.12679536 205248.19822095,109572.206065262 205248.581859509,109571.285018146 205248.965124564,109570.363974572 205249.34882852,109569.442927721 205249.732093845,109568.521821086 205250.115735878,109567.601091176 205250.499312437,109566.680045705 205250.882703532,109565.75900183 205251.266282806,109564.837955659 205251.649548816,109563.916849694 205252.033191532,109562.996120458 205252.416768771,109562.075075666 205252.800160544,109561.154031979 205253.18367782,109560.232927046 205253.567383759,109559.31188168 205253.950650584,109558.391153606 205254.334291182,109557.470108509 205254.717558281,109556.549066964 205255.101264277,109555.627961726 205255.484845537,109554.706917521 205255.868175726,109553.785875406 205256.251756767,109552.865146192 205256.635147466,109551.944041006 205257.018666589,109551.023000271 205257.402373401,109550.101956253 205257.785641587,109549.180914808 205258.169223312,109548.260122938 205258.552552498,109547.339081762 205258.936134493,109546.418041209 205259.319779309,109545.496997866 205259.703048177,109544.575958075 205260.086755943,109543.655168825 205260.470336527,109542.734126374 205260.853668485,109541.813086013 205261.237251302,109540.89204432 205261.620646209,109539.970940894 205262.004167106,109539.050216141 205262.387873241,109538.129173877 205262.771143201,109537.208071831 205263.154789864,109536.287029836 205263.538060096,109535.365990415 205263.921643863,109534.44526585 205264.305288002,109533.524161417 205264.68855913,109532.603123376 205265.072268663,109531.682084007 205265.455790296,109530.761043802 205265.839186708,109529.840256576 205266.222769332,109528.919216149 205266.606103335,109527.998177812 205266.989688188,109527.077077246 205267.373336352,109526.156036735 205267.75660808,109525.235314011 205268.140316259,109524.314273771 205268.523588262,109523.393173745 205268.907236967,109522.472136217 205269.290822641,109521.551096381 205269.674095052,109520.630310992 205270.057741719,109519.709271431 205270.441014403,109518.788234927 205270.824663298,109517.867198069 205271.208249655,109516.946097041 205271.591648594,109516.025374198 205271.975170095,109515.104275879 205272.358882704,109514.183237122 205272.742156207,109513.262201428 205273.125805926,109512.341162941 205273.509079691,109511.420378906 205273.892727725,109510.499343128 205274.27631517,109509.578306022 205274.65971471,109508.657207184 205275.043240236,109507.736169371 205275.426514687,109506.815134622 205275.810165353,109505.894350908 205276.193751525,109504.973314476 205276.577151744,109504.052279155 205276.960677461,109503.131117303 205277.344078933,109502.210019898 205277.727668092,109501.289363037 205278.111316641,109500.368263457 205278.494592672,109499.447166944 205278.878244922,109498.526132921 205279.261834134,109497.60509708 205279.645172766,109496.684314716 205280.028760293,109495.763279145 205280.412099196,109494.842245662 205280.795688958,109493.921149959 205281.179342019,109493.000114305 205281.562618653,109492.079332611 205281.946206863,109491.158297719 205282.329546445,109490.23726491 205282.713136887,109489.316169882 205283.096790628,109488.395134902 205283.480067942,109487.474354371 205283.863719516,109486.553319666 205284.246997098,109485.632288509 205284.63071358,109484.711193174 205285.014242643,109483.79015985 205285.397646,109482.869441864 205285.7811724,109481.9483484 205286.164889914,109481.027314015 205286.548105637,109480.106220821 205286.931823423,109479.18518719 205287.315102097,109478.264469883 205287.69862918,109477.343376605 205288.082284695,109476.422343378 205288.465563778,109475.501250863 205288.849282246,109474.580217418 205289.232498921,109473.659502247 205289.616214723,109472.738408672 205289.999745559,109471.817377097 205290.383150686,109470.896283791 205290.766681795,109469.975252486 205291.150087192,109469.054473677 205291.533616125,109468.133445089 205291.917335191,109467.212412723 205292.300552956,109466.291321557 205292.684272785,109465.370291904 205293.067804222,109464.449511815 205293.451083115,109463.528483413 205293.834740183,109462.60745221 205294.218021312,109461.686361227 205294.601679143,109460.765332741 205294.985273938,109459.844239584 205295.368618645,109458.923525595 205295.752211266,109458.002432712 205296.13555624,109457.081404762 205296.519151583,109456.160314593 205296.902810231,109455.239284469 205297.286092445,109454.318508796 205297.669748914,109453.397478947 205298.053031405,109452.476452159 205298.43669011,109451.555362172 205298.820286755,109450.634332238 205299.203506972,109449.71355724 205299.587164125,109448.792531481 205299.970886051,109447.871439105 205300.354107168,109446.95041264 205300.737704009,109446.029321511 205301.121050754,109445.108609545 205301.504645417,109444.187521126 205301.888305832,109443.266492761 205302.271589821,109442.345404611 205302.655250513,109441.424376516 205303.038534767,109440.503602866 205303.422193283,109439.582576991 205303.805728535,109438.661487431 205304.18913905,109437.740461826 205304.572674571,109436.8194344 205304.955959512,109435.89866143 205305.339618703,109434.97757436 205305.723280484,109434.056547343 205306.106565829,109433.135522902 205306.490164714,109432.214436237 205306.873826903,109431.293661008 205307.257110695,109430.37263746 205307.640772671,109429.451547782 205308.023996509,109428.530524993 205308.407721431,109427.609438025 205308.791258942,109426.688726807 205309.17460561,109425.767640598 205309.558206066,109424.846615414 205309.941555461,109423.925466633 205310.325156683,109423.004381322 205310.708820236,109422.083733132 205311.092104413,109421.162710933 205311.475767742,109420.241562203 205311.859306833,109419.320474493 205312.242594852,109418.399452699 205312.62625859,109417.478679494 205313.009544432,109416.557595123 205313.393208932,109415.636572761 205313.776747722,109414.715486704 205314.160161784,109413.794464607 205314.543700847,109412.873692565 205314.927050043,109411.952671227 205315.310652058,109411.031587671 205315.694317378,109410.110564157 205316.077606268,109409.189480866 205316.461271862,109408.268457137 205316.844498345,109407.347688346 205317.228161758,109406.426604976 205317.61176508,109405.505582136 205317.995054646,109404.58449952 205318.378720924,109403.663478912 205318.762261485,109402.742708349 205319.145612177,109401.821625654 205319.529216182,109400.900603978 205319.912569114,109399.979521058 205320.296110705,109399.058502593 205320.679839991,109398.137731726 205321.063066008,109397.216713036 205321.44673288,109396.295628704 205321.830024302,109395.374547437 205322.213691937,109394.454848427 205322.597286236,109393.534649228 205322.981197995,109392.614824794 205323.364793541,109391.694752049 205323.748767271,109390.774927884 205324.132363088,109389.85472923 205324.516275389,109388.934969156 205324.899996353,109388.014833125 205325.283845754,109387.095072835 205325.667504307,109386.174937074 205326.05135398,109385.25505185 205326.435076466,109384.335043031 205326.819050784,109383.415156609 205327.202585505,109382.495399441 205327.586558138,109381.575262396 205327.970157769,109380.655377357 205328.353818258,109379.735368233 205328.737667894,109378.815483464 205329.121328656,109377.895348917 205329.50517955,109376.9755906 205329.888902277,109376.055457302 205330.2728788,109375.135697786 205330.65641376,109374.215501911 205331.040391048,109373.295679818 205331.423926769,109372.375609906 205331.807903349,109371.455788573 205332.19150202,109370.535718931 205332.575478866,109369.61583551 205332.959140984,109368.695702312 205333.342993238,109367.775944854 205333.72665464,109366.855809967 205334.110256449,109365.936055227 205334.494231521,109365.015857273 205334.87777141,109364.096039957 205335.261747244,109363.175968945 205335.645411787,109362.256150919 205336.029262531,109361.335954979 205336.412991005,109360.416200064 205336.796841531,109359.496380974 205337.18050465,109358.576312106 205337.564357908,109357.656430438 205337.948021783,109356.736299973 205338.332001161,109355.816543778 205338.71560165,109354.896413094 205339.099518622,109353.976657169 205339.483119381,109353.056461947 205339.866786397,109352.136645405 205340.250638635,109351.216576147 205340.634304941,109350.296698007 205341.018283302,109349.376565687 205341.401887689,109348.456813506 205341.785865339,109347.53668096 205342.169407322,109346.616929054 205342.553385243,109345.696733936 205342.936927986,109344.776919453 205343.32090667,109343.856851268 205343.704574062,109342.936973233 205344.088428154,109342.016905319 205344.472095815,109341.097088435 205344.855698968,109340.176897556 205345.239681278,109339.257143299 205345.623221534,109338.33732976 205346.007201169,109337.417262519 205346.390869509,109336.497385428 205346.774724545,109335.577255616 205347.158393653,109334.657504478 205347.542247984,109333.73737494 205347.925917357,109332.817624562 205348.309834638,109331.897432448 205348.693504775,109330.977557142 205349.077485986,109330.057552851 205349.461029563,109329.137677815 205349.845011053,109328.217548101 205350.228555877,109327.297796576 205350.612223257,109326.377606737 205350.996082251,109325.457855482 205351.379749897,109324.537729739 205351.763734023,109323.61785257 205352.147340252,109322.697789454 205352.531261483,109321.777975401 205352.914867484,109320.857786861 205353.298789972,109319.938035925 205353.682395752,109319.017910992 205354.066380697,109318.098097969 205354.450049921,109317.177972325 205354.833909783,109316.258096726 205355.217579768,109315.338348425 205355.601436948,109314.418221715 205355.985109179,109313.498471232 205356.368653228,109312.578284397 205356.752639618,109311.658471337 205357.136184438,109310.738410464 205357.520170111,109309.818535809 205357.903841049,109308.898474225 205358.287701636,109307.978662686 205358.671372358,109307.058475684 205359.055234198,109306.138727256 205359.4389047,109305.218541505 205359.822892169,109304.298730014 205360.206500757,109303.378669731 205360.590424836,109302.458795664 205360.974034183,109301.53873565 205361.357958535,109300.618924698 205361.741567663,109299.6987373 205362.125242556,109298.778991917 205362.509164855,109297.858867144 205362.892776851,109296.939059185 205363.276699912,109296.018934681 205363.660312179,109295.099064145 205364.044236003,109294.179316984 205364.427845588,109293.259195829 205364.811834334,109292.339385601 205365.195382005,109291.419264715 205365.579371023,109290.499392892 205365.963044814,109289.579334141 205366.346908255,109288.659525433 205366.730581822,109287.739341264 205367.114446518,109286.819595668 205367.498119865,109285.899409315 205367.881671436,109284.979666442 205368.265658457,109284.059543692 205368.649272484,109283.139674914 205369.033198077,109282.21961528 205369.416811885,109281.299746768 205369.80073775,109280.379624556 205370.184352327,109279.459882497 205370.568340153,109278.539697219 205370.951892814,109277.619955429 205371.335880915,109276.699770421 205371.719433844,109275.779966055 205372.103422707,109274.859907008 205372.486974927,109273.940037612 205372.870651161,109273.019982271 205373.254642403,109272.100112163 205373.63819355,109271.180245625 205374.022183586,109270.260187253 205374.405736485,109269.340383831 205374.789726296,109268.420325728 205375.173279464,109267.500459731 205375.557270047,109266.58027621 205375.940824467,109265.66053617 205376.324814337,109264.740416256 205376.708431216,109263.820613153 205377.092359168,109262.900493504 205377.475976323,109261.980627333 205377.859842357,109261.060571291 205378.243521973,109260.140703427 205378.62713756,109259.220586772 205379.011068654,109258.300782514 205379.394746701,109257.380665639 205379.778615387,109256.460924497 205380.16229322,109255.540745045 205380.546162664,109254.620878481 205380.929841752,109253.700825482 205381.313773163,109252.7809587 205381.697389844,109251.860843125 205382.081322024,109250.941101805 205382.464875304,109250.02092415 205382.848870929,109249.101183104 205383.232424487,109248.18131994 205383.616417913,109247.261139246 205383.999975191,109246.341399587 205384.383654512,109245.421222602 205384.767650814,109244.50148223 205385.151205047,109243.581367869 205385.535138448,109242.661502566 205385.91875662,109241.741451321 205386.3026898,109240.821585797 205386.686245562,109239.901535313 205387.070241691,109238.981671041 205387.453923088,109238.061494157 205387.837795116,109237.141755847 205388.221475794,109236.221641582 205388.605284922,109235.301840696 205388.988966364,109234.381728175 205389.372963806,109233.46186373 205389.756520656,109232.541811868 205390.140204475,109231.621950149 205390.52407499,109230.701772866 205390.907760069,109229.782037108 205391.291629872,109228.861859603 205391.675252544,109227.942124115 205392.059122614,109227.022261596 205392.442805775,109226.102087449 205392.826804925,109225.182349903 205393.210362014,109224.26223838 205393.594298266,109223.342438755 205393.977918793,109222.422327497 205394.36185532,109221.502464804 205394.745413934,109220.582417154 205395.129412914,109219.662555713 205395.513097156,109218.7423792 205395.896658644,109217.822645687 205396.280592892,109216.902469444 205396.664154651,109215.982736692 205397.048151844,109215.062560723 205397.431713875,109214.14270255 205397.815712325,109213.222653029 205398.199336324,109212.302794142 205398.583209691,109211.382745383 205398.966896634,109210.462886766 205399.350770273,109209.542712584 205399.734458473,109208.622979929 205400.118331396,109207.702805526 205400.501957194,109206.783008819 205400.885642846,109205.862899498 205401.269519134,109204.94304022 205401.65320555,109204.023308234 205402.037079152,109203.10313451 205402.420705629,109202.183277107 205402.804580485,109201.263229831 205403.188268927,109200.343373189 205403.572206733,109199.423325199 205403.955770088,109198.503469319 205404.339770852,109197.583358753 205404.723334965,109196.663565989 205405.107335506,109195.743455693 205405.490899898,109194.823662706 205405.874838026,109193.903490823 205406.258528541,109192.983695155 205406.642090873,109192.063588349 205407.026031873,109191.143730105 205407.409594969,109190.223624061 205407.793598923,109189.303828933 205408.177161799,109188.383722667 205408.561103348,109187.463928792 205408.94479185,109186.543759458 205409.328671482,109185.623965853 205409.712360255,109184.703859639 205410.09623967,109183.784002966 205410.479866531,109182.863897017 205410.863746212,109181.083574103 205411.60671518),(109181.083574103 205411.60671518,109180.104204984 205412.014942396,109179.184349477 205412.398632618,109178.264181358 205412.782513473,109177.34445132 205413.166140297,109176.424283474 205413.550021425,109175.504554193 205413.933711198,109174.58438711 205414.317655277,109173.664531428 205414.701220953,109172.744490793 205415.085226992,109171.824635381 205415.46879294,109170.904594523 205415.852736575,109169.984739381 205416.236302791,109169.064573594 205416.620310364,109168.144782059 205417.003939037,109167.224678404 205417.387821033,109166.30488763 205417.77151266,109165.384718943 205418.155082021,109164.464867562 205418.539025126,109163.544824831 205418.922593774,109162.624974212 205419.306599829,109161.70480606 205419.690169739,109160.78508091 205420.074112399,109159.865228235 205420.457805467,109158.945188147 205420.841625509,109158.054342534 205421.061553151,109157.163310429 205421.281733138,109156.272465949 205421.501786423,109155.381433992 205421.721966695,109154.490590647 205421.942145628,109153.599869615 205422.161884969,109152.708775041 205422.382066165,109151.817993774 205422.602119679,109150.927276417 205422.822298203,109150.064933475 205422.662211848,109149.202903713 205422.501997805,109148.340874394 205422.341846579,109147.478593151 205422.181634787,109146.616626072 205422.021420669,109145.754533745 205421.861270347,109144.892566562 205421.701056501,109144.021792848 205421.459863879,109143.151018067 205421.218546035,109142.280368397 205420.977164655,109141.409591483 205420.735596367,109140.538816948 205420.494341601,109139.668041839 205420.25302429,109138.797389877 205420.011392737,109137.926615589 205419.770201055,109137.055840234 205419.528884145,109136.185189996 205419.287503709,109135.770501393 205419.08566593),(109181.083574103 205411.60671518,109196.07116023 205446.031394073))","90425823","90425823","144730","9042","9042",Willem van Rubroeckstraat
"MULTILINESTRING ((113014.529603631 205067.239187974,113039.329408715 205076.693311197,113071.087225532 205090.030517014,113102.519709198 205104.505482052,113135.415303929 205119.794032673,113171.508386841 205136.166617637,113241.852299031 205166.256225341,113273.339279293 205179.59339154,113328.265067015 205202.743219068,113367.664032866 205219.495888514,113392.674712834 205230.176263317,113400.288970618 205233.917113479,113408.851536877 205239.012852085,113417.49496287 205245.62616416,113422.859926394 205250.396448378,113428.495553121 205256.629805034,113448.26719729 205283.108143846,113485.978756094 205335.352948206,113506.054498081 205364.858768108,113540.577294575 205416.302250771,113558.353637174 205443.482784934,113563.644294772 205450.764804771,113572.363608987 205459.148053997,113577.701135059 205463.794381997,113598.311886162 205474.137725774,113668.368818799 205507.337129598,113684.693800956 205516.909485208,113695.992478072 205524.61103967,113705.591331666 205532.512445792,113711.090664236 205537.913195838,113737.88700465 205563.017056977,113757.784737916 205580.619824728,113767.283426365 205588.921034946,113796.980259131 205610.625337183,113812.278946043 205620.4274882))","90425524","90425524","72026","9042","9042",Winkelwarande
"MULTILINESTRING ((107188.242113678 191433.399103929,107185.860306027 191429.019252429,107182.85938897 191426.517679974,107181.215960636 191425.445746501,107179.072030158 191424.802102053,107123.958638299 191382.018789208,107122.246894405 191380.650769359,107121.306909995 191379.899949098,107094.238906057 191358.741496713,107063.195327287 191334.662117861,107026.988132334 191306.490014823))","90507002","90507002","69535","9050","9050",Adolf Van Ooteghemstraat
"MULTILINESTRING ((107395.078931345 192355.258755616,107388.719968313 192349.92407207,107389.13098088 192345.000509577,107392.413866117 192339.461898981,107393.645789825 192334.128250573,107392.552339419 192327.086389832,107390.17642934 192320.66027416,107370.179541197 192276.796451835,107357.409420131 192250.278778967,107342.935813946 192218.69550315,107324.417325793 192180.486819463,107311.67353646 192152.970683025,107296.365182997 192120.076917721,107287.408702531 192100.721895173))","90506004","90506004","69590","9050","9050",Ankerslaan
"MULTILINESTRING ((108003.629394417 192693.585010495,108033.315290234 192708.716222774,108069.687591404 192727.258481979,108110.472672431 192748.883124175,108123.801186572 192756.485825158,108134.970528624 192762.856679282))","90506005","90506005","69596","9050","9050",Antoon van Dyckstraat
"MULTILINESTRING ((107573.432776531 192979.268561796,107564.785951528 192970.021354259,107562.143395795 192967.175342223,107557.976407026 192964.735258527,107545.316712258 192960.399705781,107530.765504308 192955.105943538,107528.156287901 192955.303446157),(107573.432776531 192979.268561796,107573.530305738 192897.909027295,107569.616469226 192883.356426015,107555.618334475 192865.805552944),(107601.914156502 192979.679911762,107593.294256485 192986.079891832,107587.209028145 192984.862146663,107580.965097592 192983.326451479,107573.432776531 192979.268561796),(107573.269425956 193059.063130681,107573.432776531 192979.268561796))",,,"185785","9050","9050",Arbedpark
"MULTILINESTRING ((106711.407734397 192249.834921997,106709.264971365 192254.033382761,106742.30372757 192304.848378222,106745.176898148 192309.309307983,106748.63617368 192312.344246536,106836.213981841 192449.852924326,106840.323865906 192456.057545241,106841.750468093 192457.818904086))","90507007","90507007","69624","9050","9050",August Van Bockxstaelestraat
"MULTILINESTRING ((107116.90105576 192770.328238199,107115.689964518 192778.919931759,107114.578981439 192780.894403165,107108.575134206 192817.145342713,107105.127143807 192838.269514183,107098.304717779 192876.83686787,107095.904691446 192891.155730484,107093.820046887 192905.580408764,107093.08078465 192910.782827225,107091.91826295 192917.956643943,107083.933000207 192967.227599618,107080.94860527 192985.990797386,107079.286558986 192997.865236497))","90506165","90506165","69628","9050","9050",Auguste Van Ooststraat
"MULTILINESTRING ((106421.107077156 191988.991332998,106430.999416182 191987.610047182,106436.211648289 191986.334373068,106440.998528788 191984.633158932,106446.104654016 191982.293865899,106450.785278858 191979.103577731,106456.210887229 191974.742945666,106459.614979052 191970.595208706,106462.168559428 191966.76615476,106464.296608941 191962.618198844,106465.679997495 191958.682587852,106466.850410456 191954.747244377,106468.289045763 191950.303761294,106472.00098535 191936.254993597,106481.01710659 191902.131373872,106490.619105986 191865.816708735,106493.747888602 191853.984196617,106507.13860582 191803.880990986,106515.400416558 191788.796666728,106526.112707722 191777.778911876,106529.245030433 191773.791455381,106541.498273757 191758.193284344,106548.825306114 191749.96610024,106559.97653087 191739.169292717,106576.18068865 191725.482612704,106589.250818627 191715.42733507,106600.293541285 191708.958107676,106605.609369255 191703.654045812,106621.955672846 191694.641395999,106637.586962176 191688.707910351))","90507009","90507009","69683","9050","9050",Bellevue
"MULTILINESTRING ((106204.48993856 191774.797215892,106228.017052299 191782.775656706,106244.867433107 191787.852606098,106249.865902271 191787.546956412,106285.11988542 191798.277006933,106287.629769603 191801.243799149,106306.28372025 191806.356900251,106321.585735936 191810.166873706,106324.90075966 191810.167383569,106359.759162782 191818.791776088))","90507010","90507010","69684","9050","9050",Bellevuestraat
"MULTILINESTRING ((108434.658140073 192884.600162367,108440.444728166 192895.191859381,108443.319945605 192900.173243363,108456.697698709 192923.354024297,108459.650196443 192927.174576154,108463.586764277 192930.349349901,108476.828154862 192938.646408046))","90506012","90506012","69692","9050","9050",Berkenhof
"MULTILINESTRING ((107688.413299217 192067.554520256,107696.12838659 192073.478498952,107700.861230919 192076.425250295,107703.835766104 192078.275902313,107709.547674106 192081.031215698,107711.167196288 192081.812723554,107727.791377305 192088.121969644,107753.479047995 192096.779693464,107756.867204913 192097.921799442,107767.833223813 192103.09173176),(107767.833223813 192103.09173176,107767.043650021 192107.167856663,107768.120223656 192110.550291602,107769.015102933 192113.873804968,107770.855364173 192117.950300028,107773.401607871 192121.571062355,107778.480747493 192124.131274614),(107767.833223813 192103.09173176,107770.858182371 192098.095709359,107775.931853324 192095.16958531,107781.9043561 192092.989226991,107787.187347789 192093.104812791,107791.436374502 192095.286297884,107795.455158882 192099.304646136,107797.29218796 192104.011307468,107797.291342587 192110.095198493,107795.4528697 192115.834689321,107792.351405363 192119.507656593,107786.608740444 192122.95063952,107782.293646453 192124.131818846,107778.480747493 192124.131274614),(107778.480747493 192124.131274614,107773.802392889 192144.487593574,107770.772800442 192154.058171037,107768.494109306 192160.689833003,107766.354333955 192165.490542188,107763.404997827 192170.692513808,107762.89032083 192171.60002982,107757.862614332 192178.229249517,107754.091772672 192183.351903279,107748.291742449 192190.122861774,107742.898168797 192195.281286425,107734.226969079 192201.987289162),(107734.226969079 192201.987289162,107723.811175745 192208.160413346,107721.203378578 192209.356813836),(107734.226969079 192201.987289162,107736.68835903 192206.016313174,107741.009362785 192211.232850037,107727.893598088 192223.450576403),(107721.203378578 192209.356813836,107713.313512186 192212.976096057,107702.382029382 192216.429530189,107695.184345957 192218.15572954),(107721.203378578 192209.356813836,107727.893598088 192223.450576403),(107695.184345957 192218.15572954,107687.766668445 192218.992388105,107677.530685728 192219.385906754,107666.232872607 192218.854251289,107657.209955729 192217.653048446,107646.083384807 192215.398580048,107635.438617865 192212.468071648,107622.914070766 192209.029396325,107610.009748328 192204.435360528,107598.058789697 192198.284563133,107589.906559218 192192.957712462,107582.760296752 192186.947705431,107574.488439797 192180.451418869),(107727.893598088 192223.450576403,107721.858360543 192223.74761068,107696.077812643 192223.297160903,107695.184345957 192218.15572954))","90506013","90506013","69698","9050","9050",Bernheimlaan
"MULTILINESTRING ((106703.802020199 191665.832275093,106708.988188946 191675.032161316,106708.918212766 191680.842124663,106706.594990067 191685.708783901,106701.43642208 191694.613365401,106696.44337402 191703.475460292,106694.352661455 191707.837018065,106692.976172477 191711.805438949,106689.587360953 191727.097897116),(106666.49060448 191717.358019694,106664.587610459 191712.367618216,106646.744400717 191697.207607209),(106666.49060448 191717.358019694,106671.993467017 191720.745374463,106675.856059138 191723.921118305,106681.888207342 191725.879778586,106689.587360953 191727.097897116),(106689.587360953 191727.097897116,106681.313782367 191765.646595716,106677.718220042 191784.448958864,106674.224597625 191803.443285055,106671.414534362 191818.702650758,106666.569373892 191841.720850483),(106647.367225322 191808.206977525,106644.157932774 191802.605607104,106631.043978456 191800.469433165,106619.799461224 191798.350982176,106616.359875341 191797.027654348,106605.909278171 191793.322168268,106587.774153599 191785.903238396),(106647.367225322 191808.206977525,106649.504287615 191798.084368045,106652.34985769 191779.42420473,106656.322551051 191752.331265534,106657.543087242 191750.218015517,106658.919838344 191744.185847719,106661.038030984 191732.279805749,106662.679847958 191722.754826149,106666.49060448 191717.358019694),(106666.569373892 191841.720850483,106647.367225322 191808.206977525),(106666.569373892 191841.720850483,106664.186783125 191852.197846929,106658.145445862 191876.079163847,106653.811897849 191891.05882722,106643.774788271 191922.47862909,106639.500937056 191936.019416734,106638.966166838 191938.877256756,106635.697665077 191939.603649333,106632.985412225 191941.918272993,106631.000427097 191944.564007718,106619.236351988 191969.857157919,106619.876853214 191973.876993635,106612.034066946 191990.921883194,106607.552618227 191995.71199799,106600.008699657 192010.697413372,106586.085578032 192039.414405611,106577.12958749 192047.961141872))","90507011","90507011","69728","9050","9050",Binnenweg
"MULTILINESTRING ((110275.066627285 192250.815891928,110275.540160775 192246.263478687,110276.003840854 192241.633340483,110275.344486803 192226.485880658,110272.681108547 192210.173878098,110266.849230924 192195.210842089,110250.381521072 192175.960016171,110242.037440689 192151.154140412,110235.998804705 192101.623227506,110232.428311916 192091.502305999,110211.067042979 192063.916507108,110207.892387905 192061.270123864,110196.054919474 192042.946066855,110178.79365845 192022.636836939,110173.040218025 192013.904711417,110168.528849572 192008.7147869,110161.351308393 192003.293985018,110153.100263527 191999.038709715,110144.520754285 191995.495453725,110135.672141611 191992.689217787,110126.617402969 191990.639946955,110117.422621414 191989.361654563,110108.152715425 191988.864340114,110098.874621831 191989.150005787,110089.652497969 191990.219731556,110080.55425168 191992.06243914,110071.644892705 191994.667134488,110062.985400357 191998.014935445,110054.640614168 192002.080959524,110043.849864044 192009.053185565,110033.683737974 192016.909738827,110024.215514273 192025.592423021,110015.510652042 192035.042473094,109997.622689852 192049.750871068))",,,"213256","9050","9050",Blauwborstpad
"MULTILINESTRING ((107460.568849186 192935.565279262,107508.915887897 192942.554512078,107513.497347642 192943.443190915,107517.166067 192945.22857708,107519.852146467 192946.986786867,107523.399921824 192951.209982598,107526.840667582 192954.46046546,107528.156285341 192955.303132018))","90506207","90506207","142214","9050","9050",Blauwfabriekpad
"MULTILINESTRING ((108887.899241878 193094.415393822,108884.955609653 193092.217876757,108880.305145191 193088.746055095,108874.463798217 193083.481594017,108866.807912325 193076.580143242,108833.85941494 193044.890685657,108817.114824637 193028.696211533,108803.492311871 193015.256465135))","90506016","90506016","69769","9050","9050",Bosakker
"MULTILINESTRING ((109586.735392133 192298.821340948,109585.980573107 192296.407929175,109587.425192802 192282.531460756,109590.539800914 192258.830672695,109597.357760128 192202.285860113,109599.596012579 192178.665596402,109600.299607947 192161.375119583,109600.168912404 192149.931909881,109598.979449424 192141.72963517,109601.210658752 192138.948451157,109558.034386912 192111.915115261,109525.253672183 192091.600298825,109511.820613842 192085.816914873))",,,"213257","9050","9050",Bosrietzangerpad
