WKT,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((108009.752291253 194325.122004145,108006.525789046 194295.58218907),(108009.752291253 194325.122004145,108011.814169461 194329.789987693,108012.405514208 194334.065974753,108012.86561954 194336.960447847,108013.654588835 194340.24976577,108015.298719296 194343.341673186,108017.271601541 194347.025854874,108019.17876772 194350.973069118),(107996.352688278 194348.00963559,107998.988040712 194344.73971165,108003.326964287 194339.064235889,108005.695614868 194334.78864771,108007.27495268 194331.105046418,108009.752291253 194325.122004145),(107996.352688278 194348.00963559,108000.1022499 194348.207560889,108004.246638235 194347.747645917,108012.929604729 194349.788087977),(108012.929604729 194349.788087977,108019.17876772 194350.973069118),(108012.929604729 194349.788087977,108012.794549381 194355.726663032,108016.67780863 194373.811194602,108020.710657673 194391.297846248,108023.470714742 194402.744515284),(108019.17876772 194350.973069118,108029.235582884 194354.173785903,108033.539894185 194356.413787284,108038.135192849 194359.124634953,108042.624988018 194362.007191808,108047.005614041 194365.059916425,108051.267758284 194368.276099157,108057.272022041 194373.640857281,108062.809684138 194379.527845928,108067.356510525 194384.797861116,108076.716490795 194396.238769133,108088.986431865 194411.139835108,108101.95836991 194426.833487386,108104.343923855 194432.944169434),(107959.183098376 194389.327537189,107960.372182089 194383.102790304,107961.589346009 194377.391761976,107962.232218611 194375.082271098,107962.435554701 194374.351976797,107963.837795526 194371.244827023,107965.692225335 194368.384346612,107967.974539105 194365.818095064,107970.619894127 194363.627753501,107971.606648051 194362.855712101,107973.946930492 194361.135364692,107977.092120237 194359.023281665,107983.607942931 194354.653328713,107993.754098046 194349.417040352,107996.352688278 194348.00963559),(107959.183098376 194389.327537189,107959.591922777 194390.273182742,107960.725017197 194392.894537712,107961.382468551 194396.249573084,107962.500283405 194398.749376559,107965.32835809 194403.223028646),(107952.068173352 194402.601728886,107953.624942524 194399.196044056,107956.296155193 194394.67871603,107957.385816667 194392.228565675,107959.183098376 194389.327537189),(107952.068173352 194402.601728886,107954.671699887 194402.958364675,107957.500357708 194402.366819652,107959.671229587 194402.235486396,107961.973545127 194402.564844421,107965.32835809 194403.223028646),(107952.068173352 194402.601728886,107948.08315878 194405.494588836,107945.886372248 194407.495248082,107944.052179626 194409.23908474,107942.266945887 194411.008908486,107940.831246445 194412.456813312,107939.629447834 194413.941963794,107938.619538413 194415.346984407,107936.977535433 194421.284397616),(108023.470714742 194402.744515284,108025.405510122 194405.542838723,108026.508306209 194408.34026186,108027.374448287 194410.17990884,108028.646246997 194412.518992986,108031.81087446 194417.787890213),(108019.104385376 194413.301320523,108020.522976186 194411.423547252,108021.876069849 194409.194288393,108022.532803307 194407.594135864,108022.943418325 194406.034847648,108023.470714742 194402.744515284),(108019.104385376 194413.301320523,108021.711455766 194413.051486093,108023.763168537 194412.928677382,108025.650591588 194413.380375361,108028.234825402 194414.455298041,108031.81087446 194417.787890213),(108019.104385376 194413.301320523,108002.357039406 194423.165467464),(107906.268349747 194414.593741473,107915.967256896 194423.99518211,107920.666693348 194429.095953799,107921.126546907 194429.621640099),(108031.81087446 194417.787890213,108037.46703247 194422.491491999,108039.272333233 194423.640655529,108042.267545723 194424.954172044,108045.385981907 194426.021470588,108048.791709707 194426.842612692,108052.03464635 194427.243394461,108056.731563826 194427.869662674,108061.204347425 194427.91130403,108065.06145689 194427.706708862,108070.620840229 194428.371903902),(108031.81087446 194417.787890213,108035.547446979 194424.302247806,108036.721811864 194425.797321562,108040.778545788 194432.738807333,108042.59334916 194436.156116409,108043.554152181 194438.505485247,108044.621465101 194442.029437649,108045.902015802 194447.155190336,108046.542265061 194451.213103081,108048.685991945 194456.529385726),(107987.995787493 194419.268825178,107978.065812203 194411.923394755,107970.327456911 194406.249696224,107967.448858804 194404.506879481,107965.32835809 194403.223028646),(108002.357039406 194423.165467464,107999.768796333 194422.85140005,107995.481024401 194422.275590959,107991.454853501 194420.915511105,107987.995787493 194419.268825178),(108070.620840229 194428.371903902,108066.585884292 194430.198347287,108062.855407375 194432.481641105,108058.972529127 194435.830550853,108055.926982323 194438.951050607,108053.490478741 194442.604777103,108051.358408515 194446.639155068,108049.89638571 194450.671780254,108048.825960589 194455.288435918,108048.685991945 194456.529385726),(107921.126546907 194429.621640099,107926.447410409 194428.543812721,107933.157773956 194424.532020134,107936.977535433 194421.284397616),(107921.126546907 194429.621640099,107934.601751404 194446.503541785,107937.901267914 194448.936208307),(108104.343923855 194432.944169434,108100.766291851 194430.355397882,108096.275155101 194428.375545695,108092.088344308 194426.928553247,108088.434476923 194426.318927294,108083.790818115 194425.861612315,108079.679870628 194426.165472174,108075.112248797 194427.002282975,108070.620840229 194428.371903902),(107995.322533396 194433.727047169,107989.781263901 194423.059039672,107987.995787493 194419.268825178),(107995.322533396 194433.727047169,107996.81161402 194430.375836098,107998.187751679 194428.100664319,107999.723814814 194426.171064056,108000.520634187 194425.261559755,108002.357039406 194423.165467464),(107995.322533396 194433.727047169,107995.727787957 194438.341131724,107996.365132526 194445.682805497,107997.215150365 194454.194990762,107997.639891877 194460.047277998,107998.384103538 194464.090455602,107999.553913757 194469.091503549,108001.468309046 194473.986295324,108005.19120796 194482.711714164,108008.063323817 194488.24500451,108010.616318287 194491.543818851),(107937.901267914 194448.936208307,107937.759602714 194444.727861685,107936.907354743 194424.598299827,107936.977535433 194421.284397616),(108048.685991945 194456.529385726,108048.025531073 194462.384316662,108047.305040329 194467.885893882,108046.891326399 194470.320057944,108046.018480471 194473.442587721,108044.686169775 194476.335838596,108043.124359847 194478.49400515,108041.654670912 194480.055013274,108040.138828994 194481.570476157,108038.715003489 194482.718366156,108033.433461178 194485.702837435,108027.876096607 194488.870625647,108027.095416739 194489.421821558,108025.625500249 194490.52353985,108024.293664333 194491.855237318,108023.8664939 194492.40609852),(108010.616318287 194491.543818851,108014.478183174 194491.763518238,108020.311668996 194492.515700169,108023.8664939 194492.40609852),(108010.616318287 194491.543818851,108012.17961324 194495.122023736,108014.498861143 194498.551360955,108016.849178445 194501.772471211,108021.120688524 194505.318301634),(108023.8664939 194492.40609852,108022.035001711 194495.21172089,108021.239138633 194497.06780211,108020.796997418 194498.879639279,108020.760595319 194499.731934844,108020.708300597 194500.956842249,108020.707984229 194503.12233912,108021.120688524 194505.318301634),(108021.120688524 194505.318301634,108021.423203908 194506.649833365,108022.267773662 194508.283841809,108023.619946407 194510.368843996,108037.251804044 194525.584240382),(108037.251804044 194525.584240382,108043.436511314 194532.487543046,108053.01637477 194544.097414404),(107995.406001211 194538.494855423,107990.132440773 194528.771813419,107987.266247395 194523.816598146,107983.553877936 194518.904822186,107980.349507467 194514.829390314,107976.450717763 194510.723941744,107974.530872919 194508.973676762,107970.013283085 194504.484843019,107965.827604885 194499.685043314,107961.864833021 194494.412091281,107959.717788938 194491.137414012,107958.302507189 194488.860782488,107957.059561538 194486.649279647,107949.040066245 194472.364560044,107941.778044793 194459.122944905,107937.901267914 194448.936208307),(107995.406001211 194538.494855423,108000.342424333 194539.702032299,108005.10485253 194540.231983934,108015.159067226 194539.862910574,108018.519411104 194539.757573569,108024.842056411 194540.06982707),(107995.406001211 194538.494855423,107995.344076763 194543.470207438,107999.740176639 194551.341540511),(108024.842056411 194540.06982707,108030.37458987 194537.133794572,108032.830201641 194534.194655662,108035.361255332 194530.714464718,108037.251804044 194525.584240382),(108024.842056411 194540.06982707,108031.39873872 194539.592653867,108041.301726702 194540.755036617,108044.784711405 194541.575095174,108053.01637477 194544.097414404),(108024.842056411 194540.06982707,108019.570228332 194543.915745241,108003.326404469 194553.179876283,107999.740176639 194551.341540511),(108053.01637477 194544.097414404,108087.005098225 194585.288614205,108101.822801982 194603.951604476),(107999.740176639 194551.341540511,107996.406850609 194557.134186523,107994.927622908 194560.859224947,107993.761695088 194565.026198536,107993.346528122 194571.205916002),(108225.189795679 194577.543280109,108192.366190478 194537.929511038,108111.727098801 194440.024724779,108108.301962275 194436.065940944,108104.343923855 194432.944169434),(108225.189795679 194577.543280109,108226.11713495 194580.492682169,108268.136412062 194630.758828723,108269.361075139 194632.650650729,108270.628419138 194635.255924145,108271.543340812 194637.720807685,108272.106120674 194640.748790839,108272.246685507 194643.776321606,108271.612223363 194647.085925525,108270.555831806 194649.691207335,108268.302124541 194652.859446577,108266.048581877 194655.182867886,108258.724660886 194661.096631639,108252.879493632 194665.461493466,108250.120057685 194666.778961114,108158.202506983 194681.894150249),(108048.773242362 194596.549161083,108047.354786835 194595.332850303,108046.122907262 194594.503720384,108036.984093934 194589.079209018,108033.902684244 194587.12348423,108023.986929283 194579.541290177,108019.753930257 194575.342638509,108015.919757033 194571.212003172,108008.640940576 194562.538618314,108001.84888005 194554.139629704,107999.740176639 194551.341540511),(108048.773242362 194596.549161083,108052.836198786 194595.941345071,108068.243160324 194599.724401071,108075.100563685 194601.408185126,108081.656822255 194603.048421419,108088.247458517 194604.210387862,108093.50626877 194604.620908844,108101.822801982 194603.951604476),(108048.773242362 194596.549161083,108050.309527224 194597.866593444,108052.763765772 194600.760134509,108053.478292063 194601.944549868,108054.341083519 194604.202363472,108056.150841398 194609.278097756,108056.823064664 194611.185003464,108057.182505734 194612.204440901,108057.652803527 194613.601114911,108058.816381199 194617.533585942,108059.369375506 194619.48654759,108059.918009535 194621.23427394,108060.530385378 194622.99072013,108061.437774026 194624.647747037,108065.128097045 194629.765300574,108070.539101066 194637.141664864,108073.290524463 194640.405150583,108081.159103095 194649.492451894,108090.766560266 194660.592127882,108093.061614414 194663.166405464,108095.64908193 194665.976324072,108098.31249437 194668.597699884,108100.392181733 194670.431277312,108102.094238454 194674.112285),(108101.822801982 194603.951604476,108139.534508859 194648.851410077),(108101.822801982 194603.951604476,108098.453445323 194609.10304032,108095.232649306 194616.304658948,108094.555227915 194619.208255082,108094.092258402 194623.303113592,108093.827408664 194627.662572774,108094.054382682 194633.050386637,108097.012218663 194645.247895195,108100.697634247 194659.489633728,108101.587127731 194663.685767238,108102.094744942 194670.297932412,108102.094238454 194674.112285),(108139.534508859 194648.851410077,108225.189795679 194577.543280109),(108139.534508859 194648.851410077,108155.473114727 194667.827853295,108158.202506983 194681.894150249),(108102.094238454 194674.112285,108115.849932872 194690.132523889),(108158.202506983 194681.894150249,108121.158462075 194687.987379702,108115.849932872 194690.132523889),(108115.849932872 194690.132523889,108119.002744145 194693.696277152,108120.401182635 194694.840888832,108121.672803708 194695.604188474,108123.198701152 194696.113007024,108124.724266958 194696.494384882,108126.250233674 194696.494622108,108129.174895197 194695.986533936,108200.128183896 194684.298388705,108244.887065285 194676.92981628,108284.305367355 194671.340853492,108286.891951911 194670.285393311,108289.480138825 194668.745456972,108291.636892513 194667.020665855,108293.238984214 194664.98770162,108294.409860487 194662.954545123,108295.334573428 194660.797923562,108295.889343604 194658.333596026,108296.074667586 194655.930575946,108295.89000402 194653.466196659,108295.459226106 194651.309615656,108294.78148354 194649.275922691,108293.796186607 194647.427598036,108292.563956034 194645.887079359,108276.485100721 194628.940719451,108258.659825384 194610.25362195,108253.847015686 194605.632015441,108243.643372118 194595.81059939,108237.482831646 194589.263100389,108225.189795679 194577.543280109),(108115.849932872 194690.132523889,108108.587453792 194695.640146369,108102.324822881 194702.55643775))",,,,"9040","9040",
"MULTILINESTRING ((107338.721329774 194749.113324399,107331.420557908 194754.312264137,107323.919535398 194761.511039708,107318.118864846 194767.210359715,107295.638861332 194788.556774012))",,,,"9040","9040",
"MULTILINESTRING ((108715.259147018 195710.133198707,108715.300136157 195689.734704369,108724.71166476 195667.642984207,108732.216949029 195650.025999533,108737.358201688 195639.92358892,108739.207145284 195635.429506479,108740.677971965 195630.179542519,108741.434439131 195626.273118476,108742.150677668 195611.950634113,108741.491038934 195585.988930995))",,,,"9040","9040",
"MULTILINESTRING ((109445.665127237 195959.90591456,109477.162197587 195901.531542193,109481.960737811 195870.340398126,109479.965787305 195866.453908581,109484.736742578 195833.813916313,109484.889446868 195833.062930135,109485.161927615 195832.346681282,109485.547342242 195831.68399936,109486.035001212 195831.092927552,109486.612558965 195830.589072821,109487.264440856 195830.185743758,109487.972975967 195829.893878939,109488.719583601 195829.720781764,109489.484278874 195829.671317453,109523.59321665 195834.584731052,109525.633585075 195834.796834065,109527.680862973 195834.666388339,109529.67771715 195834.196853464,109531.568462526 195833.401221266,109533.300510175 195832.302004548,109560.87273362 195811.456614773,109581.703549154 195796.148583948,109583.559528245 195794.675208611,109585.149993181 195792.918666046,109586.431672886 195790.925824455,109587.370666448 195788.750198769,109587.941676879 195786.450575083,109596.974007846 195721.365353626,109606.367323376 195651.952620199,109605.177311291 195646.396249156,109598.300589945 195629.064959779,109591.423949594 195611.733683555,109590.101878134 195605.780396738,109589.8383411 195598.901197238,109590.103951374 195591.360681811,109591.427478993 195586.995103025,109600.29273513 195575.75156118,109603.070957252 195574.164534855,109607.304582905 195572.841982814,109691.974276689 195551.951987502,109717.90427102 195546.531661619,109797.942650831 195532.784764984,109831.545468507 195528.423773787,109836.070113461 195528.451004556,109841.784693373 195529.086713952,109844.430793025 195529.19273864,109847.923194305 195528.981755853,109872.339909327 195525.951104494,109874.595777089 195524.705347468))",,,,"9040","9040",
"MULTILINESTRING ((109381.313398873 196174.091251668,109412.187245783 196134.134635641))",,,,"9040","9040",
"MULTILINESTRING ((108074.72458754 194749.325534915,108083.563959473 194725.690137627,108095.46581073 194710.131260019,108102.324822881 194702.55643775))",,,,"9040","9040",
"MULTILINESTRING ((107760.751133225 195244.072871918,107770.178872156 195249.058942471,107794.010604233 195259.207358106,107815.374803356 195273.31128015,107804.629362374 195292.074606763))",,,,"9040","9040",
"MULTILINESTRING ((109630.832313613 195343.88333354,109663.116402189 195355.111502418,109665.634433353 195357.842777396))",,,,"9040","9040",
"MULTILINESTRING ((110504.583858824 195709.430464012,110513.134466206 195713.003384666))",,,,"9040","9040",
"MULTILINESTRING ((107895.558645865 193914.541438616,107900.812831496 193912.980998763,107912.741113586 193909.434679533,107920.456129757 193908.678907254,107926.372676901 193909.720513329,107939.348424129 193914.480541633,107946.504788431 193917.556594445,107950.918668221 193921.13359836,107954.330256592 193925.480449464,107959.00559573 193935.781830681,107962.505351134 193941.893651223,107968.499395903 193950.043463202,107978.809543408 193960.878259106,107982.838707952 193966.706183544,107983.968581149 193968.340254534),(107857.179935456 193926.432017614,107864.52002808 193916.772447154,107869.114937426 193913.314282864,107876.156014741 193908.425523757,107884.151642516 193907.412943114,107890.296749875 193910.812706041,107895.558645865 193914.541438616),(107857.179935456 193926.432017614,107862.788067724 193928.281273397,107866.964702478 193928.341800542,107874.005752613 193926.374767452,107882.538353526 193922.201497217,107895.558645865 193914.541438616),(107805.789216051 193933.970831707,107791.564269237 193911.406445362,107784.799951031 193900.295737053,107782.049915052 193890.648447765,107793.635917564 193896.360885993,107809.98682299 193918.212710057,107816.980405744 193925.354887391,107823.824533099 193928.212479623,107830.819407231 193928.138288981,107838.040156798 193925.884171388,107845.035238643 193924.456909035,107852.331175228 193924.683546457,107857.179935456 193926.432017614),(107805.789216051 193933.970831707,107805.389906085 193936.02866572,107805.01864902 193937.941533922,107805.970791609 193943.079243504,107809.831412343 193947.14750989,107816.661968205 193955.241873916,107822.784215684 193962.169305578,107827.306460715 193967.440493864,107838.334915219 193979.449739553,107842.254829145 193983.955500313),(107842.254829145 193983.955500313,107843.878692212 193984.087290246,107849.394619148 193984.534869069,107856.204906721 193984.123041349,107858.571115518 193983.97990187),(107842.254829145 193983.955500313,107851.232621338 193993.192949362,107862.169752677 194002.552381037,107867.828252674 194007.541425496,107871.948964255 194010.860284266,107886.257115331 194020.530390618,107898.466997345 194028.889156337,107901.077952453 194030.282187149),(107858.571115518 193983.97990187,107841.94183089 193973.052140452,107830.721211683 193964.656764258,107820.727293124 193954.984452391,107812.40047454 193944.002979768,107805.789216051 193933.970831707),(107858.571115518 193983.97990187,107861.587387858 193984.059543047,107863.351650956 193984.10596263,107865.889160467 193982.11334799,107870.848894881 193979.605630951,107880.400999237 193978.794187886,107885.472898183 193980.476912517,107888.664109925 193983.334552201,107892.413753698 193987.243804839,107896.538766633 193988.288275981,107902.128796264 193990.035238404,107909.908582432 193992.244965617,107916.6595078 193992.064433332,107921.594744442 193989.251224272,107933.596098917 193981.028112761,107943.348099988 193976.755184975,107947.600389971 193977.539916915,107949.991851284 193977.981027489),(107811.986890385 193989.630999188,107816.461800423 193987.763709848,107821.141218376 193986.672979043,107827.037047334 193985.707345731,107834.190251377 193985.001921989,107842.254829145 193983.955500313),(107908.115104837 194013.568508662,107895.198868832 194007.221101179,107881.142900214 193998.704786899,107862.300923451 193986.406811499,107858.571115518 193983.97990187),(107908.115104837 194013.568508662,107907.22983309 194014.879348387,107906.268620642 194016.30192867,107903.3103546 194018.075214798,107902.244316987 194024.618787587,107901.077952453 194030.282187149),(107924.001495334 194021.888858735,107916.523259819 194018.15602236,107908.115104837 194013.568508662),(107924.760229428 194044.225482245,107923.137547686 194044.401221132,107922.670533977 194044.45166611,107920.365984099 194043.413029202,107912.843776819 194038.927054536,107901.077952453 194030.282187149))",,,,"9040","9040",
"MULTILINESTRING ((110882.096174863 196179.157959484,110876.032667508 196154.646860395,110879.102104506 196134.598927967),(110799.726595957 196197.049640692,110807.713748568 196198.819075801,110882.096174863 196179.157959484),(110888.846327518 196206.445188811,110882.096174863 196179.157959484),(110888.846327518 196206.445188811,110932.718378813 196196.817583952,110978.842073413 196232.522029454,111023.998139389 196262.460419588,111073.152139405 196294.77029273),(110888.946646471 196217.024203943,110890.134189917 196213.887852493,110890.02253312 196211.20004552,110888.846327518 196206.445188811))",,,,"9041","9041",
"MULTILINESTRING ((109187.873287885 196495.674848137,109200.073243936 196495.476686705,109209.473338328 196495.277997854,109214.5734386 196495.278753346,109219.473371069 196495.179236512,109224.87326934 196495.179978428,109225.373598488 196494.079949032,109229.474541716 196486.980531416,109233.77581651 196479.381367968,109239.175550234 196480.582033594,109242.27543293 196481.3823941,109244.575372897 196481.882915817,109247.075286854 196482.483153536,109249.475064606 196483.183571391,109253.374832816 196484.083920818,109262.774916294 196483.285375039))",,,,"9041","9041",
"MULTILINESTRING ((107855.235431627 196765.38586062,107861.736480764 196758.986881766,107866.438404892 196743.887432425,107878.943929347 196704.989310424))",,,,"9041","9041",
"MULTILINESTRING ((108733.340079902 197436.210063257,108720.138425702 197446.908286455,108710.737647655 197454.806880362))",,,,"9041","9041",
"MULTILINESTRING ((110450.045650518 198098.453075267,110452.747359714 198088.253476203,110453.047822693 198083.653794233,110452.048376948 198080.453583059,110448.648750949 198076.953164471,110429.95145679 198058.650223903,110424.252185562 198054.849723774,110419.952380915 198052.448916924,110410.65282244 198049.947581646,110406.352807925 198048.547095342,110402.553342012 198046.146325036,110355.459875413 198000.340084117,110349.160603549 197994.238794949,110305.066672518 197952.132755748,110289.06858495 197936.730574287,110259.272915152 197908.326281827,110227.077163884 197876.921723174,110182.88330298 197834.015586509))",,,,"9041","9041",
"MULTILINESTRING ((108147.217623091 198173.413233859,108155.609464536 198154.902926313))",,,,"9041","9041",
"MULTILINESTRING ((108467.975264043 198599.472245502,108475.374496244 198606.573308843,108491.972239552 198621.575644819,108509.569875214 198637.07822015,108518.868821581 198645.57953929,108530.867254007 198658.181041971,108541.06529056 198669.782682425,108550.86369452 198681.283875436))",,,,"9041","9041",
"MULTILINESTRING ((108966.142811884 198828.942896619,108977.845423388 198808.6443782,108987.047528964 198794.34576192,109033.455389148 198740.352372136))",,,,"9041","9041",
"MULTILINESTRING ((108738.114527199 199734.710426732,108739.160986005 199738.436039441,108750.210679425 199759.611939146,108761.508129235 199778.613596193,108768.60631495 199791.314309203,108771.805407884 199798.215046532,108779.402631286 199819.216176435,108782.701276533 199828.316528677))",,,,"9041","9041",
