"order_id","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court"
624,"Schoolstraat","rue de l’école","van slachthuisboulevard tot kazematstraat.",7,1
625,"Schoolstraat","rue de l’école","Ledeberg, van posthoornstraat tot Gentbrugge.",0,1
626,"Schoolstraatje ","ruelle de l'école "," v. schoolkaai t. schoolstr.",7,1
627,"Schouwburgstraat",,"ziet comediestraat.",,
628,"Schouwvagersstraat","rue des ramoneurs","van houtlei tot holstraat.",2,2
629,"Schreiboomstraat","rue de schreiboom ou d’Hebbrecht","van kortrijkschestraat tot de lei.",5,2
630,"Schuddeveestraat, op de koornmarkt, nu gesloten","rue de l’abri-bétail","van koornmarkt tot graslei.",1,2
631,"Schuddevischstraatje","rue de l’abri-poisson","zonder eind, op de groenselmarkt, tusschen nrs 11 en 12.",1,2
632,"Schuur- of schuurkensstraat","rue de la grange","van stoppelbergstraat tot medenaaisteeg.",1,2
633,"Seminariestraat","rue du séminaire","van regnessestraat tot bij s. baafs.",1,2
634,"Serpentstraat",,"ziet wandelsteeg.",,
635,"S. Agneetestraat","r. s. Agnès","v. lindelei t. wijngaardstr.",2,2
636,"S. Amandplaats","place s. Amand","tusschen s. pietersplein en s. amandstraat.",5,2
637,"S. Amandstraat","rue s. Amand","van s. pietersvrouwstraat tot heuvelstraat.",5,2
638,"S. Annastraat","rue s. Anne","van langeviolettestraat tot het begin van den boulevard Frère-Orban.",4,1
639,"S. Antoniuskaai","quai s. Antoine","van academiebrug tot lievegang.",3,1
640,"S. Baafsklooster",,"ziet bij s. baafs.",,
641,"S. Baafsplein","plaine s. Bavon","van bij s. baafs tot reep.",1,2
642,"S. Baafsstraat","r. s. Bavon","v. nederpolder t. bij s. baafs.",1,2
643,"S. Barbarastraat","r. s. Barbe","v. ketelvest tot savaanstr.",5,2
644,"S. Catherinastr.","r. s. Catherine","v. gelukstr. t. goudstr.",3,1
645,"S. Crispijnstraat","rue S. Crépin","van wilderoosstraat tot vrouwmattenstraat.",2,2
646,"S. Elisabethplein",,"ziet begijnendries.",,
647,"S. Elisabethsteeg","impasse s. Elisabeth","in de bloemstraat, zonder eind.",6,2
648,"S. Gillisstraat","rue s. Gilles","v. slijpstr. tot s. gillisbrug.",3,1
649,"S. Hubert- of Huibrechtstraat","rue s. Hubert","van s. pietersvrouwstraat tot laurierstraat.",5,2
650,"S. Jacobsklooster",,"ziet bij s. jacobs.",,
651,"S. Jacobsnieuwstraat","rue neuve s. Jacques","van vlasmarkt tot beesten- of ossenmarkt.",1,1
652,"S. Jansdreef","avenue s. Jean","van oude schaapmarkt tot steendam.",1,1
653,"S. Janstraat","rue s. Jean","v. catalognestr. t. bij s. baafs.",1,2
654,"S. Jansvest","rempart S. Jean","van kortedagsteeg tot brabantstraat.",1,2
655,"S. Jorisstraat",,"ziet steendam.",,
656,"S. Josephstraat","rue S. Joseph","van prooststraat tot s. Machariusstraat.",7,1
657,"S. Lievensboulevard",,"ziet boulevard van S. Lieven.",,
658,"S. Lievensteeg","passage de la rue S. Liévin","van s. lievenstraat tot boulevard Frére-Orban.",4,1
659,"S. Lievenstraat","rue s. Liévin","van langeviolettestraat tot s. lievenspoort.",4,1
660,"S. Lievensvest","rempart s. Liévin","van muinkkaai tot dierentuindreef.",5,1
661,"S. Machariusplein","plaine s. Macaire","van s, machariusstraat tot spanjaardstraat.",7,1
662,"S. Machariusstraat","rue s. Macaire","van De Pauwbrug tot s. machariusplein.",7,1
663,"S. Margrietestraat","rue s. Marguerite","van geldmunt tot fabriekplaats.",3,1
664,"S. Martensblindeken","impasse s. Martin","op akkergemstraat, zonder eind.",2,2
665,"S. Martenskerkstraat",,"ziet s. martensblindeken.",,
666,"S. Martenstraat","rue s. Martin","van bestormstraat tot korte violettestraat.",2,2
667,"S. Michielsplaats","place s. Michel","van koornlei en onderbergen tot s. michielstraat.",2,2
668,"S. Michielstraat","r. s. Michel","v. s. michielspl. tot poel.",2,2
669,"S. Pharaïldeplaats",,"ziet veerleplaats.",,
670,"S. Pieterstraat","rue s. Pierre","van s. pietersplein, achter de kerk, tot opperschelde, muinkkaai.",5,2
671,"S. Pieters-Aalst","s. Pierre Alost","van buiten de heuvelpoort en linkerkant des kortrijkschesteenweg tot Ledeberg, Zwijnaarde, s. Denijs en s. Pieters-Aigem.",5,2
672,"S. Pieters-Aalststraat","rue s. Pierre-Alost","van den zwijnaardschesteenweg tot den kortrijkschesteenweg, s. pieters-aalst.",5,2
673,"S. Pieters-Aigem","s. Pierre-Aigem","van b. de kortrijkschepoort tot s. Pieters-Aalst, s. Denijs, Afsné en Drongen.",5,2
674,"S. Pietersnieuwstraat","rue neuve s. Pierre","van walpoortbrugstraat tot s. pietersplein.",5,2
675,"S. Pietersplein","plaine s. Pierre","van s. pietersnieuwstraat tot heuvelstraat.",5,2
676,"S. Pietersvrouwstraat","rue des femmes s. Pierre","van nederkouter tot s. amandstraat.",5,2
677,"S. Salvatorstr.","r. s. Sauveur","v. slijpstr. tot voormuide.",2,1
678,"Slachthuisstraat","rue de l’abattoir","van het begin van den boulevard Lousbergs tot boulev. van ’t kasteel.",7,1
679,"Slekkenboek","impasse des limaçons","in de roodetorenstraat, zonder eind.",1,1
680,"Sleutelstraat","rue de la clef","v. brabantdam tot gruisberg.",4,1
681,"Sluizeken","place de l’écluse","van oudburg tot slijpstraat.",3,1
682,"Sluizekenskaai","quai de l’écluse","v. tichelrij t. sluizeken.",3,1
683,"Sluizekensstraat","rue de l’écluse","van het sluizeken tot krommenwal,",3,1
684,"Slijpstraat","rue des remouleurs","ou du remoulage) van sluizeken en korte steenstraat tot s. salvatorstraat.",3,1
685,"Smisstraat","rue de la forge","van kortrijkschesteenweg tot ganzendriesstraat, s. pieters-aigem.",5,2
686,"Spaansch hospitaalsteeg","impasse de l'hôpital espagnol","op de kalvermarktstraat, zonder eind.",1,1
687,"Spaarstraat, ook Laurentstraat","rue de l’épargne, rue Laurent","van boulevard van plaisance tot gazometerslaan.",3,1
688,"Spadestraat","r. de la bêche","v. de Zeilstr. t. de ploegstr.","S 3",2
689,"Spanjaardskasteel","chateau des Espagnols, vieille citadelle","van de kasteelbrug tot aan de dampoort, tusschen de visscherij en den rietgracht, nu verdeeld in verscheidene straten.",7,1
690,"Spanjaardskasteelkaai",,"ziet kasteelkaai.",,
691,"Spanjaardskasteelbrugstraat",,"ziet kasteelbrugstraat.",,
692,"Spanjaardsstraat","rue des Espagnols","van prooststraat tot slachthuisstraat.",7,1
693,"Speldenstraat","rue des épingles","van garenplaats tot speldenbrug, goudstraat.",1,1
694,"Spiegelstraat","rue du miroir","van nederpolder tot s. jacobsnieuwstraat.",1,1
695,"Spinnersstraat","r. des fleurs","v. roigemstr. t. weversstr.",6,2
696,"Spijkerboorstraat","rue de la tarière","van slijpstraat tot de lei, groot meerhem, nu gesloten.",3,1
697,"Stadhuissteeg","ruelle de l’hôtel-de-ville","van goudenleeuwplaats tot hoogpoort.",1,2
698,"Stalhof","rue des écuries","van heuvelstraat tot opperschelde, terplaten.",5,2
699,"Statieplaats","place de ta station, place ou rue du comte de Flandre","van statiestraat tot boulev. Frère-Orban.",4,1
700,"Statiesteeg",,"ziet kleine statiestraat.",,
701,"Statiestraat","rue de la station","van arteveldeplein tot Lieven Bauwensplaats.",4,1
702,"Steendam","rue s. Georges","van bij s. jacobs tot roodetorenkaai, s. jorisbrug.",1,1
703,"Steenhouwers- of steenkappersstraat","rue des tailleurs de pierre","Ledeberg, van nieuwestraat tot langestr.",0,1
704,"Sterrestraat","rue de l'étoile","van koornmarkt tot predikheerenlei aan s. michielsbrug.",1,2
705,"Sterrestraatje","petite rue de l’étoile","van kortrijkschestraat tot de lei.",5,2
706,"Steurstraat","rue de l'esturgeon","v. garenpl. tot druifsteeg.",1,1
707,"Stierstraat","rue du taureau","van boulevard van het kasteel tot kazemattestraat.",7,1
708,"Stofstraat","rue du la poussière","van recollettenlei tot onderbergen.",2,2
709,"Stokersstraat","r. des distillateurs","v. nieuwland tot dok.",3,1
710,"Stoppelbergstraat","rue mont-au-chaume","van einde koornmarkt tot predikheerenlei.",1,2
711,"Stoppelstraat","rue du chaume","van annonciadenstraat tot waarschootstraat.",2,2
712,"Stovesteeg","imp. du pole","op de beestenmarkt, z. eind.",1,1
713,"Straat zonder eind","rue sans fin","rechterkant langemunt, zonder eind.",1,1
714,"Stropstraat","rue du Strop","van en tot ottergemschesteenweg, s. pieters-aalst.",5,2
715,"Struifstraat","rue de l'ommelette","van engelandgat tot bestormstraat.",2,2
716,"Stuksken","rue de la pièce","van zakkebandstraat tot koepoortkaai.",4,1
717,"Tavernierstraat",,"ziet zeugesteeg.",,
718,"Tempelhof","rue des templiers","van s. margrietestraat tot lang schipgracht.",3,1
719,"Terneuzenlaan","avenue de Terneuzen","van de sasschepoortbrug, buiten muide, tot meulestedebrug.","S 3",1
720,"Terplaten","quai Terplaten","van Benardstraat langs opperschelde tot Ledeberg.",5,2
721,"Thaliestraat","rue Thalie","van zwijnaardschesteenweg tot ottergemschesteenweg, s. pieters-aalst.",5,2
722,"Theresianenstraat","rue des Thérésiennes","van holstraat tot coupure, rechter oever.",2,2
723,"Tichelrij","quai des tuileries","van sluizekenskaai tot roodelijvekenskaai, chartreuzenbrug.",3,1
724,"Tinnepotstraat","rue du pot d'étain","van groot gewat tot korte zilverstraat.",2,2
725,"Tjooremaatjesmeersch",,"ziet leopoldstraat, enz.",,
726,"Toevluchtstraat","rue du refuge","van regnessenstraat tot nederpolder.",1,2
727,"Tolhuiskaai",,"ziet nijverheidskaai.",,
728,"Tolkaai","quai du péage","van tolhuisbrug tot de sluis van terneuzenlaan.","S 3",1
729,"Tooveresstraat","rue des sorcières","Ledeberg, ziet kleine binnenweg.",0,1
730,"Torrekensstraat","rue des tourelles","ontworpen straat in den nieuwen rabotwijk, van de rabotdreve tot MariaTheresiaplaats.",6,2
731,"Turfsstraat","rue de la tourbe","ontworpen straat in den nieuwen rabotwijk, van de rabotdreve tot vlotstraat.",6,2
732,"Turnerstraat",,"buiten de keizerpoort, ziet pontstraat.",,
733,"Tusschen ’t pas",,"ziet roodetorenstraat.",,
734,"Twaalfkamersstraat","rue des douze chambres","van annonciadenstraat tot coupure, rechter oever.",2,2
735,"Tweebruggenstraat","rue des deux ponts","van statieplaats tot visscherij.",4,1
736,"Twijndersstraat","rue des retordeurs","van steurstraat tot baudeloolei.",1,1
737,"Uilkensstraat","rue des hiboux","van zwijnaardschesteenweg tot den ijzerenweg, s. pieters-aalst.",5,2
738,"Ukkelram",,"ziet belgradestraat.",,
739,"Universiteitstraat",,"ziet voldersstraat.",,
740,"Ursulinenstraat","rue des ursulines","van zandberg tot spiegelstraat.",1,1
741,"Vaartstraat","rue du canal","van bleekersreke tot dok.","S 3",1
742,"Valkstraat","rue du faucon","van veldstraat tot de rivier, oude ajuinlei.",1,2
743,"Van Akensstraat","rue Van Aken","van begijnenplaats tot Verspeyenstraat.",2,2
744,"Van Caneghemsstraat","rue Van Caneghem","van groenstraat tot huidevetterken.",3,1
745,"Vanderdonckt doorgang","passage Vanderdonckt","van brabantdam tot statiestraat.",4,1
746,"Vanderdoncktgalerij",,"ziet Vanderdonckt doorgang.",,
747,"Van Geertstraat","rue Van Geert","Ledeberg, van brusselschesteenweg tot posthoornstraat.",0,1
748,"Van Lokerenstraat","rue Van Lokeren","Ledeberg, van brusselschesteenweg tot steenkappersstraat.",0,1
749,"Van Wittenberghestraat","rue Van Wittenberghe","van rabotstraat tot boulevard van het begijnhof.",2,2
750,"Veerdamstraat of drongenhof","rue du Bac","van oudburg tot langesteensstraat.",3,1
751,"Veerstraat","rue du ponton","van keizerkarelstraat tot nederschelde, visscherij.",4,1
752,"Veergrepstraat","passage du ruisseau","van kortrijkschestraat tot de lei.",5,2
753,"Veerleplaats","place ste Pharaïlde","van kraanlei tot hoogozonnestraat.",3,1
754,"Veldstraat","rue des champs","van koornmarkt tot recollettenplein.",1,2
755,"Vera-Paz",,"ziet sasscheblindenstraat.",,
756,"Verbindingstraat","rue du raccordement","van plaisanteboulevard naar gazmeterslaan, achter de rabotstraat.",3,1
757,"Verguldenhoofdstraat",,"ziet druifsteeg.",,
758,"Verkensstraat","rue des cochons","van pluimstraat tot korte zilverstraat.",2,2
759,"Verlorenbroodstraat","rue du pain-perdu","van nederkouter tot coupure, linker oever.",5,2
760,"Verplanckestraat",,"ziet Waarschootstraat.",,
761,"Verspeyenstraat","rue Verspeyen","van rabotstraat tot boulevard van het begijnhof.",2,2
762,"Vildersstraat",,"siet- kouterdreef.",,
763,"Vinkstraat","rue du pinson","van den kortrijkschesteenweg tot de ganzendriesstraat.",6,2
764,"Violettenlei","quai des violettes","uan houtlet tot annonciadenstraat.",2,2
765,"Violettenstraat","rue des violettes","van brabantdam tot vijfwindgatbrug.",4,1
766,"Visscherij","quai de la pêcherie","van tusschen de pas¬ en roodetorenbrug tot de Willembrug.",7,1
767,"Visscherij, linker oever","pêcherie, rive gauche","ziet boulevard Lousbergs.",,
768,"Visscherij",,"rechter oever, ziet visscherij.",,
769,"Visscherijvest of rommelwater","rempart de la pêcherie","ziet boulevard van het slachthuis.",,
770,"Vlasmarkt","marché au lin","van bij s. Jacobs tot s. jacobsnieuwstraat.",1,1
771,"Vlasstraat","rue au lin","van leistraat tot kroonstraat.",6,2
772,"Vlotstraat","rue du radeau","ontworpen straat in den nieuwen rabotwijk, v. Maria-Theresiaplaats tot kleistraat.",6,2
773,"Voetweg","rue du sentier","v. muinkbrugstr. tot heuvelstr.",5,2
774,"Vogelmarkt","marché aux oiseaux","v. brabandstr. t. kouter. ",1,"h"
,"Vogelenzangkaai","quai du ramage","van molenaarsstraat tot geuzenberg.",3,1
775,"Voldersstraat","rue des foulons, des jésuites ou de l'université","van kalanderstraat tot veldstraat.",1,2
776,"Volmolenplaats","place du moulin à foulon","van roodetorenstraat tot nederschelde, aan de pasbrug.",1,1
777,"Voormuide","rue voormuide ou de la porte du sas","van s. salvatorstraat tot buitenmuide.","S 3",1
778,"Vooruitgangplaats","place du progrès","Ledeberg, tusschen de kerkstraat en de langestraat.",0,1
779,"Vossenstraat","rue du renard","van brugschesteenweg tot roigemstraat.",6,2
780,"Voskensstraat","rue des renardeaux","van ganzendriesstr. tot maltebrugstraat, s. pieters-aigem.",5,2
781,"Vredestr.","r. de la paix","v. wollestr. t. zondernaamstr.",7,1
782,"Vreesebeluik","cité Devreese, cité ouvrière","ziet Devreesebeluik,",,
783,"Vrouwenstraat",,"ziet s. pietersvrouwstraat.",,
784,"Vrouwenstraat",,"ziet lange wijngaardstraat.",,
785,"Vrouwmattestraat","rue des garde-couches","van onderbergen tot engelandgat.",2,2
786,"Vrijdagmarkt","marché du vendredi","van groot kannonplaats tot oude vlasmarkt.",1,1
787,"Vrijheidstraat",,"ziet oranjeberg.",,
788,"Vijfwindgatstraat","rue des cinq vannes ou cinq vents","van lange violettestraat tot boulev. Frère-Orban.",4,1
789,"Waaistraat","rue aux vents","v. vrijdagmarkt tot garenpl.",1,1
790,"Waarschootstraat","rue Waarschoot","van perstraat tot stoppelstraat.",2,2
791,"Wagemans- of Wagenaarstr.",,"ziet zwartezustersstraat.",,
792,"Walpoortbrugstraat","rue du pont-madou","van kortedagsteeg tot s. pietersnieuwstraat.",5,2
793,"Wandelsteeg","rue de la promenade ou du serpent","van onderstraat tot kammersstraat.",1,1
794,"Wapenplaats","place d'armes","ziet kouter Waterstraatje (ruelle de l'eau) op s. pietersnieuwstraat, eerste straat zonder eind, links.",5,2
795,"Waterpoort",,"ziet scheiergat.",,
796,"Watergraafsstraat","rue watergraaf","van s. michielstraat tot engelandgat.",2,2
797,"Weezenstraat","rue des orphelins","van barrestraat tot oude ossenmarkt.",1,1
798,"Weidestraat","rue du pâturage","van antwerpschesteenweg tot weldadigheidstraat.",7,1
799,"Weldadigheidstraat, dampoort","rue de la bienfaisance","van kogelstraat tot weldadigheidstr., s. Amandsberg.",7,1
800,"Weldadigheidstraat","rue de la bienfaisance","Ledeberg, van hundelgemschesteenweg tot moriaanstraat",0,1
801,"Weldadigheidstr.","rue de la bienfaisance","s. Amandsberg, van de weldadigheidstr., Gent, tot meerschkantstraat.",0,1
802,"Wellinckstraat","rue Wellinck","vau houtlei tot holstraat.",2,2
803,"Werkhuisstraat","rue de l'atelier","van drongenscheweg tot leikaai.",6,2
804,"Werregarenstr.","rue du fil-tors","v. hoogpoort t. onderstr.",1,1
805,"Weststraat","rue de l'ouest","Ledeberg, van vooruitgangplaats tot langestraat.",0,1
806,"Weversstraat","rue des tisserands","van brugschesteenweg tot roigemstraat.",6,2
807,"Wilderoosstraat","rue de l’églantine","van onderbergen tot engelandgat.",2,2
808,"Wilgestraat","rue du saule","ontworpen straat in den nieuwen rabotwijk, van de kerkstraat tot kleistraat.",6,2
809,"Willem-Tellstraat","rue Guillaume-Tell","van bagattestraat tot kalkstraat.",5,2
810,"Windmolenstraat","rue du Moulin-à-vent","van meulesteedschesteenweg tot spadestraat.","S 3",2
811,"Winkelsteeg","rue des boutiques","van kleine beenhouwersstraat tot sleutelstraat.",4,1
812,"Wollestraat","rue aux laines","van dampoortstr. tot dok.",7,1
813,"Wolvensteeg","r. aux loups","v. vrijdagm. tot baudeloolei.",1,1
814,"Wolvenstraat","rue des loups","ziet kleine bellevuestraat.",,
815,"Wondelgemstraat","rue de Wondelgem","in den nieuwen rabotwijk, van de brug op boulevard van ’t begijnhof tot wilgestraat.",6,2
816,"Wijngaardstr.","r. de la vigne","v. pekelharing t. ijperstr.",2,2
817,"IJkstraat","r. des jaugeurs","v. s. jansdreef tot het water.",1,1
818,"IJpersteeg","passage d'Ypres","van perstraat tot coupure, rechter oever.",2,2
819,"IJperstraat","rue d'Ypres","van violettelei tot coupure.",2,2
820,"IJskelderstraat","r. de la glacière","ontworpen straat in den nieuwen rabotwijk, van Desmetstraat tot kerkstraat.",6,2
821,"IJzerstraat","rue du fer","van weversstraat tot roigemstr.",6,2
822,"Z. Zaadsteeg","r. des grainiers","v. hoogpoort tot onderstraat.",1,1
823,"Zaaimansstraat","rue des semeurs","van s. margrietestraat tot kort schipgracht.",3,1
824,"Zagermansstraat","rue des scieurs","van kortedagsteeg tot s. jansvest.",1,2
825,"Zakkebandstr.","r. aux liens","v. koepoortkaai tot stuksken.",4,1
826,"Zandberg","place du sablon","van einde hoogpoort tot koningstraat.",1,1
827,"Zeilstraat","rue de la voille","van meulesteedschesteenweg tusschen nrs 74 en 76 tot spadestraat.","S 3",2
828,"Zeugesteeg","r. aux truies","v. plottersgracht tot geldmunt.",3,1
829,"Zeurzaksteeg","rue des tricheurs","ziet appelbrugstraat.",,
830,"Zilverstraat","rue d'argent","van beestenmarkt tot kalverm.",1,1
831,"Zomerstraat",,"ziet De Somerstraat.",,
832,"Zonder eindestraat",,"ziet straat zonder eind.",,
833,"Zondernaamstraat","rue des sans-nom","van metsersstraat tot kasteelbrugstraat.",7,1
834,"Zonnestraat","rue du soleil","v. kouter tot recollettenplein.",1,2
835,"Zoutstraat","rue du sel","van nederkouter t. de lei, lindelei.",5,2
836,"Zuidkaai, b. de brugschepoort","quai du sud, faubourg de Bruges","van phoenixstraat tot groendreef.",6,2
837,"Zuivelsteeg","rue du laitage","van zuivelbrugstraat tot vrijdagmarkt.",1,1
838,"Zuivelbrugstraat","rue du pont du laitage","van zuivelsteeg tot oudburg.",3,1
839,"Zwaanstraat","rue du cygne","v. oudburg tot k. kalversteeg.",3,1
840,"Zwaardsteeg","impasse du glaive","van brabantdam tot de schelde, zonder eind.",4,1
841,"Zwaluwensstraat","rue des hirondelles","van roigemstraat tot leikaai.",6,2
842,"Zwartezustersstraat","rue des soeurs-noires ou des charretiers","van onderberger tot struifsteeg.",2,2
843,"Zwijnaardschesteenweg","chaussée de Zwijnaarde","van de voorm, heuvelpoort tot zwijnaarde, s. pieters-aalst.",5,2
844,"Academiebrug","pont de l’académie","tusschen de academiestraat en de lievekaai.",,
845,"Aardewegbrug","pont du chemin de terre","op de noordkaai, buiten de brugschepoort.",,
846,"Antwerpschepoortbrug","pont de la porte d'Anvers","tusschen de dampoortstraat en den antwerpschesteenweg.",,
847,"Appelbrug","pont aux pommes","tusschen de appelbrugstraat en de breidelsteeg.",,
848,"Bargiebrug","pont de la barque","tusschen de noordkaai en de phoenixstraat, brugschepoort.",,
849,"Berouwbrug","pont du repentir","in de berouwstraat.",,
850,"Bestormbrug","pont d'assaut","tusschen de bestormstraat en de violettelei.",,
851,"Brugschepoortbrug","pont de la porte de Bruges","tusschen de brugschepoortstraat en de noordkaai.",,
852,"Bijlokebrug","pont de la Biloque","van boulevard der bijloke tot citadelstraat, ziet ook leibrug Chartreuzenbrug (pont des chartreux), tusschen de roodelijvekensstraat en de chartreuzenstraat.",,
853,"Citadelbrug",,"ziet leibrug.",,
854,"Dampoortbrug",,"ziet antwerpschepoortbrug.",,
855,"Depauwbrug","pont De Pauw","tusschen de kasteelkaai en s. machariusstraat.",,
856,"De Smetbrug","pont De Smet","van boulev. van ’t begijnhof tot De Smetstraat, nieuwen rabotwijk.",,
857,"Driegatenbrug","pont des trois vannes","tusschen de coupure en de phoenixstraat.",,
858,"Entrepotbrug","pont de l'entrepôt","tusschen de lindelei en de coupure, linker oever.",,
859,"Grasbrug","pont aux herbes","tusschen de gras- en koornlei.",,
860,"Grendelgatbrug","pont du verrou","op de kleine bleekersreke.",,
861,"Halsbrekerssbrug","pont du casse-cou","tusschen de s. salvatorstraat en het groot meerhem.",,
862,"Hoofdbrug",,"ziet onthoofdbrug.",,
863,"Huidevettersbrugsken","pont des tanneurs","tusschen het huidevetterken en de slijpstraat.",,
864,"Kasteelbrug of Depauwbrug","pont du château ou Depauw","tusschen de kasteelkaai en s. machariusstraat.",,
865,"Kernmelkbrug","pont du lait battu","tusschen bij s. Jacobs en het steendam.",,
866,"Ketelpoortbrug","pont des chaudronniers ou des bastions","tusschen het recollettenplein en den nederkouter.",,
867,"Kleine oudescheldebrug","pont du vieil escaut","tusschen de kleine kuipersstraat en de kuiperskaai.",,
868,"Koepoortbrug","pont de la porte aux vaches","op de koepoortkaai.",,
869,"Kombrug","pont du bassin","tusschen de kalvermarkt en de roodetorenstraat.",,
870,"Kriekerijbrug","pont de la cérisaie","in het kriekerijstraatje.",,
871,"Krommenwalbrug","pont du fossé courbe","van krommenwal tot sluizekensstraat.",,
872,"Leibrug","pont de la Lys","van gasthuizenboulevard tot citadelstraat.",,
873,"Lievebrug","pont de la lieve","tusschen de lievestraat en de lievekaai.",,
874,"Marcellisbrug of ijzerenbrug","pont Marcellis ou en fer","tusschen de lammerstraat en de Lieven Bauwensplaats.",,
875,"Meerschbrug","pont du pré","op den geuzenberg.",,
876,"Meulestedebrug","pont de Meulestede","tusschen Meulestede en Wondelgem.",,
877,"Minnemeerschbrug","pont du pré-d'amour","tusschen de minnemeerschplaats en de huidevetterskaai.",,
878,"Muidebrugsken","pont du sas","tusschen de slijpstraat en de s. salvatorstraat.",,
879,"Muink- of monnikbrug","pont des moines","tusschen de muinkkbrugstraat en de muinkkaai.",,
880,"Nieuwbrug","pont neuf","tusschen de s. jacobsnieuwstraat en de keizerkarelstraat.",,
881,"Nieuwe sluisbrug","pont de la nouv. écluse","op de sasschekaai.",,
882,"Nieuwe vaartbrug","pont du canal de raccordement","aan de palingshuizen, over de verbindingsvaart.",,
883,"Nieuwe wandelingbrug","pont de la nouvelle promenade","tusschen de contributiestraat en de nieuwe wandeling.",,
884,"Oliebrugsken","pont de l'huile","in het oliestraatje.",,
885,"Onthoofdbrug","pont de l'exécution","tusschen de hoogezonnestraat en de burgstraat.",,
886,"Oordeelbrug","pont du jugement","tusschen de recollettenlei en de lindelei.",,
887,"Ottergembrug","pont d'Ottergem","nieuwe brug op de Schelde aan den ijzeren weg, bij s. lievenspoort.",,
888,"Oude brugschepoortbrug","pont de l’ancienne porte de Bruges","tusschen de driegatenbrug aan de phoenixstraat en leikaai.",,
889,"Oude scheldebrug","pont du vieil escaut","van de muinkkaai naar s. lievensvest.",,
890,"Oude scheldebrug of s. lievensvestbrug","pont du rempart s. Liévin","tusschen s. lievenstraat en Ledeberg.",,
891,"Palingshuizenbrug","pont des maisons aux anguilles","van palingshuizen tot de groendreef.",,
892,"Pasbrug","pont de la passe","tusschen de roodetorenstraat en de visscherij.",,
893,"Plattesteegerbrug","pont de l'escalier","tusschen de s. salvatorstraal en het groot meerhem.",,
894,"Poelmanbrug","pont Poelman","in de kleine statiestraat.",,
895,"Predikheerenbrug","pont des dominicains","tusschen de hoornstraat en de predikheerenstraat.",,
896,"Rabotbrug","pont du rabot","tusschen de begijnen- en de plaisante boulevards.",,
897,"Rakenbrug","pont du râteau","tusschen het kortschipgracht en de chartreuzenstraat.",,
898,"Rasphuisbrug","pont de la maison de force","tusschen den rechter en linker oever der coupure, aan de rasphuisstr.",,
899,"Recollettenbrug","pont des récollets","tusschen het recollettenplein en kort onderbergen.",,
900,"Roodetorenbrug","pont de la tour rouge","tusschen de visscherij en de roodetorenkaai.",,
901,"Rozemarijnbrug","pont du romarin","tusschen den rechter en linker oever der coupure, aan de twaalfkamersstraat.",,
902,"Sasschepoortbrug","pont de la porte du sas","tusschen de voormuide en de buitenmuide.",,
903,"S. Gillisbrug","pont s. Gilles","tusschen de s. gillisstraat en de chartreuzenstraat.",,
904,"S. Janbrug","pont S. Jean","tusschen de oude schaapmarkt en de s. jansdreef.",,
905,"S. Jorisbrug","pont s. Georges","tusschen het steendam en de roodetorenkaai.",,
906,"S. Michielsbrug","pont S. Michel","tusschen de sterrestraat en de koornlei, aan s. Michielskerk.",,
907,"Sleutelkensbrug","pont des petites clefs","tusschen de lange steenstraat en de korte steensstraat.",,
908,"Sluizekensbrug","pont des écluses","tusschen de oudburg en het sluizeken.",,
909,"Stukbrug","pont de la pièce","tusschen de apostelstraat en het stuksken.",,
910,"Terplatenbrug","pont de Terplaten","tusschen s. lievensvest en boulev. der citadel.",,
911,"Tichelrijbrug","pont des tuileries","op de tichelrij.",,
912,"Tolhuisbrug","pont du péage","tusschen den boulevard van plaisance en de nijverheidsplaats.",,
913,"Torenbrug","pont de la tour ou de Thourout","tusschen den poel en de hopgstraat.",,
914,"Verbindingsbrug nr 1, 2 en 3","pont de raccordement n° 1","de eerste ten einde der Vanderbruggensteeg",,
,"Verbindingsbrug nr 2","pont de raccordement n° 2","de 2de van de visscherij tot boulevard van het kasteel",,
,"Verbindingsbrug nr 3","pont de raccordement n° 3","en de 3de van den boulevard van het kasteel naar de kasteelbrugkaai.",,
915,"Verlorenbroodbrug","pont du pain perdu","tusschen de verlorenbroodstraat en de coupure, linker oever.",,
916,"Visscherijbrug","pont de la pêcherie","tusschen de visscherij en de roodetorenkaai.",,
917,"Visscherijkombrug","pont du bassin de la pêcherie","tusschen de visscherij en boulevard Lousbergs, aan het keizers-sas.",,
918,"Vleeschhuisbrug","pont de la boucherie","tusschen de groenselmarkt en de kleine vischmarkt.",,
919,"Vijfwindgatbrug","pont des cinq vannes","tusschen de lange violettestraat en de brusselsche¬ en s. lievenstraat.",,
920,"Walpoortbrug","pont madou","tusschen de kortedagsteeg en de walpoortbrugstraat.",,
921,"Watermolenbrug","pont du moulin à eau","tusschen de brabantstraat en den brabantdam.",,
922,"Willemsbrug","pont Guillaume","tusschen de visscherij en de keizerstraat.",,
923,"Wondelgembrug","pont de Wondelgem","brug op den nieuwen vaart ten einde der wondelgemstraat.",,
924,"Wijngaardbrug","pont de la vigne","tusschen het s. baafsplein en den reep.",,
925,"Zaatbrug","pont, du chantier","tusschen het groot meerhem en het klein meerhem.",,
926,"Zottepoortbrug","pont aux folles","tusschen de korte violettestraat en de annonciadestraat.",,
