"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI","map_number"
889,13104,4291,"saliestr.","Saliestraat","Sauge, r. de la","Rue de la sauge","r. du chaume — r. Liévin De Winne. ",2,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=344&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.691/full/full/0/native.jpg"," 67-68"
890,13105,4502,"wilgstr.","Wilgstraat","Saule, r. du","Rue du saule","r. de Wondelgem — r. de l'aune. ",10,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",27
891,13106,4516,"zalmstr.","Zalmstraat","Saumon, r. du","Rue du saumon","r. de l’avenir — b. de l’Escaut. ",7,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 73-82"
892,13107,4297,"savaanstr.","Savaanstraat","Savaen, r.","Rue savaen","r. basse des champs — r. du pont Madou. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 69-70"
893,13108,4306,"schoenlappersstr.","Schoenlappersstraat","Savetiers, r. des","Rue des savetiers","r. l. de la monnaie — la Lys. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",49
894,13109,4315,"Schreiboomstr.","Schreiboomstraat","Schreiboom, r. de","Rue de schreiboom","r. de Courtrai — la Lys. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 77-88"
895,13110,4513,"zagermansstr.","Zagermansstraat","Scieurs, r. des","Rue des scieurs","r. c. du jour — remp. St Jean. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",70
896,13111,3643,"beeldhouwersstr.","Beeldhouwersstraat","Sculpteurs, r. des","Rue des sculpteurs","r. des architectes — r. de l’industrie. (Mont-St Amand). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg","63-64"
897,13112,2938,"roggestr.","Roggestraat","Seigle, r. du","Rue du seigle","av. de Ryhove — r. du Maïs. ",10,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 17 27"
898,13113,4528,"zoutstr.","Zoutstraat","Sel, r. du","Rue du sel","r. basse des champs — la Lys. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",69
899,13114,4512,"zaaimansstr.","Zaaimansstraat","Semeurs, r. des","Rue des semeurs","r. Ste Marguerite — r. c. des bateaux. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",39
900,13115,4319,"seminarriestr.","Seminarriestraat","Séminaire, r. du","Rue du séminaire","place St Bavon — r. du refuge. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",60
901,13116,4466,"voetweg","Voetweg","Sentier, r. du","Rue du sentier","r. du pont des moines — r. de la colline. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",89
902,13117,5217,"oude voetweg","Oude voetweg","Sentiers, vieille r. des","Vieille rue des sentiers","r. des écuries — r. du sentier ",8,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",88
903,13118,3888,"ongerijstr.","Ongerijstraat","Sentiers r. des","Rue des sentiers","r. de l’église — r. d’argile. Gendbrugge. ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",
904,13119,4489,"serpentstr.","Serpentstraat","Serpent, r. du","Rue du serpent","r. basse — r. des peignes. ",1,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",50
905,13120,3914,"huurdochtersstr.","Huurdochtersstraat","Servantes, r. des","Rue des servantes","quai au blé — place St Michel. ",2,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",58
906,13121,13121,"Snellaertstr.","Snellaertstraat","Snellaert, r.","Rue snellaert","boul. du grand marais — r. Van Crombrugghe. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",30
907,13122,4537,"zwartezustersstr.","Zwartezustersstraat","Sœurs-noires, r. Des","Rue Des sœurs-noires","r. de la vallée — vieux quai au bois.",2,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",58
908,13123,4410,"tongstr.","Tongstraat","Sole, r. de la","Rue de la sole","r. des pêcheurs — r. du turbot. ",7,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",82
909,13124,4527,"zonnestr.","Zonnestraat","Soleil, r. du","Rue du soleil","place d'armes — place du commerce. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",69
910,13125,3892,"hoogezonnestr.","Hoogezonnestraat","Soleil, r. haute du","Rue haute du soleil","place Ste Pharaïlde — r. de Bruges. ",3,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",48
911,13126,4411,"tooverheksstr.","Tooverheksstraat","Sorcière, r. de la","Rue de la sorcière","r. de l’église — r longue. (Ledeberg). ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",10
912,13127,3713,"bronsteeg","Bronsteeg","Source, r. de la","Rue de la source","place de la calandre — r. du gouvernement. ",1,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",60
913,13128,2987,"spiegelhofstr.","Spiegelhofstraat","Spiegelhof, rue du","Rue du spiegelhof","— r. du jardin d’hiver — nouvelle promenade ",11,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",5
914,13129,2988,"Sportstraat","Sportstraat","Sport, r. du","Rue du sport","boulevard Albert — rue du Patin ",11,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",86
915,13130,4375,"statieplaats","Statieplaats","Station, place de la","Place de la station","Voir Comte de Flandre, place du.",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",
916,13131,3975,"kleine statiestr.","Kleine statiestraat","Station, petite r. de la","Petite rue de la station","digue de Brabant — r. de Flandre. ",4,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",71
917,13132,4377,"statiestr.","Statiestraat","Station, r. de la","Rue de la station","place Van Artevelde — pl. Liévin Bauwens. ",4,1,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 70-71"
918,13133,13133,"statiestraat","Statiestraat","Station, r. de la","Rue de la station","— ch. d’Hundelgem — (n° 290) sans fin. Ledeberg. ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg","112-113"
919,13134,13134,"Stephanielaan","Stephanielaan","Stéphanie, aven.","Avenue stéphanie","boul. Albert — aven. d'Afsné. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",96
920,13135,2654,"Stroplaan","Stroplaan","Strop, boul. du Strop","Boulevard du Strop strop","quai du Strop — place du Parc. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 107-110"
921,13136,4390,"Stropkaai","Stropkaai","Strop, quai du","Quai du strop","pont de Terplaeten — pont du strop. ",5,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 99-110"
922,13137,4391,"Stropstraat","Stropstraat","Strop, r. du","Rue du strop","entre les nos 37 et 235 de la ch. d'Ottergem. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 99-109"
923,13138,4017,"korte Stropstr.","Korte Stropstraat","Strop, r. courte du","Rue courte du strop","r. du Strop — quai du Strop. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 109-110"
924,13139,4529,"zuidkaai","Zuidkaai","Sud, quai du","Quai du sud","r. du phénix — allée-verte. ",6,3,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 36-46"
925,13140,4411,"zuidstr.","Zuidstraat","Sud, r. du","Rue du sud","place du progrès — r. longue. Ledeberg ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",102
926,13141,4464,"vlierstr.","Vlierstraat","Sureau, r. du","Rue du sureau","ch. de Zwynaerde — r. du bondon. ",9,2,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg"," 98-108"
927,13142,13142,,,"Syngemkouter","Syngemkouter","Braeckmansmolenslag — r. de l'eau Mont-St-Amand ",,,"1932-01-01T00:00:00",,,"1932-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/EDYDXHUU","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:BCF2AE7A-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=345&xywh=-714%2C0%2C4634%2C2807","https://adore.ugent.be/IIIF/images/archive.ugent.be%3ABCF2AE7A-5142-11EC-BB1E-55C200E43F28%3ADS.693/full/full/0/native.jpg",
