"order_id","place_name_NL","place_name_FR","description"
704,"Zeugesteeg","rue aux truies","van plottersgracht t. geldmunt."
705,"Zeurzaksteeg","rue des tricheurs","ziet appelbrugstraat."
706,"Zilverstraat","rue d'argent","van beestenmarkt t. kalvermarkt."
707,"Zomerstraat",,"ziet de somerstraat."
708,"Zonder eindestraat",,"ziet straat zonder eind."
709,"Zonnestraat","rue du soleil","van kouter tot recollettenplein."
710,"Zoutstraat","rue du sel","van nederkouter tot de lei (lindelei)."
711,"Zuidkaai, b. de brugschepoort","quai du sud, faub. de Bruges","van phoenixstraat tot groendreef."
712,"Zuivelsteeg","rue du laitage","van zuivelbrugstr. tot vrijdagm."
713,"Zuivelbrugstraat","rue du pont du laitage","van zuivelsteeg tot oudburg."
714,"Zwaanstraat","rue du cygne","v. oudburg t. korte kalversteeg."
715,"Zwaluwensstraat","r. des hirondelles","v. roigemstraat t. leikaai."
716,"Zwartezustersstraat","rue des soeurs noires ou des charretiers","van onderbergen tot struifsteeg."
717,"Zweerdsteeg","impasse du glaive","van brabantdam tot de schelde, zonder eind."
718,"Academiebrug","pont de l’académie","tusschen de academiestraat en de lievekaai."
719,"Aardewegbrug","pont du chemin de terre","op de noordkaai, buiten de brugschepoort."
720,"Antwerpschepoortbrug","pont de la porte d'Anvers","tusschen de dampoortstraat en den antwerpschesteenweg."
721,"Appelbrug","pont aux pommes","tusschen de appelbrugstraat en de breidelsteeg."
722,"Bargiebrug","pont de la barque","tusschen de noordkaai en de phoenixstraat (brugschepoort)."
723,"Baudeloobrug of bibliotheekbrug","pont de baudeloo ou de la bibliothêque","tusschen de kl. botermten de baudeloolei."
724,"Berouwbrug","pont du repentir","in de berouwstraat."
725,"Bestormbrug","pont d'assaut","tusschen de bestormstraat en de violettelei."
726,"Brugschepoortbrug","pont de la porte de Bruges","tusschen de brugschepoortstraat en de noordkaai."
727,"Bijlokebrug",,"van boulev. der bijloke tot citadelstraat."
728,"Chartreuzenbrug","pont des chartreux","tusschen de roodelijvekensstraat en de chartreuzenstraat."
729,"Dampoortbrug",,"ziet antwerpschepoortbrug."
730,"Depauwbrug",,"ziet kasteelbrug."
731,"Driegatenbrug","pont des trois vannes","tusschen de coupure en de phoenixstraat."
732,"Entrepôtbrug","pont de l'entrepôt","tusschen de lindelei en de coupure, linker oever."
733,"Grasbrug","pont aux herbes","tusschen de gras- en de koornlei."
734,"Grendelgatbrug","pont du verrou","op de kleine bleekersreke."
735,"Halsbrekerssbrug","pont du casse-cou","tusschen de s. salvatorstraat en het groot meerhem."
736,"Hoofdbrug",,"ziet onthoofdbrug."
737,"Huidevettersbrugsken","pont des tanneurs","tusschen het huidevetterken en de slijpstraat."
738,"Kasteelbrug of Depauwbrug","pont du château ou Depauw","tusschen de kasteelkaai en s. machariusstraat."
739,"Kernmelkbrug","pont du lait battu","tusschen het s. jacobsklooster en het steendam."
740,"Ketelpoortbrug","pont des chaudronniers ou des bastions","tusschen het recollettenplein en den nederkouter."
741,"Kleine oudescheldebrug","pont du vieil escaut","tusschen de kl. kuipersstraat en de kuiperskaai."
742,"Koepoortbrug","p. de la porte aux vaches","op de koepoortkaai."
743,"Kombrug","pont du bassin","tusschen de kalvermarkt en de roodetorenstraat."
744,"Kriekerijbrug","pont de la cérisaie","in het kriekerijstraatje."
745,"Lievebrug","pont de la lieve","tusschen de lievestraat en de lievekaai."
746,"Marcellisbrug of ijzerenbrug","pont Marcellis ou en fer","tusschen de lammerstraat en de Lieven Bauwensplaats."
747,"Meerschbrug","pont du pré","op den geuzenberg."
748,"Meulestedebrug","pont de Meulestede","tusschen Meulestede en Wondelgem."
749,"Minnemeerschbrug","pont du pré d'amour","tusschen de minnemeerschplaats en de huidevetterskaai (nieuwland)."
750,"Muidebrugsken","pont de la rue du sas","tusschen de slijpstraat en de s. salvatorstraat."
751,"Muink- of monnikbrug","pont des moines","tusschen de muinkbrugstraat en de muinkkaai."
752,"Nieuwbrug","pont neuf","tusschen de s. jacobsnieuwstraat en de keizerkarelstraat."
753,"Nieuwe sluisbrug","pont de la nouv. écluse","op de sasschekaai."
754,"Nieuwe vaartbrug",,"aan de palingshuizen over de verbindingsvaart naar den dok leidende."
755,"Nieuwe wandelingbrug","pont de la nouvelle promenade","tusschen de contributiestraat en de nieuwe wandeling."
756,"Oliebrugsken","pont de l'huile","in het oliestraatje."
757,"Onthoofdbrug","pont de l'exécution","tusschen de hoogezonnestraat en de burgstraat."
758,"Oordeelbrug","pont du jugement","tusschen de recollettenlei en de lindelei."
759,"Ottergembrug","pont d'Ottergem","nieuwe brug op de Schelde aan den ijzeren weg, bij s. lievenspoort."
760,"Oude brugschepoortbrug","pont de l’ancienne porte de Bruges","tusschen de driegatenbrug en de phoenixstraat en leikaai."
761,"Oude scheldebrug","pont du vieil escaut","van de muinkkaai naar s. lievensvest."
762,"Oude scheldebrug of s. lievensvestbrug","pont du rempart s. Liévin","tusschen s. lievenstraat en Ledeberg."
763,"Papenbrugsken","pont des prêtres","in de priestersstraat."
764,"Pasbrug","pont du pas","tusschen de roodetorenstraat en de visscherij."
765,"Plattesteegerbrug","pont de l'escalier","tusschen de s. salvatorstraat en het groot meerhem."
766,"Poelmansbrug","pont Poelman","in de kleine statiestraat."
767,"Predikheerenbrug","pont des dominicains","tusschen de hoornstraat en de predikheerenstraat."
768,"Rabotbrug","pont du rabot","tusschen de begijnen- en de plaisanteboulevards."
769,"Rakenbrug","pont du râteau","tusschen het kortschipgracht en de chartreuzenstraat."
770,"Rasphuisbrug","pont de la maison de force","tusschen den rechter en linker oever der coupure, aan de rasphuisstraat."
771,"Recollettenbrug","pont des récollets","tusschen het recollettenplein en kort onderbergen."
772,"Roodetorenbrug","pont de la tour rouge","tusschen de visscherij en de roodetorenkaai."
773,"Rozemarijnbrug","pont du romarin","tusschen den rechter en linker oever der coupure aan de twaalfkamersstraat."
774,"Sasschepoortbrug","pont de la porte du sas","tusschen de voormuide en de buitenmuide."
775,"S. Gillisbrug","pont s. Gilles","tusschen de s. Gillisstraat en de chartreuzenstraat."
776,"S. Jansbrug","pont s. Jean","tusschen de oude schaapmarkt en de s. jansdreef."
777,"S. Jorisbrug","pont s. Georges","tusschen het steendam en de roodetorenkaai."
778,"S. Michielsbrug","pont s. Michel","tusschen de sterrestraat en de koornlei, aan s. Michielskerk."
779,"Sleuteelkensbrug","pont des petites clefs","tusschen de ange steenstraat en de korte steensstraat."
780,"Sluizekensbrug","pont des écluses","tusschen de oudburg en het sluizeken."
781,"Stukbrug","pont de la pièce","tusschen de apostelstraat en het stuksken."
782,"Tichelreibrug","pont des tuileries","op de tichelrei."
783,"Tolhuisbrug","pont du péage","tusschen de plaisantevest en het klein meerhem."
784,"Torenbrug","pont de la tour ou de Thourout","tusschen den poel en de hoogstraat."
785,"Verbindingsbrug n° 1","pont de raccordement n° 1","de eerste ten einde der Vanderbruggensteeg"
,"Verbindingsbrug n° 2","pont de raccordement n° 2","de 2de van den rechter oever der visscherij tot boulevard van het kasteel"
,"Verbindingsbrug n° 3","pont de raccordement n° 3","en de 3de van het spanjaardskasteel naar de kasteelbrugkaai."
786,"Verlorenbroodbrug","pont du pain perdu","tusschen de verlorenbroodstraat en de coupure, linker oever."
787,"Visscherijbrug","pont de la pêcherie","tusschen de visscherij en de roodetorenkaai."
788,"Visscherijkombrug","pont du bassin de la pêcherie","tusschen den rechter oever der visscherij en boulevard Lousbergs aan het keizerssas."
789,"Vleeschhuisbrug","pont de la boucherie","tusschen de groenselmarkt en de kleine vischmarkt."
790,"Vijfwindgatbrug","pont des cinq vannes","tusschen de lange violettestraat en de keizer- en s. Lievenstraat."
791,"Walpoortbrug","pont madou","tusschen de kortedagsteeg en de walpoortbrugstraat."
792,"Watermolenbrug","pont du moulin à eau","tusschen de brabantstraat en den brabantdam."
793,"Willemsbrug","pont Guillaume","tusschen de visscherij en de keizerstraat."
794,"Wijngaardbrug","pont de la vigne","tusschen het s. Baafsplein en den reep."
795,"Zaatbrug","pont du chantier","tusschen het groot meerhem en het klein meerhem."
796,"Zottepoortbrug","pont aux folles","tusschen de korte violettestraat en de annonciadestraat."
797,"Zuivelbrug","pont du laitage","tusschen de zuivelsteeg en de zuivelbrugstraat (oudburg)."
