"order_id","presence_id","spacetime_volume_id","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
10,9600,7681,"Akkergemplaats","Akkergemplaats","place d’akkergem","Place d’akkergem","achter akkergemkerk, ziet boulevards der gasthuizen en van akkergem.",,,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=457&xywh=-882%2C-1%2C4840%2C2649"
11,9601,3612,"Akkergemstraat","Akkergemstraat","rue d’akkergem","Rue d’akkergem","van coupure, linker oever, tot akkergemvest.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=457&xywh=-882%2C-1%2C4840%2C2649"
12,9602,7683,"Akkergemvest","Akkergemvest","rempart d’akkergem","Rempart d’akkergem","ziet boulevard van akkergem.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
13,9603,3613,"Ambeeldstraat","Ambeeldstraat","rue de l'enclume","Rue de l'enclume","van weversstraat tot vossenstraat.",6,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
14,9604,3614,"Ankerstraat","Ankerstraat","r. de l'ancre","Rue de l'ancre","v. priestersstr. t. stokersstr.",3,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
15,9605,3615,"Annonciadestraat","Annonciadestraat","r. des annonciades","Rue des annonciades","v. violettenlei tot twaalfkamerstraat en papegaaistraat.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
16,9606,3616,"Antheunisstraat","Antheunisstraat","rue Antheunis","Rue Antheunis","van rapenstraat tot vijfwindgatstraat.",4,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
17,9607,3617,"Antwerpschestraat","Antwerpschestraat",,,"ziet dampoortstraat.",,,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
18,9608,3618,"Antwerpschesteenweg","Antwerpschesteenweg","chaussée d’Anvers","Chaussée d’Anvers","van de dampoortbrug naar s. Amandsberg.","S 4",1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
19,9609,3620,"Apostelhuizen","Apostelhuizen",,,"ziet apostelstraat.",,,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
20,9610,3620,"Apostelstraat","Apostelstraat","rue des apôtres","Rue des apôtres","van kelderstraat tot zakkebandstraat.",4,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
21,9611,3621,"Apotheekstraat","Apotheekstraat","rue de la pharmacie","Rue de la pharmacie","v. bijlokestraat tot nieuwe hospitaalstraat.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
22,9612,3622,"Appelbrugstraat","Appelbrugstraat","rue du pont aux pommes","Rue du pont aux pommes","v. koornlei tot breidelsteeg.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
23,9613,3623,"Appelstraat","Appelstraat","rue de la pomme","Rue de la pomme","van roigemstraat tot nettenstraat.",6,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
24,9614,3624,"Arnoldusstraat","Arnoldusstraat","rue d'Arnold","Rue d'Arnold","van blandinusstraat tot s. pietersplein.",5,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
25,9615,4427,"Arteveldeplaats","Arteveldeplaats","place d’Artevelde","Place d’Artevelde","van statiestraat tot koepoortkaai en nieuwenboschstraat.",4,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
26,9616,3628,"Augustijnenkaai","Augustijnenkaai","quai des augustins","Quai des augustins","van lievestraat tot molenaarstraat.",3,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
27,9617,6720,"Auwegem doorgang","Auwegem doorgang","passage d’Auwegem ou de la préfécture","Passage d’Auwegem|Passage de la préfécture","v. gouvernementstr. tot nederscheldstraat.",1,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
28,9618,3629,"Baaisteeg","Baaisteeg","rue de la frise","Rue de la frise","van zandberg t. vlasmarkt.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
29,9619,3630,"Bagattestraat","Bagattestraat","rue des baguettes","Rue des baguettes","van nederkouter tot s. pietersnieuwstraat.",5,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
30,9620,3631,"Bailliestraat","Bailliestraat","rue de la barrière","Rue de la barrière","v. kortrijkschesteenweg tot meerschstraat, s. pieters-aigem.",5,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
31,9621,3633,"Ballestraat","Ballestraat","rue des balles","Rue des balles","v. kraanlei t. haringsteeg.",3,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
32,9622,3632,"Bailliustraat","Bailliustraat","rue du bailli","Rue du bailli","van kapellaanstraat tot kazematstraat.","S 4",1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
33,9623,8691,"Barrestraat","Barrestraat","rue aux barres","Rue aux barres","van spiegelstraat tot de nederschelde.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
34,9624,3631,"Barrierestraat, b. de kortrijkschepoort","Barrierestraat, buiten de kortrijkschepoort","rue de la barrière, faub. de courtrai","Rue de la barrière, faubourg de courtrai","ziet bailliestraat.",,,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
35,9625,3638,"Batterijstraat, b. de brugschepoort","Batterijstraat, buiten de brugschepoort","r. de la batterie","Rue de la batterie","van brugschesteenweg tot zuidkaai.",6,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
36,9626,3639,"Baudeloolei","Baudeloolei","fossé d'othon ou de baudeloo","Fossé d'othon|Fossé de baudeloo","van kleine botermarkt tot krommewal.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
37,9627,3640,"Baudeloostraat","Baudeloostraat","rue d’othon, du jardin des plantes ou Baudeloo","Rue d’othon|Rue du jardin des plantes|Rue Baudeloo","van baudeloolei tot oudevest.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
38,9628,3641,"Baviaanstraat","Baviaanstraat","rue des babouins","Rue des babouins","van zaaimansstraat tot fabriekplaats.",3,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
39,9629,8697,"Beersteeg","Beersteeg","r.aux ours","Rue aux ours","v. goudstr. t. rivier, achterlei.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
40,9630,3644,"Beestenmarkt (nieuwe)","Nieuwe Beestenmarkt","nouveau marché au bétail","Nouveau marché au bétail","tusschen boulev. van ’t kasteel en ’t slachthuis.","S 4",1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
41,9631,3645,"Beestenmarkt (oude)","Oude Beestenmarkt","ancien marché au bétail","Ancien marché au bétail","van de oude ossenmarkt tot zilverstraat.",1,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
42,9632,3646,"Begijnendreef","Begijnendreef","avenue des béguines","Avenue des béguines","s. Amandsberg, van schoolstraat tot nieuw begijnhof.",0,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
43,9633,4637,"Begijnendries","Begijnendries","plaine s. Élisabeth","Plaine Saint Élisabeth","v. burgst. t. rabotst.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
44,9634,3648,"Begijnengracht","Begijnengracht","fossé s. Élisabeth","Fossé Saint Élisabeth","van burgstraat tot brugschepoortstraat.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
45,9635,8703,"Begijnenplaats","Begijnenplaats","place des béguines","Place des béguines","rond s. Elisabethkerk.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
46,9636,3649,"Begijnenstraat","Begijnenstraat","rue des béguines","Rue des béguines","van begijnenplaats tot boulevard van ’t begijnhof.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
47,9637,7719,"Begijnenvest","Begijnenvest",,,"ziet boulevard van het begijnhof.",,,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
48,9638,3652,"Belgradestraat","Belgradestraat","rue de belgrade","Rue de belgrade","van brabantdam tot keizerkarelstraat.",4,1,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
49,9639,3653,"Bellevuestraat","Bellevuestraat","rue de bellevue","Rue de bellevue","van coupure, linker oever, tot akkergemstraat.",2,2,"1880-01-01T00:00:00",,,"1880-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/RTK866QE","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3ABB887872-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=458&xywh=-882%2C-1%2C4840%2C2649"
