WKT;STR_NAAMKR;KAART;STRAATNAAM
"MULTIPOLYGON (((3.71963198975796 51.0507129114332,3.71956761414158 51.0507419924818,3.71950472743157 51.0507709666302,3.71943993252957 51.0508112513522,3.71936295311111 51.0508280131798,3.71929979183978 51.0508416940228,3.71937293886764 51.0509050003279,3.71946542296394 51.0508787340889,3.71958132074618 51.0508430904997,3.71968589036389 51.0508110376925,3.7197850802918 51.0507837204099,3.71985440701596 51.0507644576249,3.71985480465636 51.050765094457,3.71985515504116 51.0507640976748,3.71985037959816 51.0507567271451,3.71979657777052 51.050673688233,3.71979443529944 51.0506736108204,3.71978455686108 51.0506760321064,3.71963198975796 51.0507129114332)))";Rue Courte de la Vallée;zw;Gebroeders Vandeveldestraat
"MULTIPOLYGON (((3.72028834280114 51.0505337101252,3.72023093649653 51.0505578192286,3.72023573604815 51.0505717961064,3.72013699828832 51.0505859748079,3.7201346130506 51.0505766496806,3.7200977236846 51.0505658313108,3.72008029772117 51.0505876351658,3.7200112269647 51.0505970903759,3.72000635153681 51.0505893183795,3.72000145439636 51.0505846592553,3.71999162687689 51.0505800071649,3.71998179937182 51.0505753541748,3.71996948568839 51.0505738166777,3.71993990910373 51.050573859802,3.71993976281499 51.0505726831977,3.71993671928294 51.0505747483717,3.71998193860315 51.0506846602352,3.71998614370181 51.0506866673073,3.71998485940099 51.0506844551681,3.71999491012103 51.0506802000987,3.72000496692091 51.0506748879213,3.72001336864617 51.0506674640422,3.72001675109988 51.0506611101419,3.72001679799718 51.0506537068192,3.72001685706949 51.0506441883831,3.7201022698205 51.0506292155437,3.72012727771827 51.0506397285436,3.72013567675669 51.0506354841536,3.72013904942502 51.0506323079105,3.72013911938235 51.0506238556644,3.72024974419287 51.0506056728818,3.72025628668213 51.0506214940581,3.72026798239164 51.0506235800691,3.72028130972526 51.0506298847368,3.72029122344888 51.0506425305549,3.7203010680534 51.0506615098466,3.72030559894676 51.0506824312689,3.72031655636807 51.0506765505008,3.72031667193711 51.0506046260174,3.72031866966572 51.0506044446319,3.72031545339288 51.0506030201217,3.72028834280114 51.0505337101252)))";Pont des Récollets;zw;Gebroeders Vandeveldestraat
"MULTIPOLYGON (((3.71945848448691 51.0501739632012,3.71934824558754 51.0501896663196,3.71923876858276 51.0502059578359,3.71913218257883 51.0502218202073,3.71908225217917 51.050229256145,3.71896825293902 51.0502459360031,3.71896690247064 51.0502428434357,3.71896493126525 51.0502436838596,3.71897906801774 51.0502712995621,3.71900348996216 51.0502683984478,3.71916009771005 51.0502425361003,3.71916436007406 51.0502420534835,3.71928100226144 51.0502288461742,3.71930528713353 51.0502258507539,3.71940680942389 51.0502133376195,3.71961402258712 51.050187379374,3.71962548375618 51.0501501836422,3.71962302026087 51.0501505296527,3.71945848448691 51.0501739632012)))";Rue de la Poussière;zw;Stoofstraat
"MULTIPOLYGON (((3.7213144736911 51.0535733943968,3.72126333285522 51.0535737536539,3.72124753434227 51.0535740471571,3.72114567741923 51.0535759203495,3.72094813216812 51.0535810055997,3.72094302739342 51.0535829776731,3.72095054856693 51.0536077997417,3.72117739741189 51.0536120417747,3.72118694038808 51.0536117444943,3.72123378920405 51.053610281192,3.72125280274506 51.053608630882,3.72130440006476 51.0536041408638,3.72130906666819 51.053603944449,3.72131536587649 51.0536036787904,3.7213732624498 51.053601292658,3.72148608581124 51.0536001536561,3.72155974001688 51.0535994000754,3.72157973029751 51.0535984894974,3.72163299071163 51.0535960562206,3.72164430530772 51.0535955376002,3.72171868905307 51.0535914268313,3.72178978029485 51.0535874678501,3.72180638773376 51.0535865377762,3.7218142117347 51.0535862633762,3.72194191373543 51.0535817231118,3.72195945242263 51.0535822462971,3.72203499364539 51.0535844809178,3.72211543908416 51.0535900738089,3.72211896997498 51.0535903196997,3.72212256474041 51.0535894512697,3.72219791810926 51.0535780165549,3.7221968244376 51.0535746899185,3.72212634456572 51.0535669098001,3.72207649550152 51.0535614118865,3.72200144388091 51.0535580149665,3.72196358185552 51.0535562890251,3.72194115485883 51.0535559062297,3.72183178827282 51.0535539911946,3.72182695585662 51.0535552474556,3.72175172515104 51.0535577967023,3.72174323651396 51.0535548699644,3.72164093920079 51.0535563114809,3.72159321882436 51.0535569620255,3.72156012474908 51.0535574087599,3.72153799170628 51.0535588738993,3.7214968691918 51.0535615912938,3.72147497230532 51.0535629965905,3.7213995402558 51.0535678313805,3.7213348084962 51.0535721162923,3.7213144736911 51.0535733943968)))";Rue du Mont du Chaume;zw;Jan van Stopenberghestraat
"MULTIPOLYGON (((3.7219550578955 51.053038284362,3.72192783036071 51.0530414161112,3.72190171881048 51.0530432604178,3.72182033655554 51.0530490813208,3.72177403829943 51.0530524437137,3.7217561841758 51.0530537076362,3.72173782321248 51.0530550092269,3.72166368363889 51.0530602971419,3.72165240081545 51.0530611062918,3.72158655177087 51.0530613526155,3.72156443937674 51.0530614434109,3.72150989932659 51.0530601219986,3.7213977519148 51.0530575431638,3.72131424291461 51.0530523302831,3.72126726631325 51.0530550307373,3.72124725759542 51.0530554341644,3.72114528625034 51.0530576186505,3.72112150439371 51.05305807325,3.72109320556053 51.0530586342808,3.72096902228166 51.0530626401064,3.72096870494645 51.0530855889025,3.72122087503981 51.0530889541669,3.72123782107752 51.0530890022693,3.72129499960582 51.0530891966546,3.72134792335738 51.0530894108026,3.72139115311424 51.053089608568,3.72145204270808 51.0530888766775,3.72166198211477 51.0530866273023,3.7216629355646 51.0530915316931,3.7216689019588 51.0530893350897,3.72172539764933 51.0530921899426,3.72172528162614 51.0530911932935,3.72179664553536 51.0530859215746,3.72185047940187 51.053081991936,3.72187978759072 51.0530791898383,3.72192695467114 51.0530746752486,3.72197650831445 51.0530671317562,3.72202953012259 51.0530591047619,3.72204506152511 51.0530567610325,3.72218050953616 51.0530411567373,3.72217807890585 51.053014724809,3.7219550578955 51.053038284362)))";Rue des Couturieres;zw;Nodenaysteeg
"MULTIPOLYGON (((3.72180706657396 51.0526643894591,3.72167696673262 51.0526922633757,3.7216414131972 51.0526999240185,3.72157534540869 51.0527136665425,3.72154910683455 51.0527191426427,3.7214934784803 51.0527255981696,3.72145551624996 51.0527304516664,3.72141976119742 51.052735041296,3.7213182931049 51.0527475088359,3.72125734113337 51.0527485549373,3.72102903046587 51.052749664416,3.72102502589503 51.0527510860994,3.72097754196488 51.0527863707046,3.7209831850785 51.0527889870206,3.72098335561943 51.0527841831849,3.72128953506705 51.0527837854126,3.72136593652661 51.0527751760265,3.72142848342331 51.0527692529479,3.72144953992148 51.0527655741534,3.72162385400015 51.0527371493704,3.72162836082828 51.0527361232547,3.72202033466664 51.0526480643181,3.72201447537433 51.0526205034022,3.72180706657396 51.0526643894591)))";Rue de la Proue;zw;Boeksteeg
"MULTIPOLYGON (((3.72104681726875 51.0525557212125,3.721047320475 51.052551303945,3.72107242856291 51.0525430027078,3.72119676047389 51.0525416602223,3.72122227011532 51.0525376337654,3.72130092161601 51.0525252181298,3.72135672414794 51.0525233787495,3.72138603503551 51.0525192230045,3.72159536081265 51.0524846026765,3.72180172200441 51.0524517788526,3.72192323570272 51.0524283100973,3.7219276161793 51.0523917054874,3.72191947672801 51.0523903600925,3.72192287270089 51.0523987180788,3.72168982665662 51.052432294624,3.72161986103396 51.0524425513142,3.72146395315713 51.0524646057345,3.72140415630432 51.0524731193567,3.72134886540983 51.0524810796752,3.7212711626574 51.0524923445297,3.72117148821885 51.05250220411,3.72115134115671 51.0525025213617,3.72105487691256 51.0525040402355,3.72105235061213 51.0524953040566,3.72104726361622 51.0525023947312,3.72104681726875 51.0525557212125)))";Rue de l'Ocre;zw;Okkernootsteeg
"MULTIPOLYGON (((3.72176629341335 51.0521656928629,3.72176864890296 51.0521694561159,3.72161893066449 51.0521941749617,3.72160921672325 51.052195822427,3.72153186538049 51.0522090472464,3.7215264913637 51.0522099769082,3.72147008913439 51.0522150932655,3.72139818422964 51.0522216266037,3.72138886785674 51.0522224725913,3.72128375242216 51.0522326817428,3.7212697737245 51.0522340432773,3.72124329161638 51.052236621624,3.72118313240594 51.0522424777087,3.72111268894017 51.0522476956755,3.72107599028732 51.0522504120438,3.72097333833161 51.0522542916089,3.72089726047831 51.0522461572736,3.72089656284579 51.0522420471351,3.72089076371162 51.0522420548285,3.72062281007572 51.0522264090159,3.72062282284041 51.052223424643,3.720618743721 51.052224567235,3.72061839055349 51.052250093968,3.72062903355144 51.0522509848712,3.7206540344385 51.052251972662,3.72072317715658 51.052258308942,3.72087605366773 51.0522666999425,3.72087911007391 51.0522718559091,3.72102185249198 51.0523008340389,3.72102528633166 51.0523030372965,3.72103344789462 51.052299273365,3.72107242619368 51.0522914663129,3.72113714233385 51.0522807568248,3.72124678590472 51.0522734564296,3.72126380202743 51.0522723336108,3.72136435557165 51.0522636357016,3.72141326963586 51.052259385308,3.72148683746712 51.0522519306968,3.72161047320906 51.0522349533887,3.72170326491519 51.0522208990292,3.72183910383399 51.0521954108638,3.72184363390551 51.0522062273516,3.72185042856919 51.0521957858158,3.72176629341335 51.0521656928629)))";Rue de la Corne;zw;Hoornstraat
"MULTIPOLYGON (((3.72433416447455 51.0535836056597,3.72438543876041 51.0535772751201,3.72448440040968 51.0535652236278,3.72452556238572 51.0534841206987,3.7245186895169 51.0534769438681,3.72442466317592 51.0534764301725,3.72442336347599 51.0534734503169,3.72427203188034 51.0534877262723,3.72400995698906 51.0535150342614,3.72400033337825 51.053515286383,3.72390094834213 51.0535178919164,3.72387168190493 51.0535073933097,3.72386813429757 51.0535088796141,3.72379058762511 51.053517327948,3.72378803629219 51.0535111976891,3.7236794040494 51.0535160321424,3.72357387046793 51.0535207018648,3.72347792493396 51.0535249043763,3.72346865436331 51.0535253085073,3.72341972033092 51.0535327903964,3.72339788566221 51.0535349649739,3.72336605496242 51.0535381275991,3.72329768906322 51.0535473998294,3.72322658661784 51.0535619157691,3.723218941776 51.0535634731148,3.72317595578851 51.0535723601251,3.72313013113916 51.0535805501916,3.72308795726381 51.0535968442876,3.72309087770898 51.0536019545019,3.72297962467583 51.0536207891482,3.72296853564688 51.0536214997048,3.72294365080806 51.0536235217573,3.72290605180745 51.0536259883619,3.72289936082261 51.0536264290487,3.72283220836067 51.0536325011793,3.7228246812867 51.053633066728,3.72250434201585 51.0536310914677,3.72235212013605 51.0536301124663,3.72234982823554 51.0536311381656,3.72234756071604 51.0536321541103,3.72224987385227 51.0538918978215,3.72248897450783 51.0538558138561,3.72258110268814 51.0538424086812,3.72269563348604 51.053825782154,3.72278696876351 51.0538125675421,3.72282189416412 51.0538285799747,3.72286953399025 51.0538209626975,3.72288597834714 51.0537810720424,3.72292471455412 51.0537472336936,3.72302681856261 51.0537273520915,3.72326614905576 51.0537033610902,3.72350055421614 51.0536766908175,3.72356984984328 51.053668789926,3.72373346756387 51.053649788986,3.72394492429264 51.0536263812695,3.72401171034278 51.0536189401319,3.72404615733674 51.0536151183385,3.72427422701359 51.0535902493033,3.72432317347208 51.0535849686019,3.72433416447455 51.0535836056597)))";Rue de la Catalogne;zw;Cataloniëstraat
"MULTIPOLYGON (((3.72218850227908 51.0543818492097,3.72237802883758 51.0543598450387,3.72238310540922 51.0543590916949,3.72246147083107 51.0543474512817,3.72254785348838 51.0543347688428,3.72263388038454 51.0543220241635,3.72273941366105 51.0543061384516,3.72273919021631 51.0542956575276,3.72282717305384 51.0542821431528,3.72288300829945 51.0542735262023,3.72291513677877 51.0542685629862,3.72300223698452 51.0542551272477,3.72300098165969 51.0542435529715,3.7231239913376 51.0542284628754,3.72327847894736 51.0541917441497,3.72342999218358 51.0541714080852,3.72343031512053 51.0541714682827,3.72343046636496 51.0541712569633,3.7235231977217 51.0541455642118,3.72348950661508 51.0541098030098,3.72347918579782 51.0541142735383,3.72343855987628 51.0540586548165,3.72330579082377 51.0540820185928,3.72317798549706 51.0541003852854,3.7229775040052 51.0541299194981,3.722974919751 51.0541221475999,3.72295383955608 51.054125544275,3.72289394232187 51.0541353085176,3.72278991977547 51.0541526526121,3.72269135809366 51.0541688803988,3.72260725647435 51.0541823853736,3.72249911381763 51.0541997866424,3.72240475894566 51.054215018758,3.72235552333353 51.0542229983592,3.72235476876517 51.0542212458086,3.7223535267632 51.0542216381249,3.72217278138151 51.0543776369389,3.72218850227908 51.0543818492097)))";Petite Turquie;zo;Klein Turkije
"MULTIPOLYGON (((3.72284377288531 51.0548166798409,3.72284233552608 51.0548148956875,3.72291116224782 51.0548013068914,3.72297264905181 51.0547885552162,3.72301981991542 51.0547787095628,3.72310272931891 51.0547597763315,3.72315604006372 51.0547421894134,3.72320128021134 51.0547231937215,3.72325758747207 51.0546981584657,3.72326429312757 51.0546955253537,3.72329858393769 51.054681880339,3.72331378036927 51.0546745869102,3.72333799505794 51.0546629614618,3.72340132671637 51.0546338861459,3.72345438473879 51.0546045999656,3.7234817354775 51.0545894759418,3.72348612513446 51.0545867150824,3.72350852249235 51.0545726147959,3.72355957079965 51.0545404239245,3.72358163386849 51.0545127929347,3.72364095335723 51.0544261075401,3.7236626132835 51.0543927364741,3.7235498362847 51.0543762930011,3.72353785915011 51.0543798564442,3.72353949902475 51.0543836103488,3.72350025772455 51.0544471745656,3.72348065429998 51.0544787904614,3.72345501831638 51.054507353847,3.72344966952986 51.0545115090874,3.72341496489054 51.0545384335372,3.72340472436512 51.0545468004508,3.72338961393616 51.0545591400428,3.72335755102992 51.0545795203562,3.72332457896725 51.0546004602118,3.72329935585327 51.0546126078088,3.72324080754643 51.0546407815593,3.72322023236514 51.0546506757988,3.72317199171949 51.0546715086616,3.72309503585743 51.0547047234377,3.72303382701938 51.0547174973736,3.72297373351449 51.0547300643395,3.72292264741655 51.0547407434135,3.72290828794613 51.0547436024711,3.72283014477619 51.0547591520387,3.72280611847455 51.0547639294856,3.72276933003208 51.0547719873255,3.72274741147041 51.0547767879919,3.72270605506412 51.0547858437693,3.72266600897988 51.0547950343585,3.72259911889985 51.0548103964199,3.72254782747027 51.0548221960687,3.72230409050665 51.0548802065675,3.72230219630649 51.0548759739212,3.72230826603852 51.0549209787444,3.72251149741405 51.0548828328192,3.72262370983352 51.0548581662259,3.72265737479296 51.0548508302376,3.72273805250517 51.0548345719301,3.72280671507776 51.0548228583574,3.72280765000138 51.0548240491638,3.72284377288531 51.0548166798409)))";Rue du Paradis;zo;Donkersteeg
"MULTIPOLYGON (((3.72410448418551 51.0540707602873,3.72419994786312 51.0539828608621,3.72425200842315 51.053934652735,3.72433618281541 51.0538677848398,3.72437800285828 51.0538424640305,3.72444458865584 51.0537943279926,3.72451516094266 51.0537416138816,3.72459661724155 51.0536814081865,3.72460312667261 51.0536862871652,3.72460276332015 51.0536800385314,3.72453280199436 51.053641149899,3.72452429403068 51.0536434523199,3.7244430880427 51.053690434308,3.7244366136312 51.0536944171418,3.72436307863844 51.0537397932512,3.7243230785492 51.0537644956504,3.72431695426121 51.0537691527889,3.72428249314004 51.0537953515935,3.72425656352577 51.0538150492241,3.72425286632721 51.0538182849348,3.72419351989153 51.0538701649144,3.72418975062148 51.0538734550638,3.72412892383338 51.0539294619871,3.72411539583957 51.0539418831356,3.72409259060258 51.0539627529308,3.72405535178904 51.0539967580546,3.72404721944473 51.054003162504,3.72402269858463 51.0540224596712,3.72400487256936 51.0540338873662,3.72400571045728 51.0540351864031,3.72409921030592 51.0540712420492,3.72410448418551 51.0540707602873)))";Rue Cte. des Chevaliers;zo;Poeljemarkt
"MULTIPOLYGON (((3.7212116806682 51.0552786149052,3.72124959249398 51.0552703362887,3.72130669914086 51.0552571425297,3.72136335374246 51.0552441458236,3.72136896957182 51.0552427734255,3.72139079299847 51.055237452013,3.72144506289254 51.0552217615753,3.72145990694347 51.05521750123,3.72160785023006 51.0551789760772,3.72162440274557 51.0551748356544,3.72167976645543 51.0551611080765,3.72167103999229 51.0551404774499,3.72148306707206 51.0551873866228,3.72120672255962 51.0552592337692,3.72120676323942 51.0552601086492,3.7212116806682 51.0552786149052)))";zonder naam;nw;Schuddeveestraatje
"MULTIPOLYGON (((3.72129656123593 51.0545601410059,3.72128872957791 51.0545604413991,3.72127139035327 51.0545611462477,3.72121218625957 51.0545636240385,3.72113335569141 51.05456707723,3.72106278701828 51.054570368991,3.72082363015243 51.0545835657633,3.72082334400364 51.0546042539153,3.72082546985472 51.0546053398139,3.72082528347176 51.0546038627503,3.72107269450995 51.0545953012323,3.72111818417191 51.0545935922906,3.72114968992213 51.0545919198061,3.72130897693208 51.0545865738237,3.72156562512419 51.0545723897489,3.72157176302432 51.0545717303594,3.7215721507868 51.0545750477331,3.72157422075456 51.0545743983807,3.72158963469553 51.0545513778264,3.72158655551701 51.0545509510178,3.72158177762923 51.054551039861,3.72129656123593 51.0545601410059)))";Rue du Levrier;zw;Korenmarkt
"MULTIPOLYGON (((3.71899740765644 51.0552909641654,3.71897986813218 51.0552890175353,3.71898782576176 51.0552100312361,3.719221041666 51.0551371624862,3.71942359347293 51.0550681399559,3.7195650346432 51.0550195872788,3.7196282117437 51.0549978573693,3.71974288801135 51.0549583513904,3.71980841188551 51.0549357497546,3.72001442442174 51.0548646067073,3.72002027887499 51.0548625848622,3.72002537714984 51.0548696434224,3.72002805802416 51.0548675223169,3.71998813561705 51.0548258234723,3.71997138327455 51.0548314143351,3.71971424205046 51.0549171747613,3.71966456705202 51.0549337194052,3.71965656421053 51.0549363838275,3.71948801144065 51.0549908515234,3.71947943949424 51.0549936179751,3.71915383452979 51.0551017287293,3.71909627823992 51.0551207790818,3.71896800951373 51.0551645127108,3.71891273211255 51.0551833723726,3.71884380472237 51.0552057354179,3.71882187696204 51.0552188647718,3.71878549690643 51.0552495307607,3.71878545944077 51.0552522309336,3.71897965109799 51.0552964378879,3.71899740765644 51.0552909641654)))";Rue aux Tripes;nw;Gruuthuusestraat
"MULTIPOLYGON (((3.71962485929496 51.0527686748971,3.71962356132922 51.0527752685849,3.71940304210706 51.0527664927309,3.71931823676725 51.0527669821859,3.71920802014396 51.0527674682523,3.71920374137523 51.0527674716523,3.71907304793835 51.0527685945083,3.71892301784072 51.0527685634145,3.71887929745481 51.052767050501,3.718773957227 51.0527633155965,3.71876203327826 51.0527667494031,3.71870948257156 51.0527598229484,3.71870859767137 51.052759560078,3.71870861860242 51.0527602101188,3.71856970094206 51.0527529441244,3.71853755869209 51.0527512333313,3.71852935119197 51.0527510936892,3.71849888394164 51.0527505733134,3.71838817715467 51.0527530820951,3.71838226070552 51.0527532139694,3.71829966307341 51.0527550470792,3.71824416322778 51.0527602226076,3.71823422483189 51.052760966932,3.71818735414104 51.0527644694853,3.71817967250417 51.0527650788307,3.71812520727921 51.0527693880502,3.71807653201191 51.0527732248927,3.71806133022226 51.0527744201886,3.71800888110276 51.0527807217178,3.71793500195187 51.0527896430927,3.71793061106871 51.052790222041,3.7178432341328 51.0528017980121,3.71791342031025 51.0528383879523,3.71792297751654 51.0528429083746,3.71792065035769 51.0528374336401,3.71802135241572 51.0528315269735,3.71811429703853 51.0528187455624,3.71821015694698 51.0528054435001,3.71825578775746 51.0528027997666,3.71826039828769 51.0528026310304,3.71833874642755 51.0527999313147,3.71843974965156 51.0528009845592,3.718590118155 51.0528051064613,3.71863258012802 51.0528062439836,3.71869723342298 51.0528073510025,3.71877694390718 51.0528053488826,3.71882895730972 51.0528048498918,3.71899697215941 51.0528026384907,3.71902485252537 51.0528011848203,3.71908659378862 51.0528013406955,3.71912208193002 51.0528014148429,3.71925851948475 51.0528034410531,3.71929836737389 51.0528041522285,3.71943431203005 51.0528033591772,3.71944224027006 51.0528032733854,3.71961755888374 51.052804353638,3.71961553647774 51.0528150577338,3.71963590687235 51.0527715628388,3.71962485929496 51.0527686748971)))";Rue de l'Eglantine;zw;Wilderoosstraat
"MULTIPOLYGON (((3.71866389076819 51.0525181364508,3.71867253635148 51.0525177427373,3.71869701190067 51.0525534105153,3.71869851018332 51.0526020759886,3.71869881268305 51.052606896813,3.71870141534964 51.052649052938,3.71870197638278 51.0526545655646,3.71870667962647 51.0527014697232,3.71870859767137 51.052759560078,3.71870948257156 51.0527598229484,3.71876203327826 51.0527667494031,3.718773957227 51.0527633155965,3.71875695197683 51.0527627121737,3.71875467550023 51.0526874835668,3.71875207288491 51.0526125300304,3.71877102330242 51.0525181642657,3.71877074986448 51.0525179299361,3.71866546483908 51.0525173495763,3.71866389076819 51.0525181364508)))";Rue St. Crepin;zw;Sint-Crispijnstraat
