order_id,E92_Spacetime_Volume,E93_Presence,E31_Document,E52_Time_Span,E61_Time_Primitive_begin_of_the_begin,E61_Time_Primitive_end_of_the_end,E53_Place_ID,E55_Type,E94_Spacetime_Primitive,E41_Appellation,E56_Language_,E55_Type,Spacetime_Volume_Match_Torsten
66,,66,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,66,1855,1857,66,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105127.043499999 193626.3178,105127.0898 193626.4716,105127.094899997 193626.488299999,105126.950800002 193626.525699999,105126.811499998 193626.561900001,105123.323399998 193627.466800001,105118.716899998 193628.6611,105114.649300002 193629.7148,105090.788099997 193635.875799999,105090.478600003 193636.397,105091.643100001 193641.5209,105098.4727 193639.724100001,105103.454999998 193638.4113,105108.4472 193637.0944,105109.195900001 193636.896699999,105113.137000002 193635.685199998,105118.862099998 193633.923700001,105123.241400003 193632.575199999,105124.704000004 193632.124600001,105128.331900001 193631.0066,105128.360200003 193631.107900001,105131.991700001 193629.519099999,105132.087800004 193629.544199999,105133.573299997 193629.025199998,105136.793799996 193627.899799999,105140.527800001 193626.594300002,105140.869099997 193626.4384,105144.725400001 193624.875700001,105148.119400002 193623.579500001,105149.150200002 193623.149300002,105153.120700002 193621.491799999,105153.661700003 193621.265999999,105157.514200002 193619.7108,105160.639899999 193618.4487,105163.002999999 193617.340599999,105168.234800003 193614.870499998,105172.677599996 193612.7722,105176.604900002 193610.9166,105182.425899997 193608.165100001,105188.045199998 193605.303199999,105192.008900002 193603.2837,105195.534599997 193601.486900002,105198.891199999 193599.774999999,105202.593099996 193597.5572,105207.064099997 193594.877300002,105211.991099998 193591.901000001,105214.845799997 193590.1765,105218.0748 193587.780200001,105213.261399999 193584.935899999,105204.903700002 193591.169500001,105200.033299997 193594.6745,105194.246799998 193597.3741,105188.029600002 193600.262400001,105184.478600003 193602.005899999,105180.0572 193603.965700001,105174.916299999 193606.243299998,105174.0977 193606.605799999,105169.9498 193608.442600001,105165.6061 193610.3653,105159.967600003 193612.850699998,105156.745099999 193614.238400001,105153.020900004 193615.841699999,105148.446999997 193617.810400002,105148.167000003 193617.929000001,105143.520000003 193619.897,105131.3609 193625.043000001,105131.163000003 193625.126699999,105131.009199999 193625.343199998,105127.078900002 193626.325800002,105127.043499999 193626.3178)))",Rue des Bouchers,FR,Toponym,Henegouwenstraat
67,,67,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,67,1855,1857,67,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105131.0255 193624.941100001,105127.3191 193611.333900001,105127.587399997 193611.2355,105132.9793 193609.257399999,105136.5832 193607.735100001,105138.3046 193607.0079,105141.490599997 193605.661200002,105145.3266 193603.9582,105148.760700002 193602.4333,105152.076300003 193600.960499998,105155.067000002 193599.686900001,105159.082699999 193597.899500001,105162.730499998 193596.309999999,105166.731899999 193594.5658,105170.660999998 193592.852499999,105174.761299998 193591.073600002,105175.680500001 193590.568500001,105178.977200001 193589.313099999,105183.377499998 193587.1505,105187.9208 193584.991099998,105192.935199998 193582.505399998,105205.679799996 193574.735100001,105203.964199997 193571.7938,105203.486100003 193571.6426,105198.488700002 193574.6653,105196.973999999 193575.581300002,105195.616400003 193576.477200001,105191.775600001 193579.011700001,105191.481299996 193579.205899999,105187.414099999 193581.734200001,105186.887699999 193582.0614,105181.8618 193584.256200001,105172.3627 193588.4487,105161.163500004 193593.3884,105155.8116 193595.747200001,105136.450000003 193604.233600002,105130.376500003 193606.642299999,105126.161200002 193608.313200001,105123.538800001 193609.352400001,105123.431400001 193609.395,105122.8829 193609.815499999,105123.398900002 193613.0792,105123.865199998 193614.929099999,105125.164700001 193620.0823,105127.043499999 193626.3178,105127.078900002 193626.325800002,105131.009199999 193625.343199998,105131.163000003 193625.126699999,105131.085000001 193625.159699999,105131.0255 193624.941100001)))",Rue des Boutiques,FR,Toponym,Vlaanderenstraat
68,,68,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,68,1855,1857,68,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105167.954000004 193754.431899998,105167.964299999 193753.8554,105168.645300001 193753.196400002,105171.578599997 193751.337499999,105177.261699997 193748.0035,105177.542599998 193747.838399999,105179.697999999 193746.6644,105186.347099997 193743.0341,105187.795000002 193742.243000001,105191.892800003 193740.0035,105203.476199999 193733.672699999,105203.830499999 193733.4791,105213.706299998 193728.063000001,105215.616099998 193727.015700001,105225.061300002 193721.845400002,105234.022200003 193716.9406,105235.060199998 193716.373199999,105239.565099999 193713.910700001,105244.207900003 193711.3728,105248.620899998 193708.9604,105252.931199998 193706.729899999,105283.400200002 193690.403099999,105300.1303 193681.3541,105320.040799998 193671.102000002,105321.107699998 193670.9553,105323.642200001 193670.171700001,105326.651100002 193668.871800002,105332.584600002 193666.309799999,105332.615699999 193666.226,105329.5678 193661.654100001,105328.641099997 193661.6173,105321.471299998 193664.747699998,105317.517499998 193666.573899999,105316.6435 193667.734700002,105314.244900003 193669.578899998,105312.377499998 193670.666000001,105308.416299999 193672.2819,105307.814099997 193672.574499998,105303.008599997 193674.909699999,105299.7883 193676.4745,105296.497500002 193678.0735,105292.550099999 193679.938099999,105288.666199997 193682.0143,105287.603500001 193682.582400002,105283.065099999 193685.008299999,105279.109499998 193687.0825,105278.050499998 193687.642700002,105275.358499996 193689.0667,105270.671999998 193691.545499999,105265.703400001 193694.164299998,105261.071699999 193696.694600001,105259.920100003 193697.398800001,105255.871100001 193699.874699999,105251.952799998 193702.270599999,105251.655000001 193702.4285,105247.503300004 193704.628899999,105246.971900001 193704.9419,105239.7126 193709.218699999,105236.243500002 193711.262499999,105232.597999997 193713.279899999,105227.0933 193716.710000001,105219.832000002 193719.8336,105219.232100002 193720.1261,105217.529200003 193720.9564,105216.439499997 193721.559500001,105210.992799997 193724.330499999,105205.881899998 193727.447799999,105200.619999997 193730.519200001,105197.603399999 193732.204300001,105196.389700003 193732.882399999,105190.861100003 193735.970800001,105185.336900003 193739.055799998,105180.934100002 193741.478399999,105166.603600003 193749.336100001,105166.307700001 193749.2511,105165.995700002 193749.535999998,105167.954000004 193754.431899998)))",Rue longue de la Vigne,FR,Toponym,Seminariestraat
69,,69,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,69,1855,1857,69,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105147.781000003 193720.164900001,105147.500200003 193719.813299999,105152.367600001 193714.8356,105156.613799997 193710.642900001,105163.856899999 193705.457600001,105166.558899999 193709.754700001,105167.267300002 193710.8814,105168.798500001 193713.1184,105172.129100002 193717.984299999,105173.464699998 193719.768399999,105174.355700001 193720.958900001,105176.194899999 193723.668699998,105179.781300001 193731.260499999,105181.8024 193735.316199999,105183.226999998 193734.4903,105181.185099997 193730.194400001,105180.456200004 193728.620499998,105179.372100003 193726.278499998,105178.053099997 193723.427499998,105176.107799999 193719.993099999,105173.2311 193715.319499999,105172.677299999 193714.370000001,105168.137100004 193707.626800001,105165.916900001 193704.1138,105164.773999996 193702.2216,105158.184699997 193706.467599999,105155.116599999 193708.7947,105154.567000002 193709.211599998,105153.788400002 193709.941500001,105152.499200001 193711.149999999,105150.030599996 193713.4639,105145.847800002 193717.8202,105145.6457 193717.577399999,105145.626900002 193717.732099999,105147.296400003 193720.0086,105147.781000003 193720.164900001)))",Quai du Bas-Escaut,FR,Toponym,Reep
70,,70,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,70,1855,1857,70,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105362.325099997 193613.258900002,105362.5374 193613.453699999,105359.529799998 193616.862599999,105356.857699998 193619.967300002,105355.516400002 193621.525699999,105352.831200004 193624.071800001,105350.410400003 193626.3673,105350.019900002 193626.737599999,105349.745499998 193626.992199998,105346.646899998 193629.8675,105343.9529 193632.3675,105343.526600003 193632.759500001,105340.607500002 193635.442899998,105337.599699996 193638.208099999,105336.718699999 193638.910999998,105334.465499997 193640.708999999,105332.717399999 193642.200199999,105328.353200004 193645.9232,105330.054399997 193649.963500001,105333.796099998 193646.856600001,105336.754000001 193644.154599998,105339.557899997 193641.6303,105342.362899996 193639.1052,105346.277400002 193635.581500001,105349.482299998 193632.538800001,105352.697999999 193629.485800002,105353.222900003 193628.987599999,105355.7896 193626.550799999,105358.475100003 193623.864599999,105361.806000002 193620.532699998,105364.204499997 193618.133400001,105366.516400002 193618.080499999,105367.040899999 193618.6426,105367.100900002 193618.353799999,105362.422399998 193613.207400002,105362.325099997 193613.258900002)))",Rue Cte. de la Vigne,FR,Toponym,Belgradostraat
71,,71,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,71,1855,1857,71,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105342.2042 193596.3495,105339.914300002 193598.755800001,105337.539499998 193601.251600001,105335.094999999 193603.820599999,105332.447099999 193606.603599999,105330.880900003 193608.249699999,105329.9265 193609.252599999,105326.3816 193612.9782,105324.031599998 193615.447999999,105321.637000002 193617.964600001,105319.263899997 193620.458500002,105316.1118 193623.7711,105316.104900002 193623.967999998,105317.701800004 193627.846299998,105320.541599996 193624.861400001,105323.394000001 193621.863200001,105325.561899997 193619.584399998,105327.803300001 193617.228399999,105331.176799998 193613.682300001,105333.792499997 193610.932799999,105336.423699997 193608.167100001,105339.630199999 193604.796799999,105342.603500001 193601.671700001,105345.5836 193598.539700001,105342.538599998 193596.364700001,105342.2042 193596.3495)))",Rue Cte. du Verger,FR,Toponym,Pelikaanstraat
72,,72,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,72,1855,1857,72,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((104948.359899998 194389.0755,104956.2949 194385.514400002,104959.843599997 194383.606899999,104962.753700003 194382.042599998,104965.909599997 194380.346000001,104965.919299997 194380.2106,104963.923900001 194376.789999999,104955.515699998 194381.7863,104954.096900001 194382.629299998,104953.236299999 194383.113699999,104947.239600003 194386.489300001,104947.176899999 194386.9461,104948.359899998 194389.0755)))",Rue des Pigeons,FR,Toponym,Garensteeg
73,,73,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,73,1855,1857,73,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((104995.187100001 194412.4712,104994.814000003 194412.8957,104989.112099998 194404.7751,104987.070200004 194401.886599999,104984.028800003 194398.0856,104981.031999998 194394.339299999,104980.137699999 194393.220899999,104973.126000002 194384.562600002,104970.825999998 194381.721099999,104968.715999998 194379.1153,104967.610200003 194377.750100002,104964.413999997 194373.806000002,104961.652900003 194370.400800001,104959.255800001 194367.446199998,104957.8961 194365.7711,104955.086599998 194362.3114,104954.858099997 194362.0255,104952.189099997 194358.688200001,104950.707699999 194356.836199999,104948.888300002 194354.562199999,104944.391500004 194348.9439,104934.863700002 194336.989700001,104928.939599998 194330.445799999,104928.690399997 194330.170299999,104927.556000002 194331.304699998,104927.554899998 194331.388700001,104930.027999997 194333.970899999,104936.319200002 194341.692200001,104941.224200003 194347.817400001,104945.658600003 194353.3574,104946.0757 194353.899900001,104948.845799997 194357.504000001,104951.039899997 194360.359700002,104952.3838 194362.109200001,104953.682599999 194363.732299998,104956.596500002 194367.375599999,104960.892200001 194372.751200002,104964.054799996 194376.712200001,104963.923900001 194376.789999999,104965.919299997 194380.2106,104965.909599997 194380.346000001,104966.060199998 194380.265000001,104969.428999998 194384.5671,104972.116899997 194387.999499999,104974.027000003 194390.437199999,104974.584399998 194391.1809,104977.107100002 194394.545000002,104979.695600003 194397.994800001,104980.052100003 194398.469799999,104982.018100001 194401.019299999,104984.596100003 194404.362599999,104986.710100003 194407.087099999,104989.283500001 194410.175900001,104993.837899998 194415.645300001,104994.032799996 194415.645300001,104995.187100001 194412.4712)))",Rue Obscure,FR,Toponym,Garensteeg
74,,74,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,74,1855,1857,74,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((104992.247900002 194425.745499998,105001.109999999 194435.211599998,105002.653499998 194436.860199999,105011.104199998 194447.4395,105011.303599998 194447.715799998,105006.232799999 194453.196400002,105004.4991 194456.633299999,105001.5427 194459.447900001,105013.130900003 194469.173900001,105014.677500002 194467.627300002,105006.478100002 194461.338100001,105008.187399998 194454.3332,105012.809699997 194449.802099999,105015.509999998 194447.148800001,105015.740999997 194446.921599999,105013.580799997 194444.3915,105011.0845 194441.4692,105006.597499996 194436.221500002,105004.5616 194433.842799999,105003.524800003 194432.631499998,105001.036799997 194429.7267,104995.254299998 194422.982999999,104995.2042 194422.966600001,104992.275700003 194425.3094,104992.247900002 194425.745499998)))",Rue des Tordeurs,FR,Toponym,Twijndersstraat
75,,75,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,75,1855,1857,75,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105048.331 194397.3169,105051.938699998 194392.727499999,105054.723099999 194387.894099999,105056.869999997 194384.155299999,105058.769299999 194380.693300001,105060.6294 194377.287900001,105062.583700001 194373.194800001,105064.156000003 194369.897799999,105064.358199999 194369.4738,105064.696999997 194368.6941,105066.691 194364.097100001,105068.5079 194359.483899999,105070.146600001 194355.307100002,105071.434799999 194352.009399999,105071.961400002 194350.657099999,105072.6862 194348.757199999,105075.980499998 194340.109700002,105075.9745 194340.057399999,105073.378600001 194338.6831,105072.813699998 194339.2053,105068.867799997 194348.3081,105066.315399997 194354.1877,105062.023199998 194363.9859,105059.8948 194368.385499999,105059.214900002 194369.789099999,105058.278700002 194371.720899999,105057.546300001 194373.044199999,105055.050099999 194377.550999999,105053.857900001 194379.702100001,105052.717200004 194381.8072,105050.3543 194386.1657,105049.980800003 194386.778000001,105047.980400003 194390.057500001,105047.362499997 194391.143199999,105043.796499997 194397.407299999,105043.449100003 194398.541999999,105048.331 194397.3169)))",Rue des Ponitentes,FR,Toponym,Sint-Amelbergastraat
76,,76,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,76,1855,1857,76,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105042.299400002 194343.771299999,105042.497199997 194343.950599998,105034.993000001 194355.102299999,105034.776100002 194355.424199998,105031.187100001 194361.0319,105029.482500002 194363.6928,105027.733499996 194366.421700001,105027.162699997 194366.811799999,105023.943099998 194369.011999998,105019.692400001 194371.916000001,105019.627700001 194372.124699999,105022.525899999 194377.618999999,105030.519699998 194369.158599999,105031.078199998 194368.562600002,105034.368600003 194363.901900001,105038.171599999 194358.510200001,105039.300300002 194356.908599999,105044.5163 194349.716800001,105048.409699999 194343.740800001,105050.060199998 194341.211199999,105051.373199999 194339.430100001,105054.593999997 194335.066199999,105057.821400002 194330.701400001,105057.803099997 194330.437199999,105051.204999998 194326.625,105050.623099998 194327.331500001,105046.451200001 194332.267200001,105041.941299997 194337.614500001,105042.685599998 194343.569499999,105042.299400002 194343.771299999)))",Petite rue des Penitentes,FR,Toponym,Penitentenstraat
77,,77,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,77,1855,1857,77,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((104959.327799998 194306.5922,104959.624700002 194307.009199999,104963.305500001 194312.178100001,104967.034900002 194316.910599999,104968.201300003 194318.3904,104969.411200002 194319.807599999,104970.974600002 194321.638599999,104972.144599997 194322.875599999,104975.157399997 194326.0623,104979.629799999 194330.796799999,104982.532399997 194333.872000001,104983.661600001 194335.1162,104987.090800002 194338.896200001,104987.887500003 194339.774799999,104989.7337 194341.8112,104991.414899997 194343.7053,104993.956200004 194346.569499999,104995.0836 194347.840700001,104996.467100002 194349.372400001,104997.478100002 194350.808499999,105000.2333 194354.830200002,105004.353799999 194360.4058,105005.470700003 194361.918099999,105007.171099998 194364.249000002,105009.7817 194367.829300001,105010.419399999 194368.704100002,105011.906900004 194370.745299999,105014.8433 194374.7762,105018.286899999 194379.3752,105019.7786 194381.3684,105020.354500003 194382.142999999,105023.199600004 194385.970699999,105023.625200003 194386.543499999,105028.592100002 194391.548599999,105029.2355 194392.197099999,105037.335199997 194399.573899999,105041.736000001 194403.405400001,105050.072300002 194408.1875,105055.827299997 194411.206900001,105055.970700003 194411.2163,105058.5022 194405.712900002,105057.490500003 194405.2064,105057.674800001 194404.537700001,105054.828599997 194403.233399998,105055.680200003 194401.359000001,105048.181699999 194397.5068,105048.331 194397.3169,105043.449100003 194398.541999999,105043.796499997 194397.407299999,105043.286499999 194398.303199999,105036.695799999 194392.181899998,105033.284599997 194389.014899999,105032.974600002 194388.726799998,105029.234099999 194385.249499999,105026.125399999 194382.360399999,105025.396600001 194381.428199999,105022.466600001 194377.6818,105022.525899999 194377.618999999,105019.627700001 194372.124699999,105019.692400001 194371.916000001,105019.251500003 194372.2172,105016.835500002 194368.8519,105015.234999999 194366.623399999,105013.4811 194364.182500001,105012.809199996 194363.296399999,105011.372699998 194361.402600002,105009.044799998 194358.334899999,105006.073299997 194354.421,105005.771499999 194354.023600001,105003.187399998 194350.910100002,105000.771899998 194348.0011,105000.3134 194347.5821,104995.665399998 194343.336199999,104994.956600003 194342.688999999,104990.810800001 194337.8596,104986.715700001 194333.093600001,104964.643600002 194308.272599999,104965.431199998 194307.733399998,104964.318499997 194305.920400001,104964.370700002 194305.891800001,104959.327799998 194306.5922)))",Rue aux Loups,FR,Toponym,Wolfstraat
78,,78,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,78,1855,1857,78,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((104990.363600001 194291.010899998,104990.846100003 194291.594599999,104992.614799999 194293.734000001,104998.407700002 194301.2106,104999.204800002 194302.239399999,105001.827299997 194305.061000001,105005.398199998 194308.9604,105006.095100001 194309.726199999,105010.303199999 194314.5079,105010.540299997 194314.777399998,105016.473099999 194320.6534,105017.263099998 194321.409000002,105018.070500001 194322.181499999,105022.612899996 194326.0156,105023.781000003 194327.001800001,105028.4133 194331.193700001,105032.8825 194335.239799999,105033.782399997 194336.054699998,105036.323600002 194338.356400002,105040.842299998 194342.4507,105042.299400002 194343.771299999,105042.685599998 194343.569499999,105041.941299997 194337.614500001,105041.8697 194337.699299999,105036.450499997 194332.783,105031.935500003 194328.689199999,105029.482299998 194326.465599999,105027.607199997 194324.766199999,105026.553199999 194323.885200001,105025.779899999 194323.2388,105023.6043 194321.9465,105021.552299999 194320.238000002,105021.205399998 194319.949200001,105017.317299999 194315.8191,105014.982799999 194313.340500001,105013.795299999 194312.080200002,105013.578400001 194311.861000001,105009.18 194307.418499999,105007.629100002 194305.859900001,105005.026100002 194303.578299999,104992.5792 194290.122299999,104992.439599998 194289.9714,104992.294200003 194289.9714,104990.363600001 194291.010899998)))",Rue des Amants,FR,Toponym,Wolfstraat
79,,79,ttps://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A34FC0D84-8CD1-11E2-A445-9E8DB44EB760,79,1855,1857,79,https://id.erfgoed.net/thesauri/erfgoedtypes/1212,"MULTIPOLYGON (((105033.621100001 194165.9516,105040.680600002 194174.052999999,105031.932099998 194180.441599999,105028.268799998 194183.122900002,105025.184500001 194185.405499998,105020.061800003 194189.203699999,105014.466200002 194193.3629,105012.965800002 194194.4802,105005.015500002 194200.241599999,105003.712300003 194201.188700002,105002.605800003 194201.844900001,104998.908500001 194204.041099999,104995.455399998 194206.096999999,104994.737000003 194206.5251,104989.839400001 194210.632100001,104986.412799999 194213.681299999,104982.5889 194217.088100001,104978.3015 194220.9133,104971.538400002 194226.958999999,104963.8631 194218.7938,104957.938299999 194212.481899999,104957.6787 194212.609000001,104956.008500002 194214.995000001,104951.2443 194221.206500001,104951.414999999 194221.0427,104957.578400001 194226.8541,104962.4296 194230.873100001,104963.347000003 194231.6206,104966.808700003 194234.762899999,104971.839500003 194239.3004,104975.7777 194242.840700001,104979.885700002 194246.529599998,104983.804099999 194250.0462,104984.065499999 194250.2808,104988.163400002 194253.884300001,104990.547399998 194255.980300002,104992.8992 194258.047699999,104995.864600003 194260.654199999,105002.542499997 194266.522799999,105014.703100003 194265.100099999,105015.240500003 194265.588100001,105021.744900003 194269.9256,105022.199000001 194270.186500002,105027.108199999 194273.0066,105029.252099998 194274.2379,105033.610699996 194276.750100002,105034.101400003 194277.032900002,105034.765000001 194277.398800001,105040.924199998 194280.794100001,105042.758400001 194281.804900002,105045.332800001 194283.2588,105049.393399999 194285.551600002,105055.538500004 194289.022799999,105056.137900002 194289.361400001,105063.852700002 194293.710200001,105073.962800004 194298.935699999,105074.829300001 194298.742199998,105082.433499999 194291.137899999,105082.119199999 194290.942600001,105084.251500003 194287.855500001,105085.568099998 194285.9562,105087.914099999 194282.5856,105090.195699997 194279.324200001,105092.659000002 194275.812100001,105094.892099999 194272.6307,105100.4476 194264.725699998,105100.849200003 194264.154899999,105114.4362 194243.626499999,105114.7861 194243.534400001,105114.273400001 194243.297800001,105113.969800003 194243.158,105117.976499997 194235.271899998,105122.116300002 194227.1428,105122.959200002 194225.4903,105118.093900003 194221.682,105112.582199998 194217.663199998,105110.111900002 194215.859700002,105103.158299997 194210.672699999,105103.125799999 194210.2434,105064.146499999 194176.865899999,105063.941299997 194177.045400001,105057.115999997 194171.1899,105054.0255 194168.585200001,105052.141199999 194166.9965,105050.379299998 194165.510499999,105053.466399997 194162.482000001,105052.575199999 194161.4641,105048.659000002 194157.389699999,105046.336300001 194154.967799999,105044.564900003 194153.103100002,105041.613399997 194149.986499999,105039.082000002 194147.3002,105026.3486 194157.576299999,105033.621100001 194165.9516),(105056.816600002 194215.685600001,105055.990900002 194215.459399998,105054.709299996 194215.331599999,105054.838600002 194214.183200002,105056.236900002 194214.3123,105056.481700003 194213.280099999,105057.926700003 194213.463399999,105057.702600002 194214.9903,105062.909100004 194215.639600001,105063.071599998 194214.117600001,105064.378300004 194214.2841,105064.241800003 194215.8061,105069.571500003 194216.473499998,105069.880400002 194214.986499999,105071.201399997 194215.155499998,105070.950000003 194216.646499999,105076.285099998 194217.317400001,105076.479000002 194216.035799999,105077.944499999 194216.281599998,105077.813199997 194217.430100001,105077.111100003 194217.421500001,105076.689199999 194223.1668,105081.023599997 194224.578200001,105082.065700002 194223.5799,105082.757399999 194224.394000001,105081.540399998 194225.559799999,105081.875100002 194229.328200001,105083.728299998 194229.5264,105084.691299997 194228.6754,105085.270300001 194229.143199999,105084.4925 194230.196800001,105085.109800003 194232.476500001,105087.471100003 194231.738200001,105087.713799998 194230.2117,105088.993299998 194230.8046,105088.4454 194232.537300002,105089.343800001 194234.178399999,105091.169799998 194234.2859,105091.037 194235.434099998,105088.964599997 194235.2194,105087.634199999 194236.191199999,105088.555799998 194237.239,105090.657700002 194237.4987,105090.528099999 194238.4168,105088.699699998 194238.390900001,105087.241999999 194239.2903,105090.628700003 194240.861400001,105091.673699997 194240.157900002,105092.2487 194240.8561,105091.004000001 194241.979499999,105090.842 194244.0174,105091.842 194244.873799998,105091.012800001 194245.666299999,105089.958499998 194244.8213,105086.573299997 194245.603399999,105087.390699998 194246.678599998,105089.127599999 194246.788600001,105088.993600003 194248.050900001,105086.6708 194247.894499999,105085.5977 194248.692699999,105086.773400001 194249.796700001,105088.383100003 194249.995700002,105088.3706 194250.914700001,105086.579400003 194250.8391,105084.845799997 194252.5658,105084.824199997 194254.196699999,105083.657399997 194254.180799998,105083.6752 194252.8189,105081.821900003 194251.7436,105081.190800004 194254.194200002,105082.128700003 194255.079,105081.300399996 194255.986900002,105080.059199996 194254.669799998,105078.049699999 194254.7958,105077.765100002 194256.985599998,105078.366099998 194257.441500001,105079.052500002 194258.484000001,105078.459399998 194259.280099999,105077.000200003 194257.8059,105074.358599998 194257.921500001,105073.215400003 194259.214499999,105072.409699999 194258.400899999,105073.427199997 194257.1219,105072.924599998 194254.3871,105070.946199998 194254.133499999,105070.506499998 194255.585700002,105071.042099997 194255.857700001,105071.0229 194257.465500001,105069.787100002 194257.32,105069.958400004 194255.674699999,105065.520400003 194255.136,105065.348700002 194256.799699999,105064.185099997 194256.663800001,105064.366800003 194254.996399999,105059.5801 194254.419500001,105059.407799996 194256.107999999,105057.976099998 194255.9421,105058.177599996 194254.2511,105054.525600001 194253.814100001,105054.419500001 194255.116700001,105053.717699997 194255.209800001,105053.622000001 194254.713,105052.221000001 194254.601799998,105052.230499998 194253.5405,105043.1109 194252.461399999,105042.949600004 194254.220400002,105041.456900001 194254.051199999,105041.706 194252.296300001,105038.013499998 194251.863499999,105037.847400002 194253.643300001,105036.429300003 194253.483100001,105036.609899998 194251.699200001,105033.037600003 194251.2808,105032.912500001 194253.085900001,105031.486299999 194252.924800001,105031.717 194251.1261,105028.275600001 194250.723000001,105028.156999998 194252.548700001,105026.690399997 194252.3829,105026.696800001 194250.5381,105023.505999997 194250.1818,105023.339400001 194252.0042,105021.906400003 194251.842300002,105022.012400001 194250.015000001,105017.810800001 194249.545699999,105017.600400001 194251.3554,105015.908200003 194251.164099999,105015.983499996 194250.1094,105011.276500002 194249.980700001,105012.754199997 194237.679699998,105011.334700003 194237.518399999,105011.471799999 194236.0845,105012.9278 194236.250100002,105013.393399999 194232.4333,105011.840499997 194232.250399999,105011.954000004 194231.073399998,105013.549000002 194231.1609,105015.173299998 194217.862399999,105020.991599999 194218.3708,105021.411799997 194218.4243,105021.333700001 194219.4091,105025.0506 194219.8596,105025.138999999 194218.899099998,105026.410599999 194219.061000001,105026.3288 194220.014600001,105029.657799996 194220.418099999,105029.770099998 194219.489,105031.275200002 194219.6807,105031.140699998 194220.597800002,105034.390199997 194220.991700001,105034.516900003 194220.093600001,105035.894000001 194220.269000001,105035.752599999 194221.156800002,105039.770599999 194221.643800002,105039.893200003 194220.7784,105041.171899997 194220.941300001,105041.054899998 194221.7995,105045.634900004 194222.3554,105045.767700002 194221.5273,105047.059699997 194221.692600001,105046.928000003 194222.512800001,105054.970399998 194223.4969,105055.057599999 194222.720400002,105055.793700002 194222.815400001,105056.816600002 194215.685600001)))",Place St. Jacques,FR,Toponym,Bij Sint-Jacobs
