WKT,Name,description,tessellate,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((3.77117901733 51.0879512573,3.77109663643 51.0880317399,3.77104031746 51.0880826943,3.77096407654 51.0881290506,3.7708520674 51.088182421),(3.7708520674 51.088182421,3.771004781 51.0881831941,3.77111452818 51.0881954338,3.77122124803 51.0882211446,3.77136632056 51.0882614311),(3.76901237789 51.088841878,3.7688799222 51.0888196304,3.76879589828 51.0888048189,3.76874340343 51.0887802839,3.76867702242 51.0887251119,3.76865402555 51.0887005113,3.76864581584 51.0886836646,3.76863715429 51.088651125),(3.76901237789 51.088841878,3.76909081878 51.0887353061,3.76921229706 51.0886118697,3.76929163177 51.0885466545,3.76939655589 51.088489658,3.76957883844 51.0884105784,3.76973640114 51.0883673326,3.7702713982 51.0882747626,3.7708520674 51.088182421),(3.76880649301 51.0951062423,3.76890752473 51.0950154263,3.76900930565 51.0948753518,3.76910223726 51.0947526731,3.76921401374 51.0946076184,3.76978728801 51.0938725235,3.76988590147 51.0937516707,3.77003915765 51.0935996316,3.77021282625 51.0934144397,3.77034370449 51.093226333,3.77042584375 51.093054155,3.77050045872 51.092800142,3.77051829566 51.0926330368,3.77051545968 51.0925197591,3.77045567051 51.0919486474,3.77042366893 51.0917722985,3.77032185298 51.0915857096,3.77006656525 51.0913453058,3.76997333629 51.0912684231,3.76972711346 51.0911008757,3.76950232174 51.0909316384,3.76938787368 51.0908402663,3.76926382352 51.0907182845,3.76923145632 51.0906821624,3.7692047566 51.0906496654,3.76919210472 51.0906343225,3.76915273696 51.0905873763,3.7690505518 51.0904304474,3.76894344477 51.0902114687,3.76886882531 51.09001962,3.76885808056 51.0898559629,3.76889379398 51.0896305193,3.76894392536 51.089282896,3.76897817004 51.089061037,3.76901237789 51.088841878))",90414058,,1,90414058,90414058,71032,9041,9041,Meerhoutstraat
"MULTILINESTRING ((3.77520993588 51.0810838592,3.77506183873 51.0809426426,3.77485945278 51.0807496589),(3.77660936826 51.0811703611,3.77647325283 51.0811242033,3.77635776452 51.0810925461,3.77629367242 51.081079937,3.77621006891 51.081067955,3.77613214995 51.0810596124,3.77603926594 51.0810555344,3.77592794851 51.0810571422,3.77580517935 51.0810572495,3.77563650539 51.0810578465,3.77546668697 51.0810584374,3.77533700887 51.0810622913,3.77525409616 51.0810735611,3.77520993588 51.0810838592),(3.77660936826 51.0811703611,3.77679651428 51.0812385704,3.77695306369 51.0812892236,3.77707160537 51.0811698447,3.77706397329 51.0810476653,3.77674088252 51.0810335455,3.77666735002 51.0811092782,3.77660936826 51.0811703611),(3.77461517301 51.0819404939,3.77467590811 51.0817655126,3.77469079229 51.0817170473,3.77472334903 51.0816255193,3.77477067947 51.0814945177,3.77479735674 51.0814164448,3.77481949302 51.0813590264,3.77484869186 51.0813070364,3.77489225656 51.0812479282,3.77492403626 51.081217524,3.77497158319 51.081181807,3.77502619807 51.0811515207,3.77506360391 51.0811348394,3.77509795908 51.0811195198,3.77517107925 51.0810929191,3.77520993588 51.0810838592))",90414131,,1,90414131,90414131,71107,9041,9041,Muldersveld
"MULTILINESTRING ((3.76262427554 51.0767015192,3.76388695739 51.0772630541),(3.76388695739 51.0772630541,3.76430566394 51.0769414223),(3.76388695739 51.0772630541,3.76357074682 51.0774742961))",90414142,,1,90414142,90414142,71155,9041,9041,Noordakker
"MULTILINESTRING ((3.7650241913 51.1004124296,3.7648810259 51.1003952882),(3.76307880871 51.100503833,3.76358398708 51.1001233667,3.76395482241 51.0998196374,3.76418425753 51.0996311415,3.7648810259 51.1003952882),(3.76307880871 51.100503833,3.76314461479 51.1005316455,3.76344693831 51.1004281675,3.76374957534 51.1003939473),(3.76252909634 51.1009925909,3.76284263623 51.1007047535,3.76307880871 51.100503833),(3.76483544628 51.1010294586,3.7648755291 51.1009150761,3.76489176795 51.1004996106,3.76488625409 51.1004584847,3.7648810259 51.1003952882))",90414065,,1,90414065,90414065,71201,9041,9041,Oostakkerdorp
"MULTILINESTRING ((3.75141271779 51.0790517197,3.75141173054 51.0789625071,3.75142198122 51.0788735275,3.75144340604 51.0787853406,3.75155720372 51.0784152235,3.75156392312 51.078396527,3.75157959782 51.0783791008,3.75159600016 51.078364597,3.75160906256 51.0783554909),(3.75163040204 51.0790557306,3.75155142576 51.0790921378,3.7515412182 51.0790963141,3.75153017431 51.0790995433,3.75151852137 51.079101754,3.75150648394 51.0791029081),(3.75150648394 51.0791029081,3.75149260407 51.0791030853,3.75147885805 51.0791018403,3.75146562138 51.0790992059,3.7514532381 51.0790952502,3.75144203701 51.0790900795,3.75143231993 51.0790838309,3.75142434738 51.0790766736,3.75141832058 51.0790687923,3.75141441112 51.0790604002,3.75141271779 51.0790517197),(3.7514297256 51.0791654463,3.75141900061 51.079108716,3.75141271779 51.0790517197),(3.7514297256 51.0791654463,3.75142856497 51.0791566146,3.75142971482 51.0791477778,3.75143314907 51.0791391831,3.75143877253 51.0791310597,3.75144643516 51.0791236253,3.75145592855 51.0791170815,3.75146699759 51.0791116066,3.75147933775 51.0791073491,3.75149262204 51.0791044234,3.75150648394 51.0791029081),(3.75199495725 51.0796327388,3.75198970929 51.0796282239,3.75198621485 51.0796298346,3.75187840893 51.0796503761,3.75186772436 51.0796518598,3.75185680624 51.0796522966,3.75184591147 51.0796516786,3.75183529608 51.079650016,3.751825208 51.0796473528,3.75173513303 51.0796182664,3.7517058758 51.0796068619,3.75167989652 51.0795926496,3.75165786893 51.0795760016,3.75164035807 51.079557344,3.75159187959 51.0794949552,3.75153678142 51.079415674,3.75149123324 51.0793340218,3.7514554794 51.0792504585,3.7514297256 51.0791654463))",90414158,,1,90414158,90414158,163374,9041,9041,Paardenbulkpad
"LINESTRING (3.76011399726 51.093012232,3.75984872566 51.093253184,3.75979432638 51.0932974984,3.75974480765 51.0933299444,3.75924411905 51.093639523,3.75889857848 51.093853576,3.75885289196 51.093881287,3.75881384309 51.0939072451,3.75878706252 51.0939332708,3.75876201929 51.093971194,3.75858970624 51.0943392398,3.7584746644 51.0945891586,3.75846670892 51.0946052884,3.75844660282 51.0946265916,3.75841806604 51.0946424968,3.75837344492 51.0946638389,3.75834547498 51.0946947066)",90414075,,1,90414075,90414075,71381,9041,9041,Puigem
"LINESTRING (3.77093968908 51.1038993981,3.77010149893 51.1036821105,3.76945830159 51.1035134478)",90414137,,1,90414137,90414137,71399,9041,9041,Ramstraat
"MULTILINESTRING ((3.76977878276 51.0776257504,3.76989469328 51.0775393576),(3.76977878276 51.0776257504,3.76991368187 51.0777158781),(3.76852765954 51.0788257019,3.76864096584 51.0787658536,3.76876369817 51.0787173817,3.76887363579 51.0786535674,3.76894717098 51.0785917497,3.769181775 51.0784631054,3.76928802863 51.0784164583,3.76941800946 51.0783426525,3.76950902856 51.0782683793,3.76956749272 51.0782337622,3.76956854285 51.0781516643,3.76926389269 51.0779340875,3.76935140477 51.0778630695,3.7694979712 51.0777787095,3.76977878276 51.0776257504))",90414173,,1,90414173,90414173,187526,9041,9041,Rita Gorrstraat
"MULTILINESTRING ((3.76732580262 51.0755788036,3.7675280107 51.0756112965,3.76761488766 51.075624323,3.76770034619 51.0756364453,3.76772598591 51.0756401704,3.76785267352 51.0756641893,3.76789959791 51.075677012,3.76794366657 51.0756898206,3.76798630151 51.0757035221,3.7680303477 51.0757181283,3.76807438402 51.0757336337,3.76809995456 51.0757427562,3.76817940785 51.0757782143,3.76819075178 51.0757836676,3.76826439477 51.0758271876,3.76833802518 51.0758716107,3.76835926854 51.075884303,3.76893821747 51.0763600788),(3.76714100928 51.0760794574,3.76750647359 51.0761775021,3.76762152801 51.0762185413,3.76810167304 51.076387285,3.76854062672 51.0765414362,3.76857334156 51.0765496938,3.7686089436 51.0765552672,3.76864602875 51.0765563542,3.76867744463 51.0765547158,3.76871319668 51.0765486045,3.76874756712 51.076538893,3.76877912224 51.0765264695,3.76878919954 51.0765193265,3.76893821747 51.0763600788),(3.76893821747 51.0763600788,3.76944659026 51.0764417673,3.76952076415 51.0764439385))",90414078,,1,90414078,90414078,71470,9041,9041,Romain Clausstraat
"LINESTRING (3.7710273368 51.1070981515,3.77107085478 51.1069329744,3.77121516105 51.1060312032,3.77122902206 51.1059521688)",90414122,,1,90414122,90414122,71510,9041,9041,Schaapscheerderstraat
"LINESTRING (3.80305014498 51.074246679,3.80318294562 51.0740540015,3.80319177426 51.0737696008,3.80326665513 51.0735246894,3.80344390621 51.0730521464,3.80348401239 51.072932087,3.80366446237 51.0727098911,3.80375987064 51.0725989296)",90414181,,1,90414181,90414181,218057,9041,9041,Simone Moulinpad
"LINESTRING (3.77032185298 51.0915857096,3.77052464316 51.0914662828,3.77064232785 51.0914165401,3.77077274077 51.0913758507,3.77088731819 51.0913458672,3.77096597827 51.0913336819,3.77109160587 51.0913325202,3.77132282953 51.0913336909,3.77210497737 51.0913394448,3.77233463796 51.0913513915,3.77347114514 51.0914407285,3.773554242 51.0914168741)",90414082,,1,90414082,90414082,71586,9041,9041,Sint-Arnoutstraat
"MULTILINESTRING ((3.77627417449 51.0986412051,3.77611532091 51.09871427,3.77578534724 51.0988495001,3.77554575668 51.0989417832,3.77522755634 51.0990417601,3.77520792186 51.0990470549,3.77480209176 51.0991564778,3.77431542047 51.0992565056,3.77419380475 51.0992774654,3.77392492012 51.099315664,3.77349612639 51.0993548527,3.77318183552 51.0993712476,3.77278062365 51.0993746165),(3.77278062365 51.0993746165,3.77139155873 51.0993711906,3.76935301186 51.0993599591,3.76915312952 51.0993607415,3.76874338636 51.0993613575,3.76807387018 51.0993570533,3.76770699013 51.0993551861,3.76687043852 51.0993509242,3.76646931918 51.0993470808,3.76613368793 51.0993570539,3.76580218803 51.099377841,3.76567948984 51.0993938342,3.76547043211 51.099421085,3.76525241818 51.0994558503,3.76496097955 51.0995146655,3.76476202787 51.0995540971,3.7643997418 51.0996385393,3.76418425753 51.0996311415),(3.77375540084 51.1002973179,3.7728781241 51.1001265928,3.77280999497 51.1000947885,3.77277221093 51.1000352705,3.77277210493 51.0995948042,3.77278062365 51.0993746165))",90414084,,1,90414084,90414084,71616,9041,9041,Sint-Laurentiuslaan
"MULTILINESTRING ((3.75742915117 51.0820972254,3.75743961924 51.082060425,3.75744203301 51.0819849303,3.75747106836 51.0818376567,3.75749184729 51.081776639,3.75751113951 51.0817201065,3.7575883524 51.0815991537),(3.75755149722 51.0824547304,3.75754072372 51.0824052325,3.75751124731 51.082367328,3.75744297624 51.0823498949,3.75739779098 51.0823128035,3.75738836406 51.0822696095,3.75739487415 51.0822085151,3.75740394714 51.0821690089,3.75742168617 51.0821223571,3.75742915117 51.0820972254),(3.75755149722 51.0824547304,3.75763384039 51.0822690802,3.75763213629 51.0821809771,3.75758689174 51.0821483816,3.75742915117 51.0820972254),(3.75832265867 51.0838268154,3.75823196206 51.0837895452,3.75802468659 51.0837057721,3.75791680162 51.0836611687,3.75783449977 51.0836247849,3.75776660241 51.0835785872,3.75771870244 51.0835306982,3.7576893437 51.0834838029,3.75767712032 51.0834360961,3.757673616 51.0833767503,3.75768015663 51.0833129616,3.75768648167 51.0832653528,3.75769133976 51.0832213301,3.75769637392 51.0831638265,3.75769575767 51.0831017971,3.75768916853 51.0830595124,3.75765966157 51.0830243025,3.75763148142 51.0829962915,3.75758909531 51.0829637101,3.75753823629 51.0829238936,3.75749308517 51.0828841075,3.75746362582 51.0828453022,3.75745688665 51.0828147032,3.75745175458 51.0827706316,3.75745927438 51.0827410065,3.75747119861 51.0827024155,3.75748456734 51.0826620322,3.75750384788 51.0826063998,3.75752322185 51.0825435745,3.75755149722 51.0824547304),(3.75832265867 51.0838268154,3.75856668063 51.0838247455),(3.75832265867 51.0838268154,3.7584993492 51.0839465079))",90414128,,1,90414128,90414128,71657,9041,9041,Slotenbilk
"LINESTRING (3.80041522186 51.0715561584,3.80018496389 51.0718554161,3.80028688674 51.0718869035,3.80032415964 51.0719260888,3.8004490066 51.0719666497,3.80051149341 51.0719661648,3.80061849623 51.0720024551,3.80080393366 51.0720788325,3.80129437338 51.0722370942,3.80169061486 51.0724027621,3.80182311816 51.0724427525)",90414170,,1,90414170,90404170,184580,9041,9041,Te Winkel
"MULTILINESTRING ((3.7939494889 51.0788677631,3.79399502361 51.0786985781),(3.7939494889 51.0788677631,3.79420906339 51.0788945084),(3.79214968818 51.0798701672,3.7925670787 51.0794999978,3.79263752368 51.0794372783,3.79287523498 51.0790629494,3.79285727226 51.0790345438,3.79291818343 51.0789389342,3.79296348098 51.0789280797,3.79304794597 51.0787979187,3.79368108667 51.0788645112,3.79373209301 51.0788447725,3.7939494889 51.0788677631))",90414160,,1,90414160,90414160,167641,9041,9041,Ter Hand
"MULTILINESTRING ((3.79561158957 51.0748925759,3.79560803763 51.074833231,3.79560699289 51.0748017648,3.79560711416 51.0747918768,3.79560296395 51.0747810705,3.79559739349 51.0747702562,3.79559036777 51.0747612312,3.79557905349 51.0747530878,3.79556629921 51.0747458356,3.79555209684 51.0747403732,3.79555067301 51.0747403664,3.79548953727 51.0747220889,3.79547529089 51.0747202224,3.79545820403 51.0747174443,3.79544248531 51.0747191658,3.79542535444 51.0747199797,3.7954110326 51.0747244025,3.79539813459 51.0747288365,3.79538520424 51.074735964,3.79537511975 51.0747440064,3.79536787304 51.0747529591,3.79536204567 51.0747628201,3.79535907135 51.0747726917,3.7953603784 51.0747825871,3.79536168275 51.0747924824,3.7953701323 51.0748015114,3.79537714815 51.0748114344,3.79538705566 51.0748177761,3.79539981084 51.0748250295,3.79541544602 51.0748295978,3.79557613935 51.0748744271,3.79561158957 51.0748925759),(3.79561158957 51.0748925759,3.79574066939 51.0749552287,3.79580876528 51.0749879213,3.79587683512 51.0750224104,3.79594208066 51.0750541891,3.79599172156 51.0750787004,3.7960427854 51.0751041188,3.7960924254 51.0751286278,3.79612931292 51.0751458886,3.79617611156 51.0751694867,3.79622718168 51.0751940042,3.7962725996 51.0752140024,3.79632659643 51.0752322419,3.79637209161 51.0752459475,3.79642332702 51.0752569817,3.79647886267 51.0752662392,3.79654298442 51.0752737419,3.79660714659 51.0752776476,3.79666849882 51.0752779451,3.79675418373 51.0752720696,3.79685131048 51.0752644494,3.7969270169 51.0752576257,3.79702986142 51.0752491359,3.79711127573 51.0752423364,3.79717412187 51.0752372499,3.79725839373 51.0752304651,3.79764404138 51.0751990732))",90414119,,1,90414119,90414119,71841,9041,9041,Vanillestraat
"LINESTRING (3.80680693992 51.0719369212,3.80647432072 51.0717448352,3.80642363238 51.0717158251,3.8063701934 51.0716918776,3.80631938738 51.0716730181,3.8062497958 51.0716523788,3.80616944239 51.0716333821,3.80499873815 51.0713739494,3.80376107978 51.0710989554,3.80285713385 51.0708995144,3.8028144513 51.0708894206,3.80275468099 51.0708765497,3.80267356851 51.0708590812,3.80259672393 51.0708425306,3.80253409968 51.0708296461,3.80246864573 51.0708149491,3.80238752966 51.0707974807,3.80231210171 51.0707818371,3.8022438055 51.0707662268,3.80217691155 51.0707524211,3.80210434744 51.0707358935,3.80202181832 51.0707175202,3.80193073544 51.0706982053,3.80182828707 51.0706752399,3.80174148556 51.0706559448,3.80165040807 51.0706366298,3.80152661393 51.0706090669,3.8014398241 51.0705888742,3.80135302349 51.0705695796,3.80122068098 51.0705410739,3.80112534278 51.0705199431,3.80097735971 51.0704868692,3.80091617726 51.070473091,3.80084787116 51.070458381,3.80078383565 51.0704445882,3.80072123565 51.0704299046,3.80066716246 51.0704179576,3.80061594142 51.0704060253,3.80055474819 51.0703931458,3.80047363391 51.070375676,3.80039109311 51.0703581989,3.8003327646 51.070344436,3.80027299699 51.0703315615,3.80021749548 51.0703196071,3.80014919387 51.0703048965,3.80004104659 51.0702810024,3.79995710082 51.0702617234,3.79988880551 51.0702461118,3.79981053799 51.0702295519,3.79972942371 51.0702120843,3.79965116698 51.0701946263,3.79958143166 51.0701799055,3.79951313634 51.0701642972,3.79943769493 51.0701495487,3.79913738184 51.0700896694)",90414089,,1,90414089,90414089,71853,9041,9041,Veldekensstraat
"MULTILINESTRING ((3.767530676 51.1001884765,3.76812502205 51.1003775764,3.76827689483 51.1004466651,3.76876728604 51.1006154558),(3.76876728604 51.1006154558,3.76913543001 51.1007422735,3.76914966472 51.1007459441,3.76919086325 51.100761432,3.76923204921 51.1007787211,3.769246186 51.1007895788,3.76925314974 51.1008030986,3.76924571438 51.1008264337,3.76921971445 51.1008496723,3.76918674627 51.1008602909,3.76913395588 51.1008573277,3.76875301899 51.100725949,3.76873755539 51.100706993,3.7687409636 51.100663863,3.76876728604 51.1006154558))",90414090,,1,90414090,90414090,71856,9041,9041,Vendelstraat
"LINESTRING (3.78094583618 51.0854248649,3.78079764829 51.085482175,3.78069126081 51.0854849428,3.78059034138 51.0854770834,3.77976529628 51.0853722892,3.77961116155 51.0853152578,3.77975858856 51.0851115702,3.77979490565 51.0850605155,3.77984752716 51.0849618982,3.77987517461 51.0849197856,3.77995941592 51.0848033492,3.7800379161 51.0846895761,3.78012506077 51.0845695582,3.78021795376 51.0844459707,3.78028038038 51.0843617841,3.78030069668 51.08433492,3.78037047422 51.0842336902,3.78044599379 51.0841297932,3.78051426575 51.0840348464,3.78061154252 51.083903193,3.78063622732 51.0838691564,3.78066964914 51.0838216819,3.78082071164 51.0836120885)",90414093,,1,90414093,90414093,71937,9041,9041,Vossenbergstraat
"LINESTRING (3.76418425753 51.0996311415,3.76416289379 51.0997453439,3.7641258859 51.0998029966,3.7641262596 51.09986769,3.76412246691 51.0998806087,3.76411139158 51.0998957731,3.76409916731 51.099906366,3.76405180184 51.0999236283,3.76400814192 51.0999348208,3.7639692287 51.099952887,3.76393627939 51.0999770731,3.76386659617 51.100037602,3.76380914981 51.1000867776,3.76377608193 51.100120096,3.76375633965 51.1001511986,3.76374514664 51.1001754964,3.76373751995 51.1002043781,3.76373690101 51.1002523226,3.76373830597 51.1003307208,3.76374957534 51.1003939473)",,,1,,,219868,9041,9041,Vredesboompad
"LINESTRING (3.77831592296 51.0959560122,3.77793369879 51.095928031,3.7774074612 51.0958858444,3.7769554047 51.0958485224,3.77666446553 51.0958263887)",90414100,,1,90414100,90414100,72056,9041,9041,Zalegemstraat
"MULTILINESTRING ((3.77578618986 51.1457253299,3.77573720922 51.1456469755,3.77573648518 51.1454357772,3.77556423412 51.1451545081),(3.77578618986 51.1457253299,3.77658616208 51.1455119939),(3.75682694935 51.1461232159,3.7570961412 51.1461616621,3.7572697577 51.1461858686,3.75730526092 51.1461889061,3.75733625818 51.1461895423,3.75737257887 51.1461878269,3.75740893728 51.1461832582,3.75744077178 51.1461777152,3.7574840535 51.1461641456,3.75751824967 51.1461514788,3.75754938977 51.1461411749,3.75759184685 51.1461328328,3.75763777501 51.146129735,3.75771965376 51.1461325425,3.75779325003 51.1461520998,3.75782822414 51.1461664646,3.75786715443 51.146187531,3.75792320841 51.1462383369,3.75795138676 51.1462578896,3.75797181535 51.1462686493,3.7579946649 51.146279422,3.75802477103 51.1462902331,3.75806396363 51.1463003301,3.7581207147 51.146309375,3.75922032896 51.146467265,3.76030546328 51.146622787,3.76136462641 51.1467755009,3.76243286971 51.1469282521,3.76254639341 51.1469448167,3.76267597179 51.1469673598,3.7628357722 51.1469903706,3.76296547994 51.1470048067,3.76344859301 51.1470727341,3.76350656039 51.1470814024,3.7635880304 51.1470939438,3.76364381039 51.1471067214,3.76375481701 51.1471308834,3.76389470805 51.1471669885,3.76435243652 51.1472800652,3.76464200486 51.1473443331,3.76498438965 51.1473944113,3.76531935435 51.1474570065,3.76564876297 51.1475283256,3.76596296042 51.1476064154,3.76627944049 51.1476951715,3.76657642711 51.1477944817,3.76678477966 51.147870508,3.76687149673 51.1479017729,3.76710442719 51.1479954282,3.76742404418 51.1481230113,3.76761200138 51.1481856135,3.7677488148 51.1482262653,3.76783924191 51.1482514597,3.76797735519 51.148285268,3.76814630583 51.1483203747,3.7683304443 51.1483506103,3.76923442436 51.1484845805,3.77031111541 51.1486441524,3.77136184875 51.1487997781,3.77208523151 51.1489067475,3.77254610498 51.1489750952,3.77261436167 51.148983811,3.77268527557 51.148991845,3.77271920314 51.1489947347,3.77278785689 51.1489968445,3.7729125727 51.1489992338,3.77296164946 51.1489977207,3.77307523424 51.1489938849,3.77316774993 51.1489934674,3.77327284384 51.1489957608,3.77336944956 51.1490041808,3.77349260948 51.1490189087,3.7740522123 51.1491019498,3.77525538974 51.1492790239,3.77573673042 51.149344917,3.77647698803 51.1494411931,3.7774257554 51.1495649579,3.77749858002 51.1495697302,3.77757848247 51.1495692501,3.77764864898 51.1495625472,3.77773573885 51.1495479958,3.77780746393 51.149528959,3.77787508731 51.1495019671,3.77793436175 51.1494696473,3.77799230937 51.1494320288,3.77803625675 51.1493925755,3.77807326914 51.1493477999,3.77809046559 51.1493179115,3.77810636217 51.1492800827,3.77811532826 51.1492360497,3.7781185074 51.1492060913,3.77811612956 51.1491725795,3.77811360439 51.1491505266,3.77810116452 51.1491106239,3.77806862036 51.1490498004,3.77802514998 51.1489746112,3.77801219807 51.14895973,3.77734560052 51.1480296791,3.77722414919 51.1478700555,3.77702146231 51.1476020734,3.77679472394 51.1472988916,3.7766351544 51.1470602597,3.77633855315 51.1465949994,3.77592324673 51.1459495803,3.77578618986 51.1457253299))",,,1,,,218323,9042,9042,Aleydispad
"LINESTRING (3.79343537498 51.1313414985,3.79372683248 51.1312131587,3.79391653421 51.1311432068,3.79413252873 51.1310900601,3.79442433297 51.1310685504,3.79631000994 51.1310193345)",90425308,,1,90425308,90425308,69783,9042,9042,Braamtweg
"MULTILINESTRING ((3.77731797822 51.1183337626,3.77766506659 51.1186707904,3.77824410714 51.1191887573),(3.77824410714 51.1191887573,3.778334351 51.1192808965,3.77872953876 51.1193161296,3.77879986966 51.119288616,3.77884341908 51.1192331026,3.77885291697 51.119159438,3.77881929573 51.1191071346,3.77874974726 51.1190726283,3.77864426618 51.1190559217,3.7785699225 51.1190618436,3.77824410714 51.1191887573))",90425125,,1,90425125,90425125,69788,9042,9042,Bragistraat
"LINESTRING (3.82426645474 51.1325921625,3.82381361132 51.1324660269,3.82379793751 51.1324623599,3.82361860503 51.1324040044,3.82344661089 51.1323294994,3.82332308536 51.1322633103,3.82311747536 51.1321311229,3.82232755529 51.1316312833,3.82124271113 51.1309431029,3.82044961731 51.130473796,3.82010049875 51.1302762182,3.8179869668 51.1289962462,3.81762240441 51.1287779135,3.81731159361 51.1286047753,3.81714826282 51.1285240111,3.81694493814 51.1284430583,3.81671153876 51.1283682606,3.81647106785 51.1282880332,3.81635446383 51.1282425431,3.81529829568 51.1278007365,3.8141414794 51.1272946288,3.81317210378 51.1268855711,3.81288078463 51.1267574545,3.81246436878 51.1265784127,3.81198396504 51.1263747993,3.81166418186 51.1262384574,3.81050360343 51.125695435,3.81011858909 51.1255201327,3.8099381975 51.1254347799,3.80984072311 51.1253435318)",90425101,,1,90425101,90425101,69833,9042,9042,Busstraat
"LINESTRING (3.78013664275 51.1221331131,3.78050152315 51.1220809974,3.78074468003 51.1220543425,3.78136657921 51.122008897,3.78154086315 51.1220070673,3.78218168624 51.1220471056,3.78224938328 51.1220569153,3.7823023722 51.1220840292,3.78233513107 51.1221295011,3.78237047618 51.1221816973,3.7823022141 51.1222168498,3.78118311897 51.1225140652,3.78105095254 51.1225745318,3.78079770039 51.122722491,3.78062000195 51.1226550866,3.78021909731 51.1222773507,3.78013664275 51.1221331131)",90425102,,1,90425102,90425102,69915,9042,9042,Desteldonkdorp
"LINESTRING (3.7901228212 51.1742830606,3.79033939424 51.1742301877,3.79055299025 51.1741871855,3.79086834563 51.1741249065,3.79144030028 51.1740108468,3.79190763892 51.1739151486,3.79239054807 51.1738321099,3.79284332233 51.1737579118,3.79332473039 51.1736802532,3.79369031416 51.1736029312)",90425802,,1,90425802,90425802,69940,9042,9042,Dordrechtstraat
"LINESTRING (3.76269400457 51.0188394442,3.76286202636 51.0189161811,3.76291984283 51.0189461601,3.76293147961 51.018952314,3.76341882284 51.0192101609,3.76393281549 51.0194795495,3.76428601509 51.0197239624)",90506014,,1,90506014,90506014,69745,9050,9050,Bloemstraat
"LINESTRING (3.74886916861 51.0452747748,3.75013108329 51.0453956582)",90506208,,1,90506208,90506208,142215,9050,9050,Boudewijn van der Lorestraat
"MULTILINESTRING ((3.78812585015 51.113694221,3.78834187971 51.1138930433,3.78907320627 51.1145735066,3.79022406403 51.1156290656,3.79071683039 51.1160872225,3.79095544448 51.1163095202,3.79202448459 51.1172900519,3.79219250997 51.1174463822),(3.79219250997 51.1174463822,3.79216669419 51.117455245,3.79212921827 51.1174829272,3.79210594921 51.1175169729,3.79209542814 51.1175591686,3.79210785094 51.1175942885,3.79213445455 51.1176375656,3.79219263394 51.1176684106,3.79225522406 51.1176884937,3.79228660131 51.1176922424,3.7923251606 51.1176924302,3.79236522725 51.1176863317,3.7924139905 51.1176694905,3.79245849484 51.1176508307,3.79249888938 51.1176177696,3.79251939522 51.1175765219,3.7925171144 51.1175297654,3.79248764427 51.1174873752,3.79244234133 51.1174547927,3.79238123254 51.1174302243,3.79230849056 51.1174226777,3.79221835181 51.1174357223,3.79219250997 51.1174463822))",90425123,,1,90425123,90425123,69982,9042,9042,Eddastraat
"LINESTRING (3.82778287938 51.1555272794,3.82735268518 51.1558938523,3.82731497031 51.1559413221,3.82729432612 51.1559960578,3.82730080387 51.156053615,3.82730879978 51.1561039908,3.82756827995 51.1566552967,3.82761766123 51.1567112525,3.82767998994 51.1567600776,3.82775822961 51.1567927963,3.82786510667 51.1568211501,3.82796223701 51.1568269877,3.82806955065 51.1568175927,3.82815845332 51.1567937265,3.82826610473 51.1567546677,3.82895111954 51.1564782459,3.82916224879 51.1563911192)",90425504,,1,90425504,90425504,70269,9042,9042,Gustaaf Van Heckelaan
"LINESTRING (3.78517975152 51.1488436459,3.78622088815 51.1492460925,3.78778667235 51.1498686415,3.7889798758 51.1503437204,3.7894563027 51.1505339252,3.7908258661 51.1510817613)",90425506,,1,90425506,90425506,70472,9042,9042,Jaak Janssensstraat
