WKT,Name,description,tessellate,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((3.70106696109 51.030189718,3.70114520704 51.0301238182,3.70144863728 51.0298451837,3.70164045006 51.0296555321,3.7018227317 51.0294634012,3.70199776843 51.0292652774,3.70223806059 51.0289650947,3.70238742257 51.0287609913,3.70252461777 51.0285530333,3.70265032532 51.0283430438,3.70276549113 51.0281302771,3.70278265345 51.0280946903,3.70286880188 51.0279160765,3.70296049292 51.0276992224,3.70304358709 51.0274791552,3.70311959714 51.027261169,3.70319468102 51.0270419461,3.70327149327 51.0268222956,3.70334680802 51.0266030379,3.70342486174 51.0263821762,3.7035032649 51.0261639085,3.70362203027 51.0258347415,3.70366158668 51.0257250847,3.70375085317 51.0254854732,3.70383107811 51.0252643214,3.70390791372 51.0250547612,3.70398988858 51.0248317122,3.70407104508 51.0246076712,3.70415037889 51.0243898534,3.70423086525 51.0241709859,3.70426262608 51.0240904397,3.70429815984 51.023996853),(3.70106696109 51.030189718,3.701018647 51.0303728439,3.70093545851 51.0304277945,3.70057942023 51.0307222255,3.7001581427 51.0310138063,3.69954481884 51.0313893921,3.69923155474 51.0315621058),(3.69923155474 51.0315621058,3.69905595476 51.0316401871,3.6981461662 51.0320605013,3.69783491881 51.0321868031,3.69761403476 51.0322852549),(3.69541654358 51.0321349487,3.69631873419 51.0325898955,3.69632703552 51.0325940285),(3.69761403476 51.0322852549,3.69695787653 51.032508442,3.6965512676 51.0326299033,3.69647457752 51.0326543908,3.69645662559 51.0326585402),(3.69632703552 51.0325940285,3.69645825962 51.0325573419,3.6966495352 51.0325008476,3.69681157511 51.0324509183,3.69697338146 51.0323983005,3.69712866873 51.0323470836,3.69728419046 51.0322932154,3.69744538056 51.0322357305,3.69762476963 51.0321698782,3.6977759552 51.0321112106,3.69792561991 51.0320512782,3.69807681266 51.031989879,3.69822444808 51.0319261483,3.6983702231 51.0318619294,3.69863493415 51.0317399559,3.69879895664 51.0316607657,3.69894153365 51.0315889779,3.69907735443 51.0315186356,3.69921658432 51.031445407,3.69945954806 51.0313107239,3.69961663106 51.0312190884,3.69987313331 51.0310634015,3.69999998621 51.0309830538,3.70020469699 51.0308463711,3.70024539876 51.0308191952,3.70048048428 51.0306527328,3.7007097541 51.0304801236,3.70093213564 51.0303032794,3.70106696109 51.030189718),(3.69632703552 51.0325940285,3.69645662559 51.0326585402),(3.69618085807 51.0326343058,3.69613306141 51.0326094641,3.69525086459 51.032169859),(3.69618085807 51.0326343058,3.69624060502 51.0326181917,3.69632703552 51.0325940285),(3.69934795484 51.0326706619,3.69917210603 51.0324083286,3.69905878446 51.0322177842,3.69903205239 51.032154913,3.69901134712 51.0320572309,3.69902097796 51.0319632049,3.6990501238 51.031857094,3.69910413411 51.0317511259,3.69919692109 51.0316384081,3.69923155474 51.0315621058),(3.69934795484 51.0326706619,3.69946289967 51.0327479702,3.69950391405 51.0327778233,3.69954503264 51.0328007035,3.69958351377 51.0328148606,3.6996358595 51.0328256106,3.69969920151 51.0328399095,3.69976237553 51.0328664018,3.69982539863 51.0329033452,3.69986629084 51.0329419054,3.69989885028 51.0329839049,3.69991761519 51.0330240807,3.69992812099 51.0330624708,3.69993028683 51.0331042945,3.69993531739 51.0331391678,3.69995134693 51.0331775889,3.69997576493 51.0332090862,3.70001670655 51.0332441628,3.70006855462 51.0332897543),(3.69645662559 51.0326585402,3.69638020591 51.0326762027,3.69629378888 51.0326929987),(3.69645662559 51.0326585402,3.69668554148 51.0327724961,3.69688848797 51.0328793788,3.69736351978 51.033120183,3.69748806132 51.0331810626,3.6975964215 51.033229816,3.69769946095 51.0332690838,3.69779039651 51.0332971062,3.69788415548 51.0333182705,3.69798341482 51.0333360248),(3.69629378888 51.0326929987,3.69618085807 51.0326343058),(3.69629378888 51.0326929987,3.69628998271 51.0326937387,3.69620382619 51.0327130164,3.69608906642 51.0327304122,3.69596890687 51.0327443389,3.69569900624 51.032758535),(3.69569900624 51.032758535,3.69600230084 51.0326824633,3.69618085807 51.0326343058),(3.69945791851 51.0329030012,3.69938230552 51.0327806158,3.69934795484 51.0326706619),(3.69945791851 51.0329030012,3.69940862975 51.0329093854,3.69936174488 51.0329209043,3.69931860239 51.0329372346),(3.69931860239 51.0329372346,3.699260317 51.0328095396,3.69908203106 51.0325245454,3.69904671559 51.0324825336,3.69897846698 51.0324246506,3.69891011956 51.0323737377,3.69882250957 51.0323174895,3.69871274622 51.0322645986,3.69859178088 51.0322220997,3.69847612099 51.0321953082,3.6983382817 51.0321736158,3.69818090495 51.0321657513,3.69803716372 51.0321701618,3.69789606534 51.0321832977,3.69761403476 51.0322852549),(3.69931860239 51.0329372346,3.69928346748 51.0329559885,3.69925332721 51.0329779319,3.6992289074 51.0330025379,3.69921078838 51.0330292216,3.69919940404 51.0330573469,3.69919502295 51.0330862434),(3.69919502295 51.0330862434,3.69919761279 51.0331145648,3.69920693012 51.0331423195,3.69922276742 51.0331688704,3.69924476087 51.0331936169,3.69927241461 51.0332159952),(3.69919502295 51.0330862434,3.69912548976 51.0331572205,3.69903922005 51.0332002858,3.69865344843 51.0333200466,3.6985010187 51.0333522833,3.69835160102 51.0333671136,3.6981554413 51.0333659979,3.69798341482 51.0333360248),(3.69977206116 51.0331556636,3.6997857973 51.0331248232,3.6997910237 51.0330929587,3.69978759214 51.0330609975,3.69977560053 51.0330298712,3.69975539921 51.0330004787,3.69972757839 51.0329736746,3.69969294384 51.0329502415,3.6996524954 51.0329308594,3.69960741704 51.0329160866,3.69955901671 51.0329063574,3.69950869309 51.0329019521,3.69945791851 51.0329030012),(3.69977206116 51.0331556636,3.69992819824 51.0332506301,3.70006855462 51.0332897543),(3.69927241461 51.0332159952,3.69930921589 51.0332375673,3.69935124088 51.0332549331,3.69939729571 51.0332676026,3.69944606973 51.0332752104,3.69949618135 51.0332775481,3.69954620224 51.0332745421,3.69959470947 51.0332662801,3.69964033041 51.0332529988,3.69968176072 51.0332350743),(3.69927241461 51.0332159952,3.69906864077 51.033268398,3.6989155391 51.0333476701),(3.69968176072 51.0332350743,3.69971037475 51.0332182153,3.69973523922 51.0331991339,3.69975591844 51.0331781628,3.69977206116 51.0331556636),(3.70006855462 51.0332897543,3.70015895927 51.0333442761,3.70025458942 51.0334197355,3.70030917555 51.0334670843,3.70037431239 51.0335493366),(3.69798341482 51.0333360248,3.69808008163 51.0333443128,3.69819592208 51.0333466917,3.69829831475 51.0333360977,3.69840618266 51.0333238174,3.69851561363 51.0332977937,3.69862792639 51.0332606122,3.69871984201 51.0332198751,3.69880368268 51.0331722164,3.69887261131 51.033118456,3.69893339671 51.0330620697,3.69897783637 51.0330047326,3.69901148546 51.0329395955,3.69903281506 51.0328778275,3.69904607689 51.0328082775,3.69904023425 51.0327403397,3.69902482095 51.032674065,3.69899985677 51.0326085987,3.69896928081 51.0325542704,3.69891834454 51.0324938131,3.69886997206 51.0324445414,3.69881872856 51.0324055717,3.6987674123 51.0323717571,3.69870250183 51.0323352866,3.69863073632 51.032301355,3.69855613753 51.0322751454,3.69849911068 51.0322593481,3.69842438702 51.0322417306,3.69833462017 51.0322274694,3.69823799019 51.0322166046,3.69814261156 51.0322134816,3.69804171009 51.0322154877,3.69794340835 51.0322261023,3.69783414357 51.0322409527,3.69761403476 51.0322852549),(3.6989155391 51.0333476701,3.69882120342 51.0333750118,3.69863813934 51.0334244932,3.69851064684 51.0334516433,3.69839440934 51.0334649212,3.69826159701 51.0334781047,3.69812624246 51.0334755908,3.69800759118 51.033464463,3.69788911238 51.0334411409,3.69777071173 51.033412592,3.69763053232 51.0333612695,3.69741866377 51.0332674851,3.69728604189 51.0331996825,3.69716287298 51.0331379521,3.69698286317 51.0330475314,3.6968259266 51.0329641201,3.69666478051 51.0328892768,3.69648757255 51.0327937136,3.69629378888 51.0326929987),(3.6999459238 51.033363976,3.69984118383 51.0333459596,3.69976400058 51.033333324,3.69969766718 51.0333346894,3.69963394519 51.0333465245,3.69958128146 51.0333584206,3.69951768612 51.0333615457,3.69946519038 51.0333612475,3.69940722119 51.0333574326,3.69933829975 51.0333465883,3.69928874598 51.033334112,3.69922532223 51.0333250411,3.69914248768 51.0333210844,3.69907052993 51.0333293865,3.6989155391 51.0333476701),(3.6999459238 51.033363976,3.69988053543 51.0332991405,3.69968176072 51.0332350743),(3.70037431239 51.0335493366,3.7004002764 51.0336662126,3.70043124672 51.0338197056),(3.70097089435 51.0337600442,3.70070896897 51.0337202294,3.70059320398 51.0337004087,3.70050797901 51.0336703094,3.70045879266 51.0336317029,3.70037431239 51.0335493366),(3.70097089435 51.0337600442,3.70144781533 51.033724703),(3.70043124672 51.0338197056,3.70097089435 51.0337600442),(3.70043124672 51.0338197056,3.70040742789 51.0339397817,3.70037019272 51.0340319101,3.70031068203 51.034136106,3.70029572058 51.034022776,3.70031363838 51.0339287969,3.70032339588 51.0338260631),(3.70032339588 51.0338260631,3.70030512505 51.0337510423,3.70024894171 51.033621801,3.70019475264 51.0335465775,3.70011848927 51.0334694863,3.70000892085 51.0334026613,3.6999459238 51.033363976),(3.70032339588 51.0338260631,3.70043124672 51.0338197056),(3.68785174523 51.0341700408,3.68814440647 51.0340659439,3.68823163737 51.0340370881,3.68850529834 51.0339465449,3.6888426337 51.0338448432,3.68885623689 51.033840743,3.68936338887 51.0337041508,3.68960997102 51.033644274,3.68989421145 51.0335818539,3.69022211809 51.0335155561,3.6905739801 51.0334527048,3.69093632905 51.0333963319,3.6913092296 51.033347586,3.69166554906 51.0333095046,3.69201525242 51.0332757539,3.69238489658 51.0332400016,3.69273339889 51.0332062164,3.69309370686 51.0331714775,3.69345389267 51.0331361556,3.69363434624 51.0331165861,3.69396222413 51.0330764205,3.69415985529 51.0330491182,3.69449329735 51.0329978162,3.69482440828 51.0329408942,3.69500889888 51.0329070788,3.69518654522 51.0328707625,3.6955048857 51.0328025887,3.69569900624 51.032758535),(3.68785174523 51.0341700408,3.68771841099 51.0342232956,3.68755664866 51.0342842286,3.687555294 51.0342847392,3.68743799379 51.0343282622,3.68723526469 51.0344085448,3.68692800493 51.0345453113,3.68665990004 51.0346769655,3.68637037392 51.0348294287,3.68597945585 51.0350558291,3.68571981848 51.0352183367,3.68554529019 51.0353344436,3.68548941319 51.0353716167,3.68524342841 51.0355420164,3.68502164155 51.0357024644,3.68488398013 51.0358036423,3.68456584626 51.0360446815,3.68437009438 51.0361942435,3.68431202368 51.0362386092,3.6842854605 51.0362591755,3.68420312362 51.0363229336,3.68396658732 51.0365093777,3.68381347397 51.0366277296),(3.68834307338 51.034406915,3.6881948828 51.0343266584,3.68812660276 51.0342954917,3.68785174523 51.0341700408))",90009145,,1,90009145,90009145,69726,9000,9000,Binnenring-Sint-Denijs
"LINESTRING (3.714894969 51.0375597705,3.71492716732 51.037501621,3.71493082526 51.0374834118,3.7149342712 51.0374662465,3.71490171984 51.0373982309,3.71463996604 51.0367922646,3.71462104752 51.0367205328,3.71462415479 51.0366817881,3.71473425681 51.0363736699,3.71475883292 51.0363048968)",90009135,,1,90009135,90009135,69736,9000,9000,Blankenbergestraat
"LINESTRING (3.69643642338 51.0622147794,3.69753694853 51.0629644604)",90006137,,1,90006137,90006137,69739,9000,9000,Blazoenstraat
"LINESTRING (3.73311807787 51.0582282679,3.73236032378 51.0585675695,3.73199832068 51.058725559,3.73188287459 51.0587873767,3.73181126898 51.0588331203,3.73177913715 51.0588581095,3.73172518074 51.0589111269,3.73172371469 51.058913815,3.73169443949 51.0589339276,3.73165911324 51.0589659838,3.73153918007 51.0591056781,3.73140595003 51.0592394375,3.73132117871 51.0593159291,3.73127175161 51.0593589,3.73115656692 51.0594487839,3.73105519384 51.0595061312,3.73095916843 51.0595547152,3.73055368328 51.0597408636,3.73009568622 51.0599399191,3.72998704846 51.060011899)",90008137,,1,90008137,90008137,69741,9000,9000,Blekersdijk
"LINESTRING (3.71514363974 51.0557964142,3.71518227988 51.0554802057,3.71521124066 51.0552448469,3.71521362928 51.0552165397)",90002143,,1,90002143,90002143,69743,9000,9000,Blindeken
"LINESTRING (3.70525112953 51.0375346485,3.70517646336 51.0375425465,3.70410870964 51.0377773304,3.70264575828 51.0380793116,3.70252926027 51.0382396231,3.70141040948 51.0384874574,3.701378407 51.0385129133,3.70136434387 51.0385463852,3.70136883455 51.0385761792,3.70138557106 51.0386315205,3.70139450121 51.0386610456,3.70140919136 51.0387035618,3.70142676421 51.0387544215,3.70152092831 51.0388966903)",90009871,,1,90009871,90009871,148755,9000,9000,Boentweg
"LINESTRING (3.73010867676 51.050059522,3.73003725261 51.050079177,3.72938371117 51.0502126772,3.72923286427 51.0502429251,3.72905771794 51.0502859293,3.72898406866 51.0503075059,3.72875228985 51.050377757,3.72864895664 51.0504094352,3.72846118898 51.050464925,3.72840621748 51.050478041,3.72834698706 51.0504882787,3.72827693284 51.05049648,3.72788102104 51.0505055425,3.72748184566 51.050525159,3.72636002774 51.0505850455,3.72625783539 51.0505807803)",90004146,,1,90004146,90004146,69784,9000,9000,Brabantdam
"LINESTRING (3.71986660242 51.0582406087,3.71975732596 51.0582004536,3.71968351947 51.0581739798,3.71944458557 51.0580941973,3.71934805441 51.0580611179,3.71924056829 51.0580232172,3.71912985543 51.0579839546,3.71904894147 51.0579556394,3.71877750563 51.0578678547)",90002147,,1,90002147,90002147,69785,9000,9000,Braderijstraat
"LINESTRING (3.71701245444 51.0516725848,3.71676605913 51.0516757872,3.71659348468 51.0516849178,3.71652601222 51.0516789404,3.71620226208 51.051692836,3.71613922101 51.0517010162,3.71546912901 51.0517420025,3.71539090282 51.0517421301,3.71502521125 51.0517675573,3.71486859716 51.0517795735,3.71457495496 51.0518014753,3.71450610718 51.0518106267,3.71407636393 51.0518432989)",90002148,,1,90002148,90002148,69789,9000,9000,Brandstraat
"MULTILINESTRING ((3.69451467546 51.0541035578,3.69481514755 51.0542356223,3.69501070539 51.0543239339,3.69533091347 51.0544722867),(3.69533091347 51.0544722867,3.69570232013 51.0542343947,3.69591537716 51.0540971759,3.69613726373 51.0539566325,3.69634719282 51.0538236654,3.69657171415 51.053679527,3.6967344233 51.0535750718,3.69694140592 51.0534451636,3.69724966281 51.0532516943),(3.69533091347 51.0544722867,3.69526030768 51.0545222267))",90006142,,1,90006142,90006142,69795,9000,9000,Breendonkstraat
"LINESTRING (3.74095220821 51.1007693931,3.74084421454 51.1007390242,3.74077595516 51.1007188831,3.74069916627 51.100696002,3.74058396542 51.1006630275,3.74041898083 51.100616307,3.74033081748 51.1005897688,3.74023980287 51.100563216,3.74015021299 51.1005366705,3.74006202987 51.1005119278,3.73996105564 51.1004826266,3.73985865937 51.1004533153,3.73975483119 51.1004239988,3.73965955587 51.1003956255,3.73957421233 51.1003717972,3.739487471 51.1003461677,3.73939645729 51.1003196113,3.73931112453 51.1002948883,3.73923149517 51.1002710909,3.73914616689 51.1002463656,3.73906796675 51.100222575,3.73898972708 51.1002014825,3.73891007257 51.1001794858,3.7388374824 51.1001629185,3.7387548886 51.1001471957,3.73867937442 51.1001360067,3.73860240587 51.1001266047,3.73852257259 51.1001180878,3.73841556438 51.1001130227,3.73829140912 51.1001087648,3.73816588303 51.1001009034,3.73805598404 51.1000985183,3.73793610207 51.1000951799,3.73782905792 51.1000928101,3.73771487306 51.100090402,3.73759355469 51.100087956,3.73754789512 51.1000859139,3.73740659102 51.1000833613,3.73731381032 51.1000819646,3.73719963805 51.1000786589,3.73706260274 51.1000770275,3.73691702985 51.1000735509,3.73647041714 51.1000549805)",90003154,,1,90003154,90003154,69805,9000,9000,Bronsstraat
"MULTILINESTRING ((3.74822937948 51.0748002809,3.74878496772 51.0750963965),(3.74878496772 51.0750963965,3.74970688893 51.0755854473),(3.74878496772 51.0750963965,3.74918896705 51.0751475565,3.74945808345 51.075184898,3.74949258774 51.0751894341,3.74950804145 51.0751971355,3.74951653772 51.0752080676,3.74970688893 51.0755854473),(3.74970688893 51.0755854473,3.75020801501 51.0758497102,3.75026801169 51.0758870421,3.75028520545 51.0758936636))",90008143,,1,90008143,90008143,181657,9000,9000,Bronstijdhof
"LINESTRING (3.7499947909 51.0764068938,3.7500425669 51.0763454631,3.75029375831 51.0759355107,3.7502854983 51.0758937297,3.75029022164 51.0758853912,3.75039934988 51.0757598367,3.75033703105 51.0756853178,3.75015471347 51.0753875783,3.74993340632 51.0748949487,3.74902864921 51.0747826824,3.74900520588 51.074760204,3.74880399404 51.0745430605,3.74879444944 51.0745013792)",90008144,,1,90008144,90008144,181658,9000,9000,Bronstijdweg
"MULTILINESTRING ((3.72370633252 51.0731242854,3.72429479551 51.0731486894,3.72468801146 51.0731599798,3.72481202569 51.0731675862,3.72494994403 51.073192094,3.72515242519 51.0732440819,3.72528651492 51.0732810321,3.72542272737 51.0733154293,3.72551674145 51.073333757,3.72563127575 51.0733452686,3.72642535951 51.073373702),(3.72370633252 51.0731242854,3.7236981336 51.0733733035),(3.72370633252 51.0731242854,3.72314706209 51.0731267097,3.72285867324 51.0731321706,3.72265291232 51.073142309,3.72244936845 51.0731538659,3.72215625536 51.0731776049,3.72197053407 51.0731934848,3.72172429327 51.0732217026,3.7214757456 51.0732555394,3.72123828584 51.0732950707,3.72105231122 51.0733292511,3.72076348219 51.073385589,3.72042393878 51.0734780984,3.72017601634 51.0735504236,3.71991770847 51.0736355533,3.71978338878 51.0736821831,3.71955845063 51.0737704226,3.71933530462 51.0738633456,3.71909982924 51.0739749181,3.71894088942 51.0740565036,3.71871830036 51.0741757479,3.71851426961 51.074295676,3.71836912342 51.0743866884,3.71818103865 51.0745163539,3.71812864621 51.0745556572,3.71793315035 51.0747169059,3.71768499883 51.0749362622,3.71753707236 51.0750660982,3.71739412165 51.0752103924,3.7173361372 51.0752678139,3.717147005 51.0754737307,3.71702625705 51.075620905,3.71684075854 51.0758630481,3.71676561267 51.075988784,3.71669677746 51.076116837,3.71664282824 51.0762170016,3.71657525786 51.0763740295,3.71652568972 51.0764842573,3.71644346064 51.0766954813,3.71639507558 51.0769706317,3.71639715428 51.0770924173,3.71638987523 51.0773153896,3.71639868142 51.0774685992,3.71640349459 51.0776385461,3.71643001645 51.0778393058,3.71645838255 51.077991614,3.71648847881 51.0780861544,3.71650811508 51.0782377202,3.71684070913 51.079341613,3.71707036523 51.0800180408,3.71722827738 51.0803918478,3.71756315943 51.0810729652,3.71794372981 51.0817276968,3.7181869307 51.082026233,3.71842271601 51.0822752658,3.71867347982 51.082490132,3.71892099982 51.0826775815,3.71916174831 51.0828307434,3.71936269875 51.0829544328,3.71960271152 51.083095602,3.71991856187 51.0832486999,3.72033949175 51.0834228923,3.72054240051 51.0834938036,3.72074924479 51.083560049,3.720959756 51.0836215418,3.72117365924 51.0836782034,3.72139067335 51.0837299583,3.72163355624 51.0837813216,3.7218794988 51.0838265389,3.72212811204 51.0838655397,3.72237899803 51.0838982604,3.7226317552 51.0839246502,3.72288598472 51.0839446666,3.72314127963 51.0839582759,3.72339723391 51.0839654595,3.72365343882 51.0839662044,3.72504514659 51.0840365839),(3.7236981336 51.0733733035,3.72339835231 51.073363519),(3.7236981336 51.0733733035,3.7241148944 51.073393508))",90003144,,1,90003144,90003144,69827,9000,9000,Buitensingel
"LINESTRING (3.71425083023 51.0644170368,3.71372425758 51.064266377)",90000214,,1,90000214,90000214,181659,9000,9000,Buitenwalleplein
